player_name,player_key,school,school_key,position_raw,position,year,ras_score,source_url
Terry Williams,terry williams,Bethune-Cookman,bethunecookman,CB,CB,1988,6.59,https://ras.football/ras-information/?PlayerID=775
Todd Krumm,todd krumm,Michigan State,michigan state,CB,CB,1988,0.45,https://ras.football/ras-information/?PlayerID=790
Al Huge,al huge,Hillsdale,hillsdale,DT,DT,1988,2.76,https://ras.football/ras-information/?PlayerID=395
Al Noga,al noga,Hawaii,hawaii,DT,DT,1988,8.97,https://ras.football/ras-information/?PlayerID=396
Artis Jackson,artis jackson,Texas Tech,texas tech,DT,DT,1988,2.07,https://ras.football/ras-information/?PlayerID=409
Dave Nugent,dave nugent,Boston College,boston college,DT,DT,1988,5.86,https://ras.football/ras-information/?PlayerID=491
David Grant,david grant,West Virginia,west virginia,DT,DT,1988,2.41,https://ras.football/ras-information/?PlayerID=496
Erwin Grabisna,erwin grabisna,Case Western,case western,DT,DT,1988,9.31,https://ras.football/ras-information/?PlayerID=531
Henry Brown,henry brown,Florida,florida,DT,DT,1988,4.48,https://ras.football/ras-information/?PlayerID=567
Jon Carter,jon carter,Pittsburgh,pittsburgh,DT,DT,1988,7.93,https://ras.football/ras-information/?PlayerID=618
Mike Piel,mike piel,Illinois,illinois,DT,DT,1988,4.83,https://ras.football/ras-information/?PlayerID=681
Nate Hill,nate hill,Auburn,auburn,DT,DT,1988,8.62,https://ras.football/ras-information/?PlayerID=686
Reuben Davis,reuben davis,North Carolina,north carolina,DT,DT,1988,1.72,https://ras.football/ras-information/?PlayerID=722
Rollin Putzier,rollin putzier,Oregon,oregon,DT,DT,1988,7.24,https://ras.football/ras-information/?PlayerID=742
Sammy Obrient,sammy obrient,Texas A&M,texas a&m,DT,DT,1988,3.79,https://ras.football/ras-information/?PlayerID=749
Tim Goad,tim goad,North Carolina,north carolina,DT,DT,1988,5.17,https://ras.football/ras-information/?PlayerID=782
Tommy Duhart,tommy duhart,Southeastern Oklahoma State,southeastern oklahoma state,DT,DT,1988,0.69,https://ras.football/ras-information/?PlayerID=800
Danny Stubbs,danny stubbs,Miami,miami,DE,EDGE,1988,3.13,https://ras.football/ras-information/?PlayerID=475
George Hinkle,george hinkle,Arizona,arizona,DE,EDGE,1988,1.25,https://ras.football/ras-information/?PlayerID=547
Jeff Cross,jeff cross,Missouri,missouri,DE,EDGE,1988,3.44,https://ras.football/ras-information/?PlayerID=588
Jeff Knapton,jeff knapton,Wyoming,wyoming,DE,EDGE,1988,2.19,https://ras.football/ras-information/?PlayerID=592
Kurt Koch,kurt koch,Colorado,colorado,DE,EDGE,1988,2.81,https://ras.football/ras-information/?PlayerID=645
Neil Smith,neil smith,Nebraska,nebraska,DE,EDGE,1988,10.0,https://ras.football/ras-information/?PlayerID=689
O'Brien Alston,obrien alston,Maryland,maryland,DE,EDGE,1988,5.63,https://ras.football/ras-information/?PlayerID=692
Paul Frase,paul frase,Syracuse,syracuse,DE,EDGE,1988,6.56,https://ras.football/ras-information/?PlayerID=699
Paul Jurgensen,paul jurgensen,Georgia Tech,georgia tech,DE,EDGE,1988,3.75,https://ras.football/ras-information/?PlayerID=703
Ricky Shaw,ricky shaw,Oklahoma State,oklahoma state,DE,EDGE,1988,9.06,https://ras.football/ras-information/?PlayerID=732
Robert Goff,robert goff,Auburn,auburn,DE,EDGE,1988,6.25,https://ras.football/ras-information/?PlayerID=735
Scott Davis,scott davis,Illinois,illinois,DE,EDGE,1988,5.94,https://ras.football/ras-information/?PlayerID=752
Scott Wilson,scott wilson,North Carolina State,north carolina state,DE,EDGE,1988,1.88,https://ras.football/ras-information/?PlayerID=756
Shawn Patterson,shawn patterson,Arizona State,arizona state,DE,EDGE,1988,9.69,https://ras.football/ras-information/?PlayerID=759
Tim Rother,tim rother,Nebraska,nebraska,DE,EDGE,1988,7.81,https://ras.football/ras-information/?PlayerID=784
Todd Freiwald,todd freiwald,Virginia Military Institute,virginia military institute,DE,EDGE,1988,8.13,https://ras.football/ras-information/?PlayerID=787
Tommy Clapp,tommy clapp,Louisiana State,louisiana state,DE,EDGE,1988,1.56,https://ras.football/ras-information/?PlayerID=799
Tommy Oliver,tommy oliver,Alabama State,alabama state,DE,EDGE,1988,4.06,https://ras.football/ras-information/?PlayerID=802
Bill Condon,bill condon,Alabama,alabama,OG,IOL,1988,2.19,https://ras.football/ras-information/?PlayerID=416
Bob Sims,bob sims,Florida,florida,OG,IOL,1988,6.88,https://ras.football/ras-information/?PlayerID=421
Brian Habib,brian habib,Washington,washington,OG,IOL,1988,10.0,https://ras.football/ras-information/?PlayerID=433
Caesar Rentie,caesar rentie,Oklahoma,oklahoma,OG,IOL,1988,6.56,https://ras.football/ras-information/?PlayerID=437
Ed Gillies,ed gillies,Cal State Fullerton,cal state fullerton,OG,IOL,1988,8.44,https://ras.football/ras-information/?PlayerID=518
Eric Andolsek,eric andolsek,Louisiana State,louisiana state,OG,IOL,1988,5.0,https://ras.football/ras-information/?PlayerID=523
Garry Frank,garry frank,Mississippi State,mississippi state,OG,IOL,1988,9.38,https://ras.football/ras-information/?PlayerID=539
Harry Galbreath,harry galbreath,Tennessee,tennessee,OG,IOL,1988,5.31,https://ras.football/ras-information/?PlayerID=564
John Phillips,john phillips,Clemson,clemson,OG,IOL,1988,1.88,https://ras.football/ras-information/?PlayerID=613
Jon Phillips,jon phillips,Oklahoma,oklahoma,OG,IOL,1988,7.19,https://ras.football/ras-information/?PlayerID=619
Mark Hutson,mark hutson,Oklahoma,oklahoma,OG,IOL,1988,2.81,https://ras.football/ras-information/?PlayerID=658
Michael Scott,michael scott,Missouri,missouri,OG,IOL,1988,6.25,https://ras.football/ras-information/?PlayerID=674
Paul Jetton,paul jetton,Texas,texas,OG,IOL,1988,5.94,https://ras.football/ras-information/?PlayerID=702
Randall Mcdaniel,randall mcdaniel,Arizona State,arizona state,OG,IOL,1988,9.69,https://ras.football/ras-information/?PlayerID=717
Ron Duncan,ron duncan,Ball State,ball state,OG,IOL,1988,7.81,https://ras.football/ras-information/?PlayerID=743
Ted Karamanos,ted karamanos,Northern Illinois,northern illinois,OG,IOL,1988,4.06,https://ras.football/ras-information/?PlayerID=772
Todd Kalis,todd kalis,Arizona State,arizona state,OG,IOL,1988,8.75,https://ras.football/ras-information/?PlayerID=789
Tony Bartley,tony bartley,Texas A&M,texas a&m,OG,IOL,1988,2.5,https://ras.football/ras-information/?PlayerID=803
Troy Wolkow,troy wolkow,Minnesota,minnesota,OG,IOL,1988,9.06,https://ras.football/ras-information/?PlayerID=812
Andre Lloyd,andre lloyd,Jackson State,jackson state,LB,LB,1988,2.22,https://ras.football/ras-information/?PlayerID=402
Bill Romanowski,bill romanowski,Boston College,boston college,LB,LB,1988,8.25,https://ras.football/ras-information/?PlayerID=417
Brian Forde,brian forde,Washington State,washington state,LB,LB,1988,7.3,https://ras.football/ras-information/?PlayerID=432
Chris Gaines,chris gaines,Vanderbilt,vanderbilt,LB,LB,1988,2.86,https://ras.football/ras-information/?PlayerID=453
Chris Spielman,chris spielman,Ohio State,ohio state,LB,LB,1988,3.17,https://ras.football/ras-information/?PlayerID=454
Darrell Reed,darrell reed,Oklahoma,oklahoma,LB,LB,1988,1.11,https://ras.football/ras-information/?PlayerID=481
Edward Phillips,edward phillips,Auburn,auburn,LB,LB,1988,6.19,https://ras.football/ras-information/?PlayerID=520
Ezekial Gadson,ezekial gadson,Pittsburgh,pittsburgh,LB,LB,1988,6.67,https://ras.football/ras-information/?PlayerID=533
Fred Strickland,fred strickland,Purdue,purdue,LB,LB,1988,7.94,https://ras.football/ras-information/?PlayerID=538
Gary Mcguire,gary mcguire,Houston,houston,LB,LB,1988,2.06,https://ras.football/ras-information/?PlayerID=542
George Mira,george mira,Miami,miami,LB,LB,1988,4.44,https://ras.football/ras-information/?PlayerID=548
James Earle,james earle,Clemson,clemson,LB,LB,1988,2.38,https://ras.football/ras-information/?PlayerID=575
John Brantley,john brantley,Georgia,georgia,LB,LB,1988,1.27,https://ras.football/ras-information/?PlayerID=605
Ken Harvey,ken harvey,California,california,LB,LB,1988,9.68,https://ras.football/ras-information/?PlayerID=629
Ken Norton,ken norton,UCLA,ucla,LB,LB,1988,9.52,https://ras.football/ras-information/?PlayerID=631
Marcus Cotton,marcus cotton,Southern California,southern california,LB,LB,1988,7.62,https://ras.football/ras-information/?PlayerID=656
Michael Johnson,michael johnson,Texas Tech,texas tech,LB,LB,1988,0.32,https://ras.football/ras-information/?PlayerID=672
Mickey Ray,mickey ray,Appalachian State,appalachian state,LB,LB,1988,3.97,https://ras.football/ras-information/?PlayerID=676
Paul Mcgowan,paul mcgowan,Florida State,florida state,LB,LB,1988,5.08,https://ras.football/ras-information/?PlayerID=704
Phil Zielinski,phil zielinski,Central Michigan,central michigan,LB,LB,1988,1.59,https://ras.football/ras-information/?PlayerID=709
Phillip Brown,phillip brown,Alabama,alabama,LB,LB,1988,9.05,https://ras.football/ras-information/?PlayerID=710
Randy Thornton,randy thornton,Houston,houston,LB,LB,1988,8.89,https://ras.football/ras-information/?PlayerID=718
Rich Romer,rich romer,New York,new york,LB,LB,1988,4.13,https://ras.football/ras-information/?PlayerID=724
Thomas Aldridge,thomas aldridge,Texas,texas,LB,LB,1988,0.63,https://ras.football/ras-information/?PlayerID=777
Tim Moore,tim moore,Michigan State,michigan state,LB,LB,1988,8.57,https://ras.football/ras-information/?PlayerID=783
Tom Erlandson,tom erlandson,Washington,washington,LB,LB,1988,1.43,https://ras.football/ras-information/?PlayerID=795
Troy Johnson,troy johnson,Oklahoma,oklahoma,LB,LB,1988,3.65,https://ras.football/ras-information/?PlayerID=810
Van Waiters,van waiters,Indiana,indiana,LB,LB,1988,2.54,https://ras.football/ras-information/?PlayerID=813
Victor Jones,victor jones,Virginia Tech,virginia tech,LB,LB,1988,0.95,https://ras.football/ras-information/?PlayerID=814
Vincent Brown,vincent brown,Mississippi Valley State,mississippi valley state,LB,LB,1988,5.24,https://ras.football/ras-information/?PlayerID=815
William Thompson,william thompson,Boston College,boston college,LB,LB,1988,7.14,https://ras.football/ras-information/?PlayerID=823
Andre Lockley,andre lockley,Tulane,tulane,OT,OT,1988,2.8,https://ras.football/ras-information/?PlayerID=403
Craig Kantner,craig kantner,Ball State,ball state,OT,OT,1988,5.2,https://ras.football/ras-information/?PlayerID=463
Daryl Parham,daryl parham,North Carolina,north carolina,OT,OT,1988,8.8,https://ras.football/ras-information/?PlayerID=487
Dave Desrochers,dave desrochers,San Diego State,san diego state,OT,OT,1988,0.4,https://ras.football/ras-information/?PlayerID=490
Dave Widell,dave widell,Boston College,boston college,OT,OT,1988,4.0,https://ras.football/ras-information/?PlayerID=493
David Cadigan,david cadigan,Southern California,southern california,OT,OT,1988,10.0,https://ras.football/ras-information/?PlayerID=494
David Houle,david houle,Michigan State,michigan state,OT,OT,1988,9.4,https://ras.football/ras-information/?PlayerID=497
David Richards,david richards,UCLA,ucla,OT,OT,1988,1.8,https://ras.football/ras-information/?PlayerID=499
Doug Fiala,doug fiala,Colorado State,colorado state,OT,OT,1988,6.2,https://ras.football/ras-information/?PlayerID=514
Eric Moore,eric moore,Indiana,indiana,OT,OT,1988,8.2,https://ras.football/ras-information/?PlayerID=527
Gerald Perry,gerald perry,Southern,southern,OT,OT,1988,8.0,https://ras.football/ras-information/?PlayerID=551
Glenn Derby,glenn derby,Wisconsin,wisconsin,OT,OT,1988,6.0,https://ras.football/ras-information/?PlayerID=552
Greg Johnson,greg johnson,Oklahoma,oklahoma,OT,OT,1988,9.6,https://ras.football/ras-information/?PlayerID=558
Greg Kunkel,greg kunkel,Kentucky,kentucky,OT,OT,1988,6.8,https://ras.football/ras-information/?PlayerID=559
Herb Wester,herb wester,Iowa,iowa,OT,OT,1988,3.6,https://ras.football/ras-information/?PlayerID=569
Joel Porter,joel porter,Baylor,baylor,OT,OT,1988,6.6,https://ras.football/ras-information/?PlayerID=601
John Driscoll,john driscoll,New Hampshire,new hampshire,OT,OT,1988,4.6,https://ras.football/ras-information/?PlayerID=607
John Elliott,john elliott,Michigan,michigan,OT,OT,1988,3.4,https://ras.football/ras-information/?PlayerID=608
Larry Clarkson,larry clarkson,Montana,montana,OT,OT,1988,9.2,https://ras.football/ras-information/?PlayerID=646
Louis Cheek,louis cheek,Texas A&M,texas a&m,OT,OT,1988,2.4,https://ras.football/ras-information/?PlayerID=651
Mike Scully,mike scully,Illinois,illinois,OT,OT,1988,4.2,https://ras.football/ras-information/?PlayerID=682
Mike Withycombe,mike withycombe,Fresno State,fresno state,OT,OT,1988,1.4,https://ras.football/ras-information/?PlayerID=683
Rick Mcleod,rick mcleod,Washington,washington,OT,OT,1988,4.4,https://ras.football/ras-information/?PlayerID=729
Scott Dill,scott dill,Memphis,memphis,OT,OT,1988,3.0,https://ras.football/ras-information/?PlayerID=753
Stacy Searels,stacy searels,Auburn,auburn,OT,OT,1988,5.6,https://ras.football/ras-information/?PlayerID=761
Steve Wilkes,steve wilkes,Appalachian State,appalachian state,OT,OT,1988,3.2,https://ras.football/ras-information/?PlayerID=770
Timothy Borcky,timothy borcky,Memphis,memphis,OT,OT,1988,7.2,https://ras.football/ras-information/?PlayerID=786
Todd Irvin,todd irvin,Mississippi,mississippi,OT,OT,1988,5.0,https://ras.football/ras-information/?PlayerID=788
Tom Rehder,tom rehder,Notre Dame,notre dame,OT,OT,1988,9.8,https://ras.football/ras-information/?PlayerID=797
Tony Jones,tony jones,Western Carolina,western carolina,OT,OT,1988,2.0,https://ras.football/ras-information/?PlayerID=805
Chris Chandler,chris chandler,Washington,washington,QB,QB,1988,6.8,https://ras.football/ras-information/?PlayerID=452
Dan Mccoin,dan mccoin,Cincinnati,cincinnati,QB,QB,1988,2.0,https://ras.football/ras-information/?PlayerID=469
Danny Mcmanus,danny mcmanus,Florida State,florida state,QB,QB,1988,3.2,https://ras.football/ras-information/?PlayerID=473
Don Mcpherson,don mcpherson,Syracuse,syracuse,QB,QB,1988,8.4,https://ras.football/ras-information/?PlayerID=512
Jeff Burger,jeff burger,Auburn,auburn,QB,QB,1988,9.2,https://ras.football/ras-information/?PlayerID=587
Kerwin Bell,kerwin bell,Florida,florida,QB,QB,1988,2.4,https://ras.football/ras-information/?PlayerID=636
Matthew Knizner,matthew knizner,Penn State,penn state,QB,QB,1988,4.0,https://ras.football/ras-information/?PlayerID=664
Rick Strom,rick strom,Georgia Tech,georgia tech,QB,QB,1988,8.8,https://ras.football/ras-information/?PlayerID=730
Stan Humphries,stan humphries,Louisiana Monroe,louisiana monroe,QB,QB,1988,5.6,https://ras.football/ras-information/?PlayerID=763
Steve Slayden,steve slayden,Duke,duke,QB,QB,1988,0.8,https://ras.football/ras-information/?PlayerID=769
Todd Santos,todd santos,San Diego State,san diego state,QB,QB,1988,4.8,https://ras.football/ras-information/?PlayerID=791
Alan Hooker,alan hooker,North Carolina A&T,north carolina a&t,RB,RB,1988,5.69,https://ras.football/ras-information/?PlayerID=397
Bo Wright,bo wright,Alabama,alabama,FB,RB,1988,8.0,https://ras.football/ras-information/?PlayerID=420
Brad Muster,brad muster,Stanford,stanford,FB,RB,1988,9.33,https://ras.football/ras-information/?PlayerID=425
Channing Williams,channing williams,Arizona State,arizona state,FB,RB,1988,4.0,https://ras.football/ras-information/?PlayerID=446
Charles Webb,charles webb,Arizona,arizona,FB,RB,1988,2.0,https://ras.football/ras-information/?PlayerID=448
Darryl Mcgill,darryl mcgill,Wake Forest,wake forest,RB,RB,1988,6.27,https://ras.football/ras-information/?PlayerID=484
Gary Patton,gary patton,Eastern Michigan,eastern michigan,RB,RB,1988,1.18,https://ras.football/ras-information/?PlayerID=543
Gaston Green,gaston green,UCLA,ucla,RB,RB,1988,7.45,https://ras.football/ras-information/?PlayerID=545
George Cooper,george cooper,Ohio State,ohio state,RB,RB,1988,2.94,https://ras.football/ras-information/?PlayerID=546
Gordon Lockbaum,gordon lockbaum,Holy Cross,holy cross,RB,RB,1988,3.33,https://ras.football/ras-information/?PlayerID=554
Harvey Reed,harvey reed,Howard,howard,RB,RB,1988,7.06,https://ras.football/ras-information/?PlayerID=565
Ickey Woods,ickey woods,UNLV,unlv,FB,RB,1988,6.67,https://ras.football/ras-information/?PlayerID=571
James Primus,james primus,UCLA,ucla,RB,RB,1988,8.24,https://ras.football/ras-information/?PlayerID=578
James Saxon,james saxon,San Jose State,san jose state,RB,RB,1988,4.31,https://ras.football/ras-information/?PlayerID=580
Jamie Morris,jamie morris,Michigan,michigan,RB,RB,1988,1.96,https://ras.football/ras-information/?PlayerID=583
John Stephens,john stephens,Northwestern State,northwestern state,RB,RB,1988,10.0,https://ras.football/ras-information/?PlayerID=614
Keith Jones,keith jones,Nebraska,nebraska,RB,RB,1988,7.25,https://ras.football/ras-information/?PlayerID=624
Keith Woodside,keith woodside,Texas A&M,texas a&m,RB,RB,1988,6.86,https://ras.football/ras-information/?PlayerID=628
Kenny Gamble,kenny gamble,Colgate,colgate,RB,RB,1988,1.76,https://ras.football/ras-information/?PlayerID=632
Kenny Jackson,kenny jackson,San Jose State,san jose state,RB,RB,1988,0.39,https://ras.football/ras-information/?PlayerID=633
Kevin Harmon,kevin harmon,Iowa,iowa,RB,RB,1988,4.51,https://ras.football/ras-information/?PlayerID=639
Lars Tate,lars tate,Georgia,georgia,RB,RB,1988,9.8,https://ras.football/ras-information/?PlayerID=647
Lucius Floyd,lucius floyd,UNLV,unlv,RB,RB,1988,3.73,https://ras.football/ras-information/?PlayerID=652
Mark Higgs,mark higgs,Kentucky,kentucky,RB,RB,1988,9.22,https://ras.football/ras-information/?PlayerID=657
