player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Willie Lampkin,122344,G,N CAROLINA,12,1,245,88.8,4,4,440,100.0,100.0,99.1,3,8,0,473,473,78.4,3,3,168,100.0,100.0,98.2,6,0,179,179
Kwabena Asamoah,156503,G,RUTGERS,13,0,278,53.0,4,13,447,100.0,100.0,97.7,0,19,2,472,472,51.2,3,11,235,100.0,100.0,97.0,14,0,249,249
Ben Coleman,100518,G,ARIZONA ST,14,0,110,84.0,2,8,451,100.0,100.0,98.9,0,10,0,472,472,67.4,2,4,117,100.0,100.0,97.4,6,0,124,124
Christian Jones,146145,T,S DIEGO ST,12,0,284,57.0,6,15,437,100.0,100.0,96.9,0,24,3,472,472,34.3,3,9,123,100.0,100.0,93.5,14,2,136,136
Malachi Preciado,162892,C,S ALABAMA,13,3,288,65.6,2,12,447,100.0,100.0,98.2,7,15,1,471,471,59.1,1,8,121,100.0,100.0,96.3,9,0,131,131
Jordan Davis,146915,T,S ALABAMA,13,2,288,75.6,5,12,447,100.0,100.0,97.4,4,20,3,471,471,53.2,3,8,121,100.0,100.0,93.8,13,2,131,131
Ross Ulugalu-Maseuli,146155,G,S DIEGO ST,12,0,284,75.1,0,11,436,100.0,100.0,98.3,3,13,2,470,470,49.8,0,7,122,100.0,100.0,95.5,9,2,135,135
Malachi Carney,157867,T,S ALABAMA,13,3,288,64.7,4,18,447,100.0,100.0,97.3,5,23,1,470,470,51.5,0,10,121,100.0,100.0,95.0,11,1,130,130
Keagen Trost,102324,T,WAKE,12,0,339,71.4,2,15,434,100.0,100.0,97.6,4,19,2,469,469,60.0,2,11,161,100.0,100.0,95.3,14,1,179,179
DeVonte Gordon,98391,T,WAKE,11,2,339,79.4,3,5,436,100.0,100.0,98.4,6,11,3,469,469,82.7,1,5,167,100.0,100.0,96.4,9,3,183,183
Max Iheanachor,171881,T,ARIZONA ST,14,1,110,72.0,3,15,448,100.0,100.0,97.3,2,21,3,469,469,67.4,2,6,118,100.0,100.0,94.9,10,2,125,125
Markell Samuel,122253,T,APP STATE,11,0,108,54.8,3,18,432,100.0,100.0,96.4,1,26,5,469,469,37.1,3,7,125,100.0,100.0,94.4,12,2,137,137
Dominic Boyd,150802,T,GA SOUTHRN,11,0,174,67.2,5,15,437,99.8,99.8,96.6,3,25,5,468,469,62.5,0,4,102,100.0,100.0,95.1,7,3,115,115
Jack Hollifield,144079,C,APP STATE,11,0,108,80.1,3,9,432,100.0,100.0,98.6,0,12,0,468,468,77.2,1,4,125,100.0,100.0,98.0,5,0,136,136
Caleb Cook,147118,G,GA SOUTHRN,13,0,174,75.1,3,12,431,100.0,100.0,98.3,0,15,0,468,468,44.5,1,7,93,100.0,100.0,95.7,8,0,108,108
Ben Wrather,129740,T,NWESTERN,12,0,256,61.5,4,20,446,100.0,100.0,96.0,1,30,6,467,467,58.2,3,12,236,100.0,100.0,94.3,21,6,248,248
Caleb Tiernan,145042,T,NWESTERN,12,0,256,88.9,3,7,446,100.0,100.0,98.2,0,13,3,467,467,84.9,2,6,236,100.0,100.0,98.3,8,0,248,248
Luke Petitbon,123396,C,WAKE,11,0,339,89.4,1,3,434,100.0,100.0,99.1,1,6,2,467,467,85.9,0,1,167,100.0,100.0,98.5,3,2,184,184
Kage Casey,157197,T,BOISE ST,14,0,120,86.9,1,5,440,100.0,100.0,99.3,0,6,0,466,466,84.8,1,1,161,100.0,100.0,99.4,2,0,176,176
Gavin Gerhardt,123561,C,CINCINNATI,12,1,138,73.6,1,9,445,100.0,100.0,98.4,4,12,2,466,466,72.7,0,2,134,100.0,100.0,98.5,3,1,143,143
Will McDonald,97835,C,CAL,10,1,130,72.6,0,7,432,100.0,100.0,98.7,5,9,2,465,465,49.7,0,6,120,100.0,100.0,95.8,8,2,128,128
Landon Burton,102820,C,LA LAFAYET,14,0,207,76.0,1,6,436,100.0,100.0,99.0,0,8,1,465,465,62.9,0,3,82,100.0,100.0,97.0,4,1,91,91
Nate Kalepo,100522,G,OLE MISS,12,0,226,69.7,6,6,442,100.0,100.0,98.0,0,15,3,465,465,64.7,0,2,110,100.0,100.0,97.3,4,2,122,122
Delano Townsend,173351,G,UAB,12,0,321,78.0,2,11,443,100.0,100.0,98.1,0,15,2,464,464,62.8,2,9,158,100.0,100.0,95.3,13,2,168,168
Tristan Leigh,144121,T,CLEMSON,12,2,140,59.6,4,17,440,100.0,100.0,96.9,2,24,3,464,464,40.4,4,8,157,100.0,100.0,94.3,15,3,164,164
Andrew Madrigal,71502,C,NEVADA,13,0,239,68.4,4,11,426,100.0,100.0,98.2,2,15,0,462,462,59.3,3,8,199,100.0,100.0,97.2,11,0,211,211
Reid Holskey,130520,T,MIAMI OH,14,0,221,65.1,1,14,449,100.0,100.0,98.3,0,15,0,462,462,62.8,0,5,150,100.0,100.0,98.3,5,0,156,156
Nate Williams,130322,T,S DIEGO ST,12,0,284,74.7,2,12,429,100.0,100.0,97.2,2,19,5,461,461,63.9,0,8,120,100.0,100.0,94.2,11,3,132,132
Omar Aigbedion,164383,G,BAYLOR,13,0,118,77.7,0,7,429,100.0,100.0,99.0,1,8,1,461,461,76.5,0,3,109,100.0,100.0,98.6,3,0,114,114
John Williams,123585,T,CINCINNATI,12,0,138,86.3,1,6,441,100.0,100.0,99.0,0,8,1,461,461,80.7,1,2,131,100.0,100.0,98.9,3,0,140,140
Vershon Lee,124246,C,S CAROLINA,13,0,289,66.5,1,17,426,100.0,100.0,96.7,2,23,5,461,461,54.1,1,12,162,100.0,100.0,94.8,15,2,176,176
Alex Harkey,157695,T,TEXAS ST,12,2,314,79.3,0,9,437,99.8,99.8,98.3,2,12,3,461,462,69.0,0,3,106,100.0,100.0,97.6,4,1,118,118
Kenton Jerido,157859,G,S ALABAMA,13,0,288,79.7,2,8,437,100.0,100.0,98.9,0,10,0,461,461,65.1,1,6,120,100.0,100.0,97.1,7,0,130,130
Landon Peterson,99457,T,N TEXAS,11,0,251,63.7,2,13,435,100.0,100.0,97.8,1,17,2,461,461,52.1,1,3,84,100.0,100.0,96.4,5,1,94,94
Jett Duncan,121886,C,N TEXAS,10,0,251,51.2,2,9,431,100.0,100.0,98.5,1,12,1,460,460,44.8,1,6,92,100.0,100.0,95.1,8,1,101,101
Taran Tyo,163098,T,BALL ST,11,0,117,82.0,1,10,438,100.0,100.0,97.6,1,16,5,460,460,70.2,0,8,129,100.0,100.0,94.6,11,3,137,137
Tyler Brown,98070,G,COLORADO,13,1,143,64.4,1,18,424,100.0,100.0,97.5,1,20,1,460,460,58.3,0,13,184,100.0,100.0,95.9,14,1,208,208
Cooper Mays,124289,C,TENNESSEE,13,0,307,75.7,0,9,426,100.0,100.0,98.7,1,10,1,460,460,69.3,0,3,99,100.0,100.0,97.5,4,1,111,111
Marcus Bryant,121917,T,MISSOURI,13,1,229,73.2,3,14,439,100.0,100.0,96.9,2,22,5,459,459,55.6,3,11,141,100.0,100.0,92.2,18,4,147,147
Nash Jones,133226,G,TEXAS ST,12,0,314,72.1,3,8,436,100.0,100.0,98.7,1,11,0,458,458,70.2,1,4,105,100.0,100.0,97.6,5,0,117,117
Isaiah World,158252,T,NEVADA,13,0,239,82.4,2,12,421,100.0,100.0,98.1,7,15,1,457,457,83.7,2,8,194,100.0,100.0,96.9,11,1,206,206
Michael Gonzalez,144155,G,LOUISVILLE,13,0,210,72.6,4,13,434,100.0,100.0,98.0,0,17,0,457,457,62.3,1,9,152,100.0,100.0,96.7,10,0,159,159
Tellek Lockette,163512,G,TEXAS ST,13,0,314,78.9,6,5,434,100.0,100.0,98.5,1,12,1,457,457,68.1,3,1,100,100.0,100.0,97.0,5,1,111,111
Kamaar Bell,99073,G,S CAROLINA,13,0,289,58.9,4,15,421,100.0,100.0,97.3,2,21,2,456,456,42.2,4,10,161,100.0,100.0,94.4,16,2,175,175
Timothy McKay,98249,G,NC STATE,12,2,248,73.1,0,16,426,100.0,100.0,97.7,4,18,2,456,456,55.8,0,12,152,100.0,100.0,95.4,13,1,167,167
Cole Motes,128393,T,UTAH ST,11,0,329,58.5,3,11,433,99.8,99.6,97.7,3,17,3,456,458,57.2,0,4,100,100.0,99.1,97.0,5,1,106,107
Osmar Velez,101266,G,FRESNO ST,12,0,169,84.9,0,4,429,100.0,100.0,99.5,1,4,0,456,456,74.4,0,4,160,100.0,100.0,98.7,4,0,176,176
Blake Steen,156390,T,VIRGINIA,12,1,335,60.9,3,25,426,100.0,100.0,96.2,4,30,2,455,455,55.3,2,17,168,100.0,100.0,93.2,21,2,183,183
AJ Gillie,98043,G,LA LAFAYET,13,0,207,81.7,3,5,427,100.0,100.0,99.1,0,8,0,455,455,67.9,2,2,79,100.0,100.0,97.5,4,0,88,88
Valentin Senn,100533,T,UCONN,13,0,146,69.5,1,15,434,100.0,100.0,98.2,0,16,0,455,455,61.0,1,10,140,100.0,100.0,96.1,11,0,151,151
Evan Malcore,158043,T,N ILLINOIS,13,0,254,70.1,1,7,431,100.0,100.0,98.6,1,10,2,454,454,45.2,0,4,113,100.0,100.0,96.5,6,2,121,121
Brennan Smith,149139,G,UTEP,12,0,330,64.7,2,15,433,100.0,100.0,97.3,0,20,3,454,454,49.2,1,9,144,100.0,100.0,95.8,11,1,151,151
Howard Sampson,156612,T,N CAROLINA,12,0,245,73.3,3,11,423,100.0,100.0,97.2,3,19,5,454,454,66.3,2,6,162,100.0,100.0,95.1,12,4,172,172
Brian Stevens,108439,C,VIRGINIA,11,0,335,79.3,2,7,426,100.0,100.0,98.5,3,11,2,454,454,78.8,0,4,166,100.0,100.0,98.2,5,1,179,179
Bert Hale,122675,G,LA TECH,12,0,208,84.7,2,4,442,100.0,100.0,99.3,1,6,0,453,453,73.8,2,2,127,100.0,100.0,98.4,4,0,128,128
Ben Dooley,101247,G,BOISE ST,14,1,120,72.8,2,10,428,100.0,100.0,98.4,1,13,1,453,453,55.2,2,9,158,100.0,100.0,96.5,11,0,172,172
Joshua Black,97843,G,GA STATE,12,0,175,58.4,1,11,426,100.0,100.0,98.4,0,13,1,453,453,46.3,0,7,121,100.0,100.0,96.3,8,1,134,134
DJ Campbell,163844,G,TEXAS,16,2,311,76.8,2,10,432,100.0,100.0,97.9,3,15,3,453,453,67.9,0,7,119,100.0,100.0,95.4,9,2,125,125
Jordan Williams,122503,T,GA TECH,13,0,176,76.2,2,12,432,100.0,100.0,98.1,0,15,1,453,453,67.8,1,6,126,100.0,100.0,97.2,7,0,134,134
Keylan Rutledge,156597,G,GA TECH,13,0,176,77.8,1,4,432,100.0,100.0,99.2,0,6,1,453,453,54.7,1,3,126,100.0,100.0,97.6,5,1,134,134
Christopher Fortin,147384,G,UCONN,13,0,146,74.4,3,9,432,100.0,100.0,98.6,1,12,0,453,453,69.9,1,4,140,100.0,100.0,98.2,5,0,151,151
Walker Parks,122156,G,CLEMSON,14,1,140,49.3,5,19,428,100.0,100.0,96.3,1,28,4,453,453,40.0,1,13,151,100.0,100.0,94.0,16,2,160,160
Noah Josey,126259,G,VIRGINIA,12,0,335,80.9,0,12,427,100.0,100.0,98.1,1,14,2,452,452,75.9,0,6,173,100.0,100.0,97.7,7,1,185,185
Anthonie Knapp,184097,T,NOTRE DAME,15,0,258,49.2,3,24,425,100.0,100.0,95.9,3,31,4,451,451,42.1,2,19,166,100.0,100.0,92.5,23,2,179,179
Aloali'i Maui,175947,G,UTAH ST,12,0,329,44.3,5,11,430,100.0,100.0,97.2,3,20,4,451,451,31.1,1,5,88,100.0,100.0,93.2,9,3,92,92
Jake Maikkula,157269,C,STANFORD,12,0,300,71.3,2,14,420,100.0,100.0,97.4,1,19,3,450,450,59.4,1,7,151,100.0,100.0,95.4,11,3,163,163
Weston Franklin,143913,C,GA TECH,13,0,176,72.4,3,8,428,100.0,100.0,98.5,0,12,1,449,449,66.2,1,3,123,100.0,100.0,97.6,5,1,131,131
Devin Kylany,131938,C,WASH STATE,11,0,341,76.9,1,14,418,100.0,100.0,97.7,2,17,2,449,449,66.6,0,8,120,100.0,100.0,95.8,9,1,132,132
Logan Parr,123125,G,SMU,13,1,287,81.8,2,8,414,100.0,100.0,98.8,3,10,0,449,449,78.6,1,4,141,100.0,100.0,98.2,5,0,151,151
Chase Lundt,98515,T,UCONN,13,0,146,73.9,1,8,428,100.0,100.0,98.9,1,9,0,449,449,67.5,1,5,138,100.0,100.0,97.8,6,0,149,149
Garrett DiGiorgio,146395,T,UCLA,11,0,324,74.0,1,21,431,100.0,100.0,96.8,1,25,3,449,449,63.3,1,12,193,100.0,100.0,95.1,16,3,205,205
Nishad Strother,98057,G,OREGON,13,2,264,75.1,0,9,424,99.8,99.8,98.9,3,9,0,448,449,69.6,0,7,141,100.0,100.0,97.5,7,0,147,147
Caleb Etienne,144643,T,BYU,13,0,128,58.6,8,13,415,100.0,100.0,96.7,0,24,3,447,447,58.2,2,9,127,100.0,100.0,94.9,12,1,138,138
Luke Kandra,52487,G,CINCINNATI,12,0,138,84.1,1,7,428,100.0,100.0,99.1,0,8,0,447,447,66.1,1,4,125,100.0,100.0,98.0,5,0,133,133
Joshua Gray,98252,G,OREGON ST,12,0,265,63.1,4,7,420,100.0,100.0,98.5,1,12,1,446,446,49.1,2,5,136,100.0,100.0,96.7,8,1,143,143
Melvin Priestly,167108,T,ILLINOIS,13,1,187,63.7,6,11,411,100.0,100.0,97.4,3,19,2,445,445,64.6,2,9,145,100.0,100.0,96.2,11,0,160,160
J.C. Davis,157231,T,ILLINOIS,13,0,187,73.1,1,14,410,100.0,100.0,97.9,2,16,1,444,444,63.7,0,10,145,100.0,100.0,95.9,11,1,160,160
Thomas Shrader,122417,T,APP STATE,11,0,108,55.9,5,27,411,100.0,100.0,96.1,1,32,0,444,444,60.0,2,11,122,100.0,100.0,94.7,13,0,134,134
Josh Kreutz,144805,C,ILLINOIS,13,0,187,64.1,2,9,410,100.0,100.0,97.9,0,14,3,444,444,49.6,0,6,145,100.0,100.0,96.6,8,2,160,160
Sergio Muasau,86114,C,HAWAII,10,1,180,53.0,5,16,425,100.0,100.0,96.8,4,24,3,444,444,35.6,2,15,188,100.0,100.0,93.9,20,3,203,203
Weylin Lapuaho,157628,G,BYU,13,0,128,73.6,3,6,413,100.0,100.0,98.4,0,11,2,444,444,62.0,2,2,126,100.0,100.0,96.8,6,2,137,137
Tyhler Williams,156886,C,AKRON,11,0,102,41.6,3,13,418,100.0,100.0,97.8,2,17,1,443,443,28.3,2,10,169,100.0,100.0,95.9,13,1,177,177
Grant Starck,128245,T,OREGON ST,12,0,265,76.3,2,12,417,100.0,100.0,97.6,3,17,3,443,443,63.2,1,9,136,100.0,100.0,94.1,13,3,143,143
Trevyon Green,156349,T,N CAROLINA,13,2,245,49.3,4,26,412,100.0,100.0,93.9,5,40,10,443,443,35.3,3,16,159,100.0,100.0,89.6,26,7,170,170
John Young,124084,G,MIAMI OH,14,0,221,46.2,3,11,431,100.0,100.0,97.7,0,17,3,443,443,39.3,3,2,145,100.0,100.0,96.2,8,3,151,151
Connor Lew,172456,C,AUBURN,12,0,115,79.9,0,8,425,100.0,100.0,98.8,1,9,1,442,442,76.0,0,4,133,100.0,100.0,98.5,4,0,141,141
Addison Nichols,157622,C,ARKANSAS,12,0,111,77.1,0,11,425,100.0,100.0,98.2,0,13,2,442,442,75.1,0,5,176,100.0,100.0,98.0,6,1,184,184
James Milovale,175703,T,HAWAII,11,0,180,59.5,8,16,426,100.0,100.0,96.0,2,29,5,442,442,49.6,5,12,202,100.0,100.0,93.3,22,5,212,212
Aaron Karas,163326,T,COLO STATE,13,0,144,62.3,2,21,418,100.0,100.0,97.2,0,23,0,442,442,57.0,1,14,133,100.0,100.0,94.4,15,0,139,139
Dillon Wade,123265,T,AUBURN,12,0,115,62.4,2,15,425,100.0,100.0,97.3,0,20,3,442,442,42.8,2,7,134,100.0,100.0,95.1,11,2,142,142
Ben Chukwuma,123850,T,GA STATE,11,1,175,59.3,4,21,416,100.0,100.0,96.5,5,27,2,442,442,44.3,3,6,112,100.0,100.0,94.2,11,2,123,123
Sione Nomani,188840,G,S JOSE ST,12,1,285,46.6,2,13,405,99.8,99.8,98.1,4,15,0,441,442,20.7,1,13,142,100.0,100.0,95.1,14,0,157,157
Torricelli Simpkins III,150473,G,S CAROLINA,13,0,289,81.0,0,11,406,100.0,100.0,98.2,2,13,2,441,441,72.5,0,8,154,100.0,100.0,96.1,10,2,168,168
Josh Gesky,144808,G,ILLINOIS,13,0,187,65.7,2,15,407,100.0,100.0,97.4,2,19,2,441,441,58.2,1,8,143,100.0,100.0,96.9,9,0,158,158
Maurice Smith,99650,C,FLORIDA ST,11,1,167,73.0,1,17,418,100.0,100.0,97.6,1,19,1,441,441,60.7,1,10,173,100.0,100.0,96.2,12,1,181,181
Pat Coogan,147482,C,NOTRE DAME,14,0,258,78.2,2,5,408,100.0,100.0,98.9,1,8,1,439,439,70.9,1,1,161,100.0,100.0,99.4,2,0,179,179
Diego Pounds,143976,T,OLE MISS,13,1,226,60.5,3,18,417,100.0,100.0,97.0,3,23,2,439,439,50.8,2,8,115,100.0,100.0,94.8,11,1,124,124
D'Angalo Titialii,143757,C,WASHINGTON,13,0,340,51.0,6,11,424,100.0,100.0,97.3,1,20,3,439,439,56.4,1,3,139,100.0,100.0,97.1,6,2,144,144
John Champe,130545,G,N ILLINOIS,13,0,254,70.5,4,10,416,100.0,100.0,98.1,0,15,1,439,439,45.2,2,8,111,100.0,100.0,94.6,11,1,119,119
Brandon Yates,99423,C,W VIRGINIA,13,0,343,79.1,3,8,408,100.0,100.0,98.2,1,13,2,438,438,70.6,1,5,139,100.0,100.0,96.4,8,2,149,149
Drew Moss,150351,G,COLO STATE,13,0,144,81.3,1,7,414,100.0,100.0,98.8,1,9,1,438,438,67.9,1,5,133,100.0,100.0,97.0,7,1,139,139
Brayden Bryant,162162,C,S DIEGO ST,12,0,284,64.7,1,10,405,100.0,100.0,97.7,3,15,4,438,438,52.1,1,6,114,100.0,100.0,95.2,9,2,126,126
Anthony Belton,143985,T,NC STATE,12,2,248,87.3,1,8,410,99.5,99.5,98.2,6,12,3,438,440,82.2,1,5,146,100.0,100.0,96.6,8,2,161,161
Trey Zuhn III,147019,T,TEXAS A&M,13,0,312,80.8,2,11,417,100.0,100.0,98.0,0,15,2,437,437,77.2,1,8,202,100.0,100.0,97.3,10,1,208,208
Austin Blaske,124011,C,N CAROLINA,12,0,245,84.6,1,4,410,100.0,100.0,99.4,3,5,0,437,437,79.1,1,4,163,100.0,100.0,98.5,5,0,171,171
Logan Zschernitz,100262,C,N ILLINOIS,13,0,254,72.6,4,13,413,100.0,100.0,97.5,0,19,2,436,436,56.1,2,7,108,100.0,100.0,94.0,11,2,116,116
Saveyon Henderson,152603,T,COLO STATE,13,0,144,80.2,2,9,413,100.0,100.0,98.4,0,12,1,436,436,70.7,1,8,132,100.0,100.0,95.8,10,1,137,137
Quez Yates,156629,G,UAB,12,1,321,73.0,1,19,413,99.8,99.8,97.3,4,21,1,436,437,55.2,0,15,136,100.0,100.0,93.7,16,1,147,147
Michael Flores,108560,C,DOMINION,12,0,263,65.7,4,10,410,100.0,100.0,97.6,2,17,3,435,435,56.3,2,5,135,100.0,100.0,96.7,8,1,144,144
Christophe Atkinson,98064,G,OHIO,14,0,259,80.7,1,6,411,100.0,100.0,98.9,0,8,1,434,434,79.4,0,4,134,100.0,100.0,97.8,5,1,139,139
Zach Barlev,144807,T,DOMINION,12,0,263,65.9,3,14,409,100.0,100.0,97.2,0,20,3,434,434,58.5,3,7,135,100.0,100.0,94.8,12,2,144,144
Jeremiah Wright,124008,G,AUBURN,12,1,115,73.3,1,5,418,100.0,100.0,98.8,2,8,2,434,434,69.4,0,3,132,100.0,100.0,98.1,4,1,140,140
Bless Harris,87406,T,TCU,13,0,305,74.1,5,7,413,100.0,100.0,98.1,0,14,2,434,434,62.2,3,2,104,100.0,100.0,96.6,6,1,110,110
J.J. Lippe,98426,G,N ILLINOIS,13,0,254,75.6,3,7,410,100.0,100.0,98.5,0,11,1,433,433,60.5,2,3,109,100.0,100.0,97.7,5,0,117,117
Jonny King,122188,C,CHARLOTTE,12,0,136,73.4,3,5,404,100.0,100.0,98.8,0,9,1,433,433,68.7,0,4,136,100.0,100.0,98.5,4,0,143,143
Will Jados,145817,T,MIAMI OH,13,0,221,45.2,3,15,421,100.0,100.0,97.6,0,19,1,433,433,34.0,2,9,142,100.0,100.0,96.1,11,0,148,148
Sam Hecht,144601,C,KANSAS ST,13,0,199,75.2,0,11,414,100.0,100.0,98.7,1,11,0,432,432,72.3,0,6,121,100.0,100.0,97.5,6,0,129,129
Mose Vavao,74174,C,FRESNO ST,12,0,169,81.7,1,4,409,100.0,100.0,99.1,0,6,1,432,432,72.7,1,1,157,100.0,100.0,98.7,3,1,171,171
Chad Lindberg,124029,G,RICE,11,1,275,69.2,5,8,413,100.0,100.0,98.2,1,14,1,432,432,51.5,3,5,121,100.0,100.0,95.9,9,1,126,126
D.J. Jones,138046,T,UAB,11,1,321,69.0,3,16,411,99.8,99.8,96.2,2,25,6,431,432,62.3,2,8,146,100.0,100.0,93.8,14,4,157,157
Josh Atwood,128073,C,UMASS,12,0,216,69.0,1,10,401,100.0,100.0,97.9,2,14,3,431,431,51.5,0,10,158,100.0,100.0,95.6,12,2,172,172
Isaiah Wright,164040,T,UTEP,12,0,330,61.9,4,15,410,100.0,100.0,97.0,5,22,3,431,431,42.8,2,9,135,100.0,100.0,93.7,14,3,142,142
Mitchell Mayes,122151,G,CHARLOTTE,12,1,136,75.7,0,13,401,100.0,100.0,97.9,2,15,2,430,430,63.2,0,9,134,100.0,100.0,95.9,10,1,141,141
Emmanuel Poku,162652,G,E CAROLINA,13,0,156,68.6,3,8,407,100.0,100.0,97.9,2,14,3,430,430,46.6,2,4,77,100.0,100.0,94.8,7,1,84,84
Nick Morrow,174222,T,CAL,11,0,130,58.5,4,17,404,100.0,100.0,96.7,1,24,3,430,430,56.6,2,10,112,100.0,100.0,92.9,14,2,116,116
Henry Lutovsky,145003,G,NEBRASKA,12,0,238,77.0,3,6,404,99.8,99.8,98.9,0,9,0,429,430,69.8,2,5,170,100.0,100.0,97.9,7,0,183,183
Cole Birmingham,99427,G,OKLA STATE,12,0,262,76.9,1,7,399,100.0,100.0,98.7,2,9,1,429,429,62.2,1,3,90,100.0,100.0,97.8,4,0,95,95
Gerad Christian-Lichtenhan,131673,T,OREGON ST,12,0,265,86.4,1,8,405,100.0,100.0,98.1,0,12,3,429,429,76.1,1,4,131,100.0,100.0,95.8,8,3,136,136
Alex Wollschlaeger,130396,T,BOWL GREEN,12,1,122,73.0,1,15,406,100.0,100.0,97.8,2,17,1,429,429,66.7,1,9,119,100.0,100.0,95.8,10,0,124,124
Parker Titsworth,97656,C,OHIO,14,1,259,56.4,4,7,405,100.0,100.0,98.1,1,13,2,428,428,35.2,3,5,135,100.0,100.0,95.6,10,2,140,140
Tanner Morris,102305,C,JAMES MAD,13,0,197,69.5,2,8,415,100.0,100.0,98.6,0,11,1,427,427,53.0,2,8,173,100.0,100.0,96.5,11,1,180,180
Justin Pickett,143870,G,DUKE,11,0,154,83.4,0,6,403,100.0,100.0,98.8,1,8,2,427,427,67.6,0,6,127,100.0,100.0,96.1,8,2,135,135
Jacob Gardner,128229,C,COLO STATE,13,0,144,88.6,0,3,404,100.0,100.0,99.6,0,3,0,426,426,90.4,0,0,129,100.0,100.0,100.0,0,0,135,135
Campbell Barrington,147505,T,BAYLOR,12,1,118,81.8,0,6,392,100.0,100.0,99.2,2,6,0,425,425,72.9,0,5,88,100.0,100.0,97.2,5,0,96,96
Micah Pettus,146812,T,OLE MISS,11,1,226,67.2,2,15,398,100.0,100.0,97.6,6,18,1,425,425,55.0,2,10,103,100.0,100.0,94.2,12,0,115,115
Caleb Lomu,176655,T,UTAH,12,0,328,76.0,6,9,406,100.0,100.0,97.7,1,17,2,425,425,75.8,6,7,194,100.0,100.0,95.6,15,2,199,199
Jaren Kump,131859,C,UTAH,12,0,328,71.1,1,8,406,100.0,100.0,98.2,0,12,3,425,425,64.0,1,6,194,100.0,100.0,97.2,9,2,199,199
Spencer Fano,174217,T,UTAH,12,1,328,79.5,2,11,406,100.0,99.8,98.2,3,14,1,424,425,73.0,2,8,194,100.0,100.0,96.9,11,1,199,199
Javontez Spraggins,124299,G,TENNESSEE,13,2,307,78.3,1,9,394,100.0,100.0,98.2,2,12,2,424,424,73.3,0,4,94,100.0,100.0,97.9,4,0,105,105
Jack Wilty,130585,G,USF,13,0,327,64.3,3,16,391,100.0,100.0,96.8,0,22,3,423,423,53.9,2,7,123,100.0,100.0,96.3,9,0,137,137
Donovan Jackson,145064,T,OHIO STATE,14,0,260,69.9,5,12,405,100.0,100.0,97.4,1,19,2,422,422,46.5,5,7,155,100.0,100.0,94.8,14,2,160,160
Sal Wormley,101559,G,PENN STATE,16,0,266,70.4,0,12,406,100.0,100.0,98.0,1,14,2,422,422,58.1,0,9,171,100.0,100.0,96.2,11,2,178,178
Bray Lynch,156401,G,INDIANA,13,1,190,72.4,0,9,396,100.0,100.0,98.6,2,10,1,421,421,65.7,0,8,158,100.0,100.0,97.5,8,0,171,171
Carter Smith,156399,T,INDIANA,13,0,190,79.5,4,6,396,100.0,100.0,98.2,0,12,2,421,421,67.0,3,5,158,100.0,100.0,96.2,10,2,171,171
Trey Wedig,129935,T,INDIANA,13,0,190,74.2,1,12,396,100.0,100.0,97.9,0,15,2,421,421,71.4,1,8,158,100.0,100.0,96.5,10,1,171,171
Mike Katic,101575,C,INDIANA,13,0,190,75.7,1,7,396,100.0,100.0,98.5,1,10,2,421,421,71.7,1,5,158,100.0,100.0,97.5,7,1,171,171
Davion Weatherspoon,145888,T,OHIO,14,2,259,56.9,5,10,399,100.0,100.0,98.1,2,15,0,420,420,40.2,4,4,129,100.0,100.0,96.9,8,0,134,134
Daniel Keys,122104,T,LA TECH,13,0,208,64.3,2,9,408,99.0,99.1,97.2,1,17,6,419,423,46.7,1,5,116,100.0,100.0,94.0,10,4,117,117
Aireontae Ersery,129649,T,MINNESOTA,12,0,225,77.3,1,10,398,99.7,99.8,98.4,1,12,1,419,420,63.0,1,8,202,100.0,100.0,97.3,10,1,213,213
Cayden Green,173697,G,MISSOURI,13,0,229,76.7,1,9,399,100.0,100.0,98.5,0,11,1,418,418,73.8,1,5,127,100.0,100.0,97.6,6,0,132,132
Cason Henry,158126,T,S CAROLINA,13,0,289,65.2,4,21,384,100.0,100.0,95.2,1,31,6,417,417,53.2,4,13,142,100.0,100.0,91.9,20,3,156,156
James Dawn II,160282,G,SM HOUSTON,13,1,281,78.7,2,4,398,100.0,100.0,98.7,1,8,2,417,417,44.6,1,3,71,100.0,100.0,94.4,6,2,74,74
Jack Hasz,145666,C,UNLV,14,1,325,78.2,0,6,397,100.0,100.0,99.0,2,7,1,417,417,79.0,0,1,91,100.0,100.0,99.5,1,0,96,96
Luke Newman,143066,G,MICH STATE,12,0,223,76.9,0,9,398,100.0,100.0,98.9,2,9,0,417,417,69.1,0,6,147,100.0,100.0,98.0,6,0,156,156
