player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Brenen Thompson,163865,WR,OKLAHOMA,11,0,261,61.9,0,0,1,0.3,0.3,100.0,0,0,0,1,315,,0,0,0,0.0,0.0,,0,0,0,86
Ky Woods,163868,HB,NEVADA,5,0,239,71.5,0,0,1,9.1,8.3,100.0,0,0,0,1,12,,0,0,0,0.0,0.0,,0,0,0,1
Kam Wright,164131,C,OHIO,1,0,259,67.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Emeka Egbuka,145055,WR,OHIO STATE,16,0,260,62.6,0,0,1,0.2,0.2,100.0,0,0,0,1,423,,0,0,0,0.0,0.0,,0,0,0,161
Lawson Albright,145044,TE,NWESTERN,4,0,256,67.4,0,0,1,14.3,14.3,100.0,0,0,0,1,7,67.4,0,0,1,25.0,25.0,100.0,0,0,1,4
Jerry Cross,164162,TE,PENN STATE,3,0,266,65.4,0,0,1,33.3,33.3,100.0,0,0,0,1,3,,0,0,0,,,,0,0,0,0
Braeden Edwards,145041,T,NWESTERN,1,0,256,67.4,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Mikai Gbayor,145013,LB,NEBRASKA,1,0,238,63.8,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Gabe Ervin Jr.,144996,HB,NEBRASKA,4,0,238,73.4,0,0,1,11.1,11.1,100.0,0,0,0,1,9,,0,0,0,0.0,0.0,,0,0,0,3
Demarcus Lacey,164301,WR,JVILLE ST,7,0,196,63.9,0,0,0,0.0,1.8,,0,0,0,1,57,,0,0,0,0.0,0.0,,0,0,0,6
Jackson Hunter,144975,C,MINNESOTA,1,0,225,72.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Le'Meke Brockington,144969,WR,MINNESOTA,13,0,225,61.0,0,0,1,0.3,0.3,100.0,1,0,0,1,386,,0,0,0,0.0,0.0,,0,0,0,208
Bugs Mortimer,168428,WR,W MICHIGAN,4,0,347,62.1,0,0,1,2.4,2.3,100.0,0,0,0,1,43,,0,0,0,0.0,0.0,,0,0,0,21
Nick Cenacle,169053,WR,HAWAII,12,0,180,63.9,0,0,1,0.2,0.2,100.0,0,0,0,1,468,,0,0,0,0.0,0.0,,0,0,0,220
Ovie Dubre,169908,G,FAU,1,0,165,71.3,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Malachi Holt-Bennett,144832,WR,UAB,12,1,321,64.4,0,0,1,0.4,0.4,100.0,5,0,0,1,269,,0,0,0,0.0,0.0,,0,0,0,91
Pat Bryant,144800,WR,ILLINOIS,12,0,187,62.6,0,0,1,0.3,0.3,100.0,1,0,0,1,379,62.6,0,0,1,0.8,0.7,100.0,0,0,1,139
Jackson Knotts,144772,LS,TEXAS TECH,1,0,315,90.4,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Markus Dixon,170006,TE,CLEMSON,4,0,140,17.7,1,0,1,14.3,14.3,50.0,0,1,0,1,7,,0,0,0,0.0,0.0,,0,0,0,1
Casey Cain,144727,WR,UNLV,12,0,325,61.9,0,0,1,0.8,0.7,100.0,0,0,0,1,137,,0,0,0,0.0,0.0,,0,0,0,30
Riley Self,144692,G,TCU,1,0,305,67.3,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Bryce Smith,170026,G,CLEMSON,1,0,140,70.6,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Hudson White,144691,G,TCU,1,0,305,67.3,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jackson Carver,170084,TE,MIAMI FL,2,0,220,64.4,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,,,,0,0,0,0
Mario Williams,144620,WR,TULANE,14,0,319,60.9,0,0,1,0.3,0.3,100.0,1,0,0,1,323,,0,0,0,0.0,0.0,,0,0,0,109
Jaden Gibson,170132,WR,VIRGINIA,10,0,335,62.1,0,0,1,1.6,1.4,100.0,0,0,0,1,70,,0,0,0,0.0,0.0,,0,0,0,28
Terrell Washington Jr.,170178,HB,IOWA,8,0,192,0.0,0,1,1,2.9,2.7,50.0,0,1,0,1,37,,0,0,0,0.0,0.0,,0,0,0,17
Deandre Duffus,170191,G,MARYLAND,1,0,215,66.6,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Mason Goldman,170226,ED,NEBRASKA,1,0,238,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Cole Joyce,144459,LB,UTAH ST,1,0,329,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Brandon Inniss,170255,WR,OHIO STATE,15,0,260,54.4,0,0,1,1.0,1.0,0.0,0,1,1,1,97,,0,0,0,0.0,0.0,,0,0,0,47
Carnell Tate,170273,WR,OHIO STATE,15,0,260,61.1,0,0,1,0.3,0.2,100.0,0,0,0,1,403,,0,0,0,0.0,0.0,,0,0,0,158
Keith Cooper Jr.,144409,ED,HOUSTON,1,0,182,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Joey Schlaffer,170298,TE,PENN STATE,2,0,266,65.4,0,0,0,,50.0,,0,0,0,1,2,,0,0,0,,,,0,0,0,0
Justin Lynch,144392,HB,N ILLINOIS,6,0,254,67.7,0,0,1,8.3,8.3,100.0,0,0,0,1,12,,0,0,0,0.0,0.0,,0,0,0,1
Lucas Simmons,170355,T,FLORIDA ST,1,0,167,67.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Hykeem Williams,170360,WR,FLORIDA ST,9,0,167,62.6,0,0,1,0.6,0.6,100.0,0,0,0,1,178,62.6,0,0,1,1.4,1.4,100.0,0,0,1,73
KC Concepcion,170362,WR,NC STATE,12,0,248,62.2,0,0,1,0.3,0.3,100.0,0,0,0,1,390,,0,0,0,0.0,0.0,,0,0,0,159
Regis Velez,144350,TE,NAVY,9,0,237,65.4,0,0,1,3.0,3.0,100.0,0,0,0,1,33,,0,0,0,0.0,0.0,,0,0,0,2
Turner Stepp,144348,WR,NAVY,2,0,237,62.1,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,,,,0,0,0,0
Cameron Wright,144289,WR,COAST CAR,11,0,141,62.1,0,0,1,0.6,0.6,100.0,0,0,0,1,177,,0,0,0,0.0,0.0,,0,0,0,55
Eric Rivers,144279,WR,FIU,12,0,166,61.9,0,0,1,0.3,0.3,100.0,0,0,0,1,354,,0,0,0,0.0,0.0,,0,0,0,85
Raylen Sharpe,144255,WR,FRESNO ST,11,0,169,63.9,0,0,1,0.3,0.3,100.0,0,0,0,1,338,,0,0,0,0.0,0.0,,0,0,0,133
Jalen Garner,144248,LB,HOUSTON,1,0,182,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Will Pauling,144234,WR,WISCONSIN,10,0,349,64.4,0,0,1,0.5,0.5,100.0,0,0,0,1,217,,0,0,0,0.0,0.0,,0,0,0,87
Horatio Fields,144188,WR,WAKE,12,0,339,64.2,0,0,1,0.3,0.2,100.0,2,0,0,1,406,,0,0,0,0.0,0.0,,0,0,0,155
Trey Cooley,144150,HB,GA TECH,1,0,176,72.7,0,0,1,14.3,14.3,100.0,0,0,0,1,7,,0,0,0,0.0,0.0,,0,0,0,2
Jared Gibble,144077,TE,APP STATE,2,0,108,66.8,0,0,1,16.7,16.7,100.0,0,0,0,1,6,,0,0,0,0.0,0.0,,0,0,0,1
Baylor Newsom,170996,LB,ARMY,1,0,114,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Nick Lapi,144027,LB,PITTSBURGH,1,0,268,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Owen Walter,171027,LS,ARMY,1,0,114,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Teddy Williams,171030,T,ARMY,4,0,114,66.8,0,0,1,16.7,14.3,100.0,0,0,0,1,7,,0,0,0,,,,0,0,0,0
Alex McLaughlin,143999,LS,KENTUCKY,1,0,202,60.9,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Oumar Diomande,171041,LB,UCONN,1,0,146,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Brandon Kelley,171053,ED,UCONN,1,0,146,69.8,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
John Neider,171057,TE,UCONN,2,0,146,67.4,0,0,1,33.3,33.3,100.0,0,0,0,1,3,,0,0,0,,,,0,0,0,0
Gabriel Iniguez Jr.,171068,DI,UTAH ST,1,0,329,63.8,0,0,0,,100.0,,4,0,0,1,1,,0,0,0,,,,0,0,0,0
Jake Garcia,143941,QB,E CAROLINA,6,0,156,62.2,0,0,1,0.5,0.5,100.0,0,0,0,1,221,,0,0,0,0.0,0.0,,0,0,0,46
Davon Wells,142483,WR,LA MONROE,12,0,209,62.1,0,0,0,0.0,0.6,,1,0,0,1,176,,0,0,0,0.0,0.0,,0,0,0,39
Andrew Lowry,171281,G,MIAMI OH,1,0,221,72.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,72.0,0,0,1,100.0,100.0,100.0,0,0,1,1
Tyler Pastula,142259,P,S DIEGO ST,4,0,284,63.8,0,0,1,25.0,20.0,100.0,0,0,0,1,5,,0,0,0,,,,0,0,0,0
Chubba Maae,142181,DI,ARIZONA,1,0,109,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Michael Pettway,142023,WR,JVILLE ST,14,0,196,63.9,0,0,0,0.0,0.4,,0,0,0,1,230,,0,0,0,0.0,0.0,,0,0,0,74
Jahon Myers,141356,ED,KENNESAW,1,0,200,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jalen Barnum,141335,LB,KENNESAW,1,0,200,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jack Parker,171402,G,W MICHIGAN,1,0,347,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Everett Hunter,171557,TE,NEW MEXICO,3,0,241,63.9,0,0,1,20.0,12.5,100.0,0,0,0,1,8,,0,0,0,,,,0,0,0,0
Hunter Rapolla,171560,DI,UTEP,1,0,330,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Keanu Mailoto,171860,DI,ARIZONA,1,0,109,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Larenzo McMillan,138489,WR,NEW MEX ST,7,0,242,35.2,0,0,1,7.7,7.7,100.0,0,0,0,1,13,70.0,0,0,1,50.0,50.0,100.0,0,0,1,2
Adam Hopkins IV,171895,WR,CHARLOTTE,6,0,136,61.9,0,0,0,0.0,3.7,,0,0,0,1,27,,0,0,0,0.0,0.0,,0,0,0,12
Jack Wright,138262,WR,TULSA,7,0,320,65.4,0,0,1,6.3,6.3,100.0,0,0,0,1,16,,0,0,0,0.0,0.0,,0,0,0,4
Nate Dyman,133208,LB,UTEP,1,1,330,63.8,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Cedric Hawkins,172192,HB,ARK STATE,1,0,113,72.7,0,0,1,25.0,25.0,100.0,0,0,0,1,4,72.7,0,0,1,50.0,50.0,100.0,0,0,1,2
Joey Hobert,131934,WR,TEXAS ST,12,0,314,63.9,0,0,0,0.0,0.3,,0,0,0,1,391,,0,0,0,0.0,0.0,,0,0,0,107
Logan Loya,131801,WR,UCLA,11,0,324,61.0,0,0,1,0.5,0.5,100.0,0,0,0,1,216,,0,0,0,0.0,0.0,,0,0,0,102
Yamir Knight,172250,WR,JAMES MAD,13,0,197,62.1,0,0,1,0.3,0.3,100.0,0,0,0,1,347,,0,0,0,0.0,0.0,,0,0,0,149
James Pogorelc,131777,T,DUKE,1,0,154,64.4,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Lance Keneley,131766,ED,ARIZONA,1,0,109,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Kris Hutson,131713,WR,WASH STATE,12,0,341,62.1,0,0,1,0.3,0.2,100.0,1,0,0,1,414,,0,0,0,0.0,0.0,,0,0,0,131
Jeremiah Hunter,131650,WR,WASHINGTON,13,1,340,61.9,0,0,1,0.3,0.3,100.0,2,0,0,1,348,,0,0,0,0.0,0.0,,0,0,0,121
Ty Lockwood,172385,TE,ALABAMA,3,0,103,11.1,0,1,1,10.0,10.0,50.0,0,1,0,1,10,,0,0,0,0.0,0.0,,0,0,0,3
Caleb McCullough,131619,LB,ARIZONA ST,1,0,110,63.8,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Paris Shand,131594,DI,LSU,1,0,211,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Tyler Loop,131582,K,ARIZONA,1,0,109,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Shedeur Sanders,131396,QB,COLORADO,13,1,143,62.2,0,0,0,0.0,0.2,,4,0,0,1,607,,0,0,0,0.0,0.0,,0,0,0,267
Jacob Waskow,130583,DI,N ILLINOIS,2,0,254,64.6,0,0,0,,50.0,,0,0,0,1,2,,0,0,0,,,,0,0,0,0
Ambe' Caldwell,130514,S,MIAMI OH,1,0,221,63.8,0,0,1,100.0,100.0,100.0,2,0,0,1,1,,0,0,0,,,,0,0,0,0
Malcolm Simmons,191278,WR,AUBURN,12,0,115,63.9,0,0,1,0.5,0.5,100.0,0,0,0,1,198,63.9,0,0,1,1.6,1.5,100.0,0,0,1,65
Luke Murphy,130498,LB,E MICHIGAN,1,0,160,60.5,0,0,1,100.0,100.0,100.0,2,0,0,1,1,,0,0,0,,,,0,0,0,0
David Carter Jr.,130450,S,E MICHIGAN,1,0,160,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Joseph Hagman,191289,HB,BAYLOR,1,0,118,68.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Wyatt Smalley,172529,TE,OLE MISS,2,0,226,33.0,0,1,1,10.0,10.0,50.0,0,1,0,1,10,,0,0,0,0.0,0.0,,0,0,0,2
Zay Alexander,172533,T,LA LAFAYET,1,0,207,0.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Zakari Tillman,172559,LB,MISS STATE,1,0,227,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Misael Sandoval,172626,T,VANDERBILT,1,0,333,70.4,0,0,0,,100.0,,0,0,0,1,1,70.4,0,0,0,,100.0,,0,0,1,1
Trent Simms,130384,LB,BOWL GREEN,1,0,122,63.8,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Jordan Porter,130378,ED,BOWL GREEN,1,0,122,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Geron Hargon,129849,FB,RICE,1,0,275,64.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Andrew Sowinski,129832,WR,PURDUE,9,0,273,63.9,0,0,1,2.7,2.6,100.0,0,0,0,1,39,,0,0,0,0.0,0.0,,0,0,0,13
Patrick Valent,173252,T,RICE,1,0,275,66.4,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Tyler Douglas,173265,QB,TEMPLE,1,0,306,70.0,0,0,1,8.3,8.3,100.0,0,0,0,1,12,,0,0,0,0.0,0.0,,0,0,0,3
Julian Fleming,129745,WR,PENN STATE,16,0,266,62.1,0,0,1,0.4,0.4,100.0,1,0,0,1,237,,0,0,0,0.0,0.0,,0,0,0,96
Camden Witucki,129715,LS,NEBRASKA,1,0,238,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Will Nixon,129707,HB,SYRACUSE,3,0,304,70.0,0,0,1,3.8,3.6,100.0,0,0,0,1,28,70.0,0,0,1,16.7,16.7,100.0,0,0,1,6
Isaac Gifford,129689,S,NEBRASKA,2,0,238,63.8,0,0,1,50.0,50.0,100.0,1,0,0,1,2,,0,0,0,,,,0,0,0,0
Daniel Jackson,129654,WR,MINNESOTA,12,0,225,64.2,0,0,1,0.3,0.2,100.0,0,0,0,1,420,,0,0,0,0.0,0.0,,0,0,0,223
Montorie Foster Jr.,129616,WR,MICH STATE,12,0,223,33.0,0,0,0,0.0,0.3,,0,0,0,1,387,,0,0,0,0.0,0.0,,0,0,0,146
Owen Wiley,173362,K,AKRON,1,0,102,64.6,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jacob Harris,173370,TE,BOWL GREEN,9,0,122,61.2,0,0,1,4.5,4.0,100.0,0,0,0,1,25,,0,0,0,0.0,0.0,,0,0,0,5
Ni Mansell,129559,C,S CAROLINA,1,0,289,67.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Marquese Williams,173426,HB,AKRON,3,0,102,72.2,0,0,1,25.0,25.0,100.0,0,0,0,1,4,72.2,0,0,1,100.0,100.0,100.0,0,0,1,1
Elvin Fofanah,173432,TE,W KENTUCKY,3,0,346,64.5,0,0,1,33.3,25.0,100.0,0,0,0,1,4,,0,0,0,,,,0,0,0,0
Mason Muaau,173484,TE,COLO STATE,3,1,144,34.0,0,0,1,8.3,8.3,100.0,1,0,0,1,12,,0,0,0,0.0,0.0,,0,0,0,7
Diante Vines,129483,WR,DOMINION,11,1,263,63.6,0,0,1,0.3,0.3,100.0,2,0,0,1,357,,0,0,0,0.0,0.0,,0,0,0,122
Artis Cole,173511,WR,LA MONROE,11,1,209,63.6,0,0,1,0.6,0.6,100.0,2,0,0,1,173,,0,0,0,0.0,0.0,,0,0,0,44
Brock Lium,173515,TE,FRESNO ST,5,0,169,67.1,0,0,0,0.0,10.0,,0,0,0,1,10,,0,0,0,0.0,0.0,,0,0,0,2
John Curry,173634,LB,TEXAS TECH,1,0,315,63.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Colin Giffen,128354,TE,RICE,2,0,275,16.4,0,0,0,0.0,50.0,,1,0,0,1,2,,0,0,0,,,,0,0,0,0
Taylor Wein,173723,ED,OKLAHOMA,1,0,261,63.8,0,0,1,100.0,100.0,100.0,2,0,0,1,1,,0,0,0,,,,0,0,0,0
Isaiah Chavez,128257,QB,NEW MEXICO,1,0,241,62.2,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Malcolm Gillie,173996,WR,BALL ST,11,0,117,61.1,0,0,1,0.4,0.4,100.0,3,0,0,1,277,,0,0,0,0.0,0.0,,0,0,0,76
Kadin Semonza,174001,QB,BALL ST,12,0,117,62.2,0,0,1,0.2,0.2,100.0,1,0,0,1,507,,0,0,0,0.0,0.0,,0,0,0,150
Quinn Ewers,127253,QB,TEXAS,14,0,311,62.2,0,0,1,0.2,0.2,100.0,0,0,0,1,528,,0,0,0,0.0,0.0,,0,0,0,147
Avyonne Jones,127249,S,COAST CAR,1,0,141,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Josh Hoover,127148,QB,TCU,13,0,305,62.2,0,0,1,0.2,0.2,100.0,1,0,0,1,535,,0,0,0,0.0,0.0,,0,0,0,129
Jacob De Jesus,174068,WR,UNLV,13,1,325,70.0,0,0,1,0.4,0.4,100.0,1,0,0,1,240,,0,0,0,0.0,0.0,,0,0,0,60
Christian Earls,174069,TE,UNLV,3,0,325,67.4,0,0,1,14.3,14.3,100.0,0,0,0,1,7,,0,0,0,,,,0,0,0,0
Ed Haynes,174073,C,UNLV,1,0,325,66.9,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jackson Schultze,126368,T,FIU,1,0,166,67.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Cole Martin,174122,S,ARIZONA ST,1,0,110,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jayden Limar,174130,HB,OREGON,8,0,264,72.9,0,0,1,4.3,4.2,100.0,0,0,0,1,24,72.9,0,0,1,14.3,12.5,100.0,0,0,1,8
Elija Walton,174213,TE,GA SOUTHRN,11,0,174,67.4,0,0,1,2.9,2.6,100.0,0,0,0,1,38,,0,0,0,0.0,0.0,,0,0,0,5
Haynes King,124329,QB,GA TECH,11,0,176,62.2,0,0,1,0.4,0.3,100.0,0,0,0,1,302,,0,0,0,0.0,0.0,,0,0,0,76
Alex Huntley,124241,DI,S CAROLINA,2,0,289,63.8,0,0,0,0.0,50.0,,0,0,0,1,2,,0,0,0,,,,0,0,0,0
Hayes Hammond,124171,LS,MISS STATE,1,0,227,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Armondous Cooley,124161,DI,SO MISS,1,0,296,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Da'Jaun Riggs,191326,HB,OREGON,2,0,264,70.3,0,0,1,25.0,20.0,100.0,0,0,0,1,5,,0,0,0,0.0,0.0,,0,0,0,1
Sean Thompkins,174645,T,BAYLOR,1,0,118,66.9,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Daniel Foster-Allen,123984,T,S ALABAMA,1,0,288,67.4,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jackson Woodard,123973,LB,UNLV,1,1,325,63.8,0,0,1,100.0,100.0,100.0,3,0,0,1,1,,0,0,0,,,,0,0,0,0
Traeshon Holden,123917,WR,OREGON,13,0,264,61.9,0,0,1,0.3,0.3,100.0,1,0,0,1,380,,0,0,0,0.0,0.0,,0,0,0,128
Tailique Williams,123867,WR,GA STATE,4,0,175,61.0,0,0,1,1.1,1.0,100.0,0,0,0,1,97,,0,0,0,0.0,0.0,,0,0,0,36
Logan Bahn,191331,G,PENN STATE,1,0,266,71.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Nusi Malani,123785,ED,WASH STATE,1,0,341,60.9,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Zeke Wimbush,174803,TE,VA TECH,2,0,337,63.6,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,,,,0,0,0,0
Ja'Cyais Credle,123740,WR,GA STATE,10,0,175,61.0,0,0,1,0.5,0.4,100.0,0,0,0,1,230,,0,0,0,0.0,0.0,,0,0,0,66
Nate Hale,174865,T,S JOSE ST,1,1,285,0.0,0,0,1,100.0,100.0,100.0,1,0,0,1,1,0.0,0,0,1,100.0,100.0,100.0,0,0,1,1
Jacob Garza,123663,LS,HOUSTON,1,0,182,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Bo Burklow,174924,TE,LIBERTY,1,0,206,65.3,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Arhmad Branch,174948,WR,PURDUE,2,0,273,62.1,0,0,1,10.0,9.1,100.0,0,0,0,1,11,,0,0,0,0.0,0.0,,0,0,0,4
George Burhenn,174950,TE,PURDUE,4,0,273,67.3,0,0,1,8.3,8.3,100.0,0,0,0,1,12,67.3,0,0,1,33.3,33.3,100.0,0,0,1,3
Evan Prater,123576,WR,CINCINNATI,5,0,138,67.6,0,0,0,0.0,8.3,,0,0,0,1,12,,0,0,0,0.0,0.0,,0,0,0,3
Jackson Bowers,175009,TE,BYU,1,0,128,64.2,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Stone Earle,123504,QB,MARSHALL,8,0,214,62.2,0,0,1,0.7,0.7,100.0,1,0,0,1,153,,0,0,0,0.0,0.0,,0,0,0,47
Wesley Horton,123451,G,W KENTUCKY,2,0,346,63.3,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,,,,0,0,0,0
Reese Smith,123432,WR,LIBERTY,8,0,206,63.5,0,0,1,0.7,0.7,100.0,0,0,0,1,153,63.5,0,0,1,1.8,1.7,100.0,0,0,1,58
Bryce Weaver,175207,T,E CAROLINA,1,0,156,69.2,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Isaiah Bryant,175220,FB,NAVY,10,0,237,65.6,0,0,1,3.0,2.9,100.0,0,0,0,1,34,,0,0,0,0.0,0.0,,0,0,0,4
Gavin Noe,175254,FB,NAVY,1,0,237,63.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Yasias Young,123298,HB,USF,3,0,327,71.5,0,0,1,20.0,20.0,100.0,0,0,0,1,5,71.5,0,0,1,100.0,100.0,100.0,0,0,1,1
Adam Moore,175289,TE,SMU,4,0,287,64.3,0,0,0,0.0,7.1,,0,0,0,1,14,,0,0,0,0.0,0.0,,0,0,0,4
JeyQuan Smith,175327,WR,USF,10,0,327,61.9,0,0,1,1.1,1.0,100.0,2,0,0,1,96,,0,0,0,0.0,0.0,,0,0,0,28
Michael Crounse,175333,G,BOSTON COL,1,0,121,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Christopher Townsel,123295,S,KENNESAW,1,0,200,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Cruce Brookins,175409,S,PITTSBURGH,1,0,268,63.8,0,0,1,100.0,100.0,100.0,2,0,0,1,1,,0,0,0,,,,0,0,0,0
Aziah Johnson,175464,WR,MICH STATE,12,0,223,62.1,0,0,1,0.5,0.5,100.0,0,0,0,1,194,,0,0,0,0.0,0.0,,0,0,0,100
Ja'Ricous Hairston,175499,TE,VA TECH,4,0,337,63.8,0,0,1,20.0,20.0,100.0,0,0,0,1,5,,0,0,0,0.0,0.0,,0,0,0,1
JJ Sparkman,123158,WR,UTSA,13,0,331,61.1,0,0,1,0.6,0.6,100.0,1,0,0,1,174,,0,0,0,0.0,0.0,,0,0,0,41
James Durand,175524,G,WISCONSIN,1,0,349,71.9,0,0,1,100.0,100.0,100.0,0,0,0,1,1,71.9,0,0,1,100.0,100.0,100.0,0,0,1,1
Jayce Gardner,175605,HB,MIDDLE TN,2,0,224,67.6,0,0,1,14.3,12.5,100.0,0,0,0,1,8,,0,0,0,0.0,0.0,,0,0,0,1
