player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Tyler Lewis,143248,DI,NWSTATE,12,0,257,1,2,0,0,1,0,60.0,39,1,1.3,0,0,0,0,100.0,98,98,4,2.6,0,1,0,0,40.0,26,2,5.8,1,1,0,1,1,0
Richard Garrett,159970,ED,W CAROLINA,9,0,344,1,2,0,0,0,0,35.1,20,0,0.0,0,0,0,0,98.3,57,58,3,2.6,0,1,2,0,64.9,37,3,4.1,0,0,0,0,0,0
Steven Williams II,161335,ED,BUTLER,11,0,127,0,2,0,0,1,0,61.1,22,1,2.3,0,0,0,0,67.2,39,58,2,2.6,0,0,1,0,38.9,14,1,3.6,0,0,0,0,0,0
Tiaoalii Savea,146408,DI,TEXAS,4,0,311,0,1,0,0,0,0,42.1,8,0,0.0,0,0,0,0,100.0,19,19,1,2.6,0,0,1,0,57.9,11,1,4.5,0,0,0,0,0,0
Tai Newhouse,162633,DI,TULSA,12,3,320,0,6,2,0,6,0,55.8,101,8,5.0,2,4,3,0,100.0,195,195,8,2.6,0,0,0,0,44.2,80,0,0.0,0,0,1,2,4,4
DJ Warner,191178,ED,KANSAS,12,1,198,1,4,1,1,2,0,42.1,40,3,3.8,0,0,0,1,85.6,95,111,5,2.6,0,0,2,1,57.9,55,2,1.8,0,0,1,0,0,1
Victory Johnson,171897,ED,CAL POLY,10,1,129,0,4,0,0,1,0,41.6,32,1,1.6,0,0,0,2,83.7,77,92,4,2.6,1,0,3,2,58.4,45,3,3.3,0,1,1,0,1,1
Jay Toia,146406,DI,UCLA,12,1,324,4,14,1,0,6,2,62.3,180,6,1.7,0,0,2,3,100.0,379,379,19,2.6,0,1,7,1,37.7,109,8,3.7,0,1,1,1,4,5
James Hansen,128381,DI,TEXAS TECH,10,0,315,0,1,0,0,0,0,63.6,21,0,0.0,0,0,0,0,100.0,57,57,2,2.6,0,0,0,0,36.4,12,0,0.0,0,0,0,1,1,0
Dvon J-Thomas,101455,DI,PENN STATE,16,0,266,1,10,0,0,2,1,2.9,7,2,14.3,0,0,0,1,100.0,249,249,12,2.6,0,1,7,0,97.1,238,9,2.1,1,2,2,1,2,2
Nicholas Lemons,178914,DI,MHMRTI,1,0,999,0,0,0,0,0,0,93.9,31,1,3.2,1,3,2,0,100.0,38,38,1,2.6,0,0,0,0,6.1,2,0,0.0,0,0,0,1,3,2
Jesiah Pierre,98782,LB,UCF,10,1,323,1,0,0,0,0,0,37.5,6,0,0.0,0,0,0,0,19.8,19,96,1,2.6,1,0,0,0,62.5,10,0,0.0,0,0,0,0,0,0
Quardale Patt,189906,DI,SM HOUSTON,8,0,281,0,2,0,0,2,2,68.8,22,2,4.5,0,0,0,2,100.0,38,38,2,2.6,0,0,0,0,31.3,10,0,0.0,0,0,0,0,0,0
Luke Scott,172726,ED,VA MILT IN,12,0,336,0,3,0,0,3,0,52.3,68,4,3.7,1,1,1,1,89.3,133,149,5,2.6,0,0,0,1,47.7,62,0,0.0,0,0,0,2,2,1
D'Antre Robinson,184430,DI,FLORIDA,11,1,163,0,0,0,0,0,0,48.7,37,1,2.7,1,0,0,0,100.0,78,78,2,2.6,1,0,0,0,51.3,39,1,2.6,1,1,0,2,1,0
Cameron Ball,146644,DI,ARKANSAS,13,1,111,4,8,0,1,0,0,10.3,24,2,6.3,1,1,0,0,99.7,311,312,14,2.6,0,3,6,0,89.7,209,9,2.2,0,3,3,2,5,4
Antoine Campbell Jr.,146404,ED,KENT STATE,12,0,201,1,3,0,1,0,0,42.3,33,1,1.5,0,1,2,0,98.7,78,79,4,2.6,0,0,3,0,57.7,45,3,3.3,0,0,1,0,1,3
Nazir Sy,82478,DI,SAMFORD,3,0,282,0,1,0,0,0,0,58.8,10,0,0.0,0,0,0,0,100.0,19,19,1,2.6,0,0,0,0,41.2,7,0,0.0,0,0,0,0,0,0
Cory Hall,73699,ED,N ARIZONA,13,0,252,1,4,0,0,2,0,47.5,86,4,3.5,2,2,0,0,94.8,181,191,7,2.5,0,1,2,0,52.5,95,3,1.6,0,1,1,2,3,1
Christian Davis,178014,DI,LA TECH,8,0,208,0,1,0,0,0,0,100.0,8,0,0.0,0,0,0,0,100.0,20,20,1,2.5,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Craig Orlando,138249,DI,N DAKOTA,12,0,249,2,4,0,0,2,0,56.6,116,2,0.9,0,0,0,1,100.0,241,241,9,2.5,0,2,2,1,43.4,89,6,4.5,2,2,1,3,3,1
MJ Stroud,158366,ED,GA SOUTHRN,12,1,174,2,5,0,1,2,1,41.5,59,3,2.5,0,0,0,2,71.0,142,200,7,2.5,1,1,3,1,58.5,83,4,2.4,0,0,0,0,0,0
Francis Kumi,194263,ED,SIOUXF,1,0,1099,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,20,20,1,2.5,0,0,1,0,100.0,20,1,2.5,0,0,0,0,0,0
Junior Tafuna,131877,DI,UTAH,10,0,328,0,13,0,0,0,0,0.4,1,0,0.0,0,0,0,0,100.0,260,260,13,2.5,0,0,13,0,99.6,225,13,2.9,0,1,2,0,1,2
Xzavier McLeod,174324,DI,GEORGIA,11,0,173,0,2,0,0,1,0,68.6,48,2,3.1,1,2,3,0,100.0,80,80,3,2.5,0,0,1,0,31.4,22,1,2.3,0,0,0,1,2,3
Myles Bradley,163103,ED,BOWL GREEN,13,0,122,2,2,0,2,2,0,57.1,68,4,2.9,0,2,4,0,79.3,119,150,5,2.5,0,0,0,0,42.9,51,1,2.0,1,1,0,1,3,4
Kadarius Miller,173676,DI,LA LAFAYET,14,1,207,1,7,1,1,4,1,47.6,78,5,3.2,0,0,0,2,99.5,202,203,9,2.5,0,0,2,1,52.4,86,3,2.3,1,1,0,1,1,1
Samarai Anderson,170672,LB,E WASHGTON,12,0,161,1,0,0,0,0,0,63.2,12,0,0.0,0,0,0,0,13.4,20,149,1,2.5,0,1,0,0,36.8,7,1,7.1,0,0,0,0,0,0
Will Schalde,147804,ED,SACRAMENTO,12,2,279,0,0,2,0,0,0,51.9,41,2,4.9,2,2,1,0,97.5,79,81,2,2.5,0,0,0,0,48.1,38,0,0.0,0,0,0,2,2,1
Maurice Strong Jr.,82408,DI,S ALABAMA,13,0,288,1,8,0,0,4,0,55.5,122,5,2.5,1,3,2,0,100.0,222,222,10,2.5,0,1,4,0,44.5,98,5,2.6,0,1,2,1,4,4
Garrett Crockett,149490,DI,DAVIDSON,4,0,149,0,1,0,0,1,0,65.0,13,1,3.8,0,0,0,0,100.0,20,20,1,2.5,0,0,0,0,35.0,7,0,0.0,0,0,0,0,0,0
Trace Scott III,185326,ED,DELAWARE,4,0,151,0,1,0,0,1,0,85.0,17,1,2.9,0,0,0,0,100.0,20,20,1,2.5,0,0,0,0,15.0,3,0,0.0,0,0,0,0,0,0
Matt Brooks,178227,DI,DUQUESNE,9,0,155,0,3,0,0,2,0,44.1,26,2,3.8,0,0,0,0,98.4,60,61,3,2.5,0,0,1,0,55.9,33,1,1.5,0,0,0,0,0,0
Bryce Carter,151075,DI,VIRGINIA,6,0,335,1,0,0,1,0,0,35.0,7,1,7.1,0,0,0,0,100.0,20,20,1,2.5,0,0,0,0,65.0,13,0,0.0,0,0,0,0,0,0
Devante Keys,164347,ED,TXAMCO,11,0,1139,0,6,0,0,1,0,19.9,32,2,4.7,1,1,0,2,95.8,161,168,7,2.5,0,0,5,2,80.1,129,5,1.9,0,0,0,1,1,0
Joshua Iseah,178291,LB,NC A&T,12,0,246,1,4,0,0,3,1,44.4,44,3,3.4,0,0,0,1,46.7,100,214,5,2.5,0,1,1,0,55.6,55,2,1.8,0,0,0,0,0,0
Alexander Cossignani,177012,DI,DELWARE ST,10,0,152,0,6,0,0,4,0,48.3,58,4,3.4,0,0,0,0,100.0,120,120,6,2.5,0,0,2,0,51.7,62,2,1.6,0,0,0,0,0,0
Julian Peterson,147274,DI,TROY,12,3,318,1,6,0,1,4,3,54.7,94,6,3.7,1,1,0,4,97.3,217,223,9,2.5,3,0,2,1,45.3,78,3,2.6,1,2,1,2,3,1
Jayden Cofield,173631,DI,TEXAS TECH,13,2,315,1,4,0,1,3,0,56.2,68,4,2.9,0,0,0,0,100.0,178,178,7,2.5,1,0,1,0,43.8,53,1,0.9,0,0,0,2,2,0
Jack Courtney,151263,ED,ST FRANCIS,10,1,299,3,3,0,1,3,0,48.0,98,5,3.1,1,0,0,0,99.5,204,205,8,2.5,1,2,0,0,52.0,106,3,1.9,1,1,0,2,1,0
Nate Martey,155389,DI,ARK STATE,10,3,113,3,7,2,3,6,0,83.3,165,9,2.7,0,0,0,0,100.0,202,202,10,2.5,1,0,1,0,16.7,33,1,1.5,0,0,0,0,0,0
Joseph Jonah-Ajonye,184565,ED,GEORGIA,4,0,173,0,1,0,0,1,0,50.0,10,1,5.0,0,1,1,0,100.0,20,20,1,2.5,0,0,0,0,50.0,10,0,0.0,0,0,0,0,1,1
Ose Egbase,90529,ED,UNLV,10,0,325,0,5,0,0,2,0,57.8,59,2,1.7,0,1,1,0,95.3,102,107,5,2.5,0,0,3,0,42.2,43,3,3.5,0,0,2,0,1,3
Jason Christenson,143199,DI,DRAKE,12,0,153,3,6,0,1,0,0,42.8,89,1,0.6,0,0,0,0,99.1,221,223,10,2.5,0,2,5,0,57.2,119,8,3.8,1,1,0,1,1,0
Zaimir Hawk,174670,DI,IOWA STATE,14,0,193,0,6,0,0,0,0,58.3,14,0,0.0,0,0,0,1,100.0,121,121,6,2.5,0,0,1,1,41.7,10,1,5.0,0,0,0,0,0,0
Tre Williams,122165,DI,CLEMSON,14,1,140,2,5,0,1,3,0,54.4,93,5,3.2,1,1,1,1,100.0,182,182,8,2.5,1,1,2,1,45.6,78,3,1.9,0,0,0,1,1,1
Jacob Tuiasosopo,104400,ED,MAINE,12,1,212,2,11,1,0,3,1,48.4,147,4,1.7,1,1,1,2,100.0,304,304,14,2.5,0,2,8,1,51.6,157,10,3.2,0,2,2,1,3,3
Bryce Hall,148967,DI,PENN,9,2,267,2,6,1,1,1,0,49.2,95,2,1.1,0,0,0,1,100.0,201,201,9,2.5,1,1,4,1,50.8,98,6,3.6,1,1,1,1,1,1
James Reinbold,159290,ED,CORNELL,10,0,147,1,2,0,0,2,0,48.0,47,3,4.3,1,2,1,0,76.2,99,130,4,2.5,0,1,0,0,52.0,51,1,1.0,0,0,0,1,2,1
Aycen Stevens,174799,ED,VA TECH,9,0,337,1,2,0,1,0,0,47.5,28,1,1.8,0,0,0,0,100.0,59,59,3,2.5,0,0,2,0,52.5,31,2,3.2,0,1,1,0,1,1
Joe Onuwabhagbe,159320,DI,DARTMOUTH,9,0,148,0,3,0,0,1,0,52.5,31,1,1.6,0,1,1,0,100.0,59,59,3,2.5,0,0,2,0,47.5,28,2,3.6,0,0,0,0,1,1
Derrick Bing,197607,ED,MHMRTI,1,0,999,0,1,0,0,1,0,73.7,14,1,3.6,0,0,0,0,100.0,20,20,1,2.5,0,0,0,0,26.3,5,0,0.0,0,0,0,0,0,0
Kanye Davis,166693,ED,MARIST,10,0,213,2,0,0,2,0,0,55.0,22,2,4.5,0,0,0,0,61.5,40,65,2,2.5,0,0,0,0,45.0,18,0,0.0,0,0,0,0,0,0
Thomas Witte,128249,DI,NEVADA,13,0,239,1,12,0,1,5,1,43.3,113,6,2.7,0,0,1,1,100.0,262,262,13,2.5,0,0,7,0,56.7,148,7,2.4,0,0,0,0,0,1
Jack Teiken,162185,ED,N DAKOTA,7,1,249,1,4,0,0,2,0,46.5,47,2,2.1,0,1,2,0,100.0,102,102,5,2.5,1,1,2,0,53.5,54,3,2.8,0,1,1,0,2,3
Josh Fuga,99832,DI,VA TECH,13,1,337,0,5,1,0,3,0,59.5,100,4,2.5,1,2,1,0,99.4,177,178,7,2.5,0,0,2,0,40.5,68,3,2.9,1,1,0,2,3,1
Jayden Williams,190629,DI,N TEXAS,9,1,251,2,2,0,0,0,0,46.7,7,0,0.0,0,0,0,1,100.0,79,79,4,2.5,0,0,0,0,53.3,8,0,0.0,0,0,0,0,0,0
Quay Wiggles,129404,DI,CHATTNOOGA,12,0,137,0,12,0,0,5,0,55.7,157,6,2.2,1,3,3,2,99.0,284,287,13,2.5,0,0,7,2,44.3,125,7,2.8,0,0,1,1,3,4
Javon Denis,97572,DI,MEMPHIS,13,1,218,2,11,0,1,5,0,49.4,127,6,2.4,0,1,1,0,99.7,295,296,14,2.5,1,0,3,0,50.6,130,4,1.9,1,1,0,1,2,1
Naejaun Barber,154018,DI,COAST CAR,11,1,141,1,6,1,0,1,0,34.1,30,1,1.7,0,0,0,0,100.0,138,138,7,2.5,0,1,3,0,65.9,58,4,3.4,0,1,1,0,2,2
David Ojiegbe,170019,ED,PITTSBURGH,4,0,268,0,1,0,0,0,0,65.0,13,0,0.0,0,0,0,0,95.2,20,21,1,2.5,0,0,1,0,35.0,7,1,7.1,0,0,0,0,0,0
Kenny Haynes,102763,LB,TEXAS ST,13,0,314,0,1,0,0,1,0,44.4,8,1,6.3,0,0,0,0,12.3,20,163,1,2.5,0,0,0,0,55.6,10,0,0.0,0,0,0,0,0,0
Chris Mayfield,129627,DI,OHIO,13,0,259,0,3,0,0,3,0,55.6,55,3,2.7,0,0,0,0,100.0,102,102,4,2.5,0,0,0,0,44.4,44,1,2.3,1,2,1,1,2,1
Kamari Burns,176143,DI,CINCINNATI,6,0,138,1,2,0,0,0,0,53.3,8,0,0.0,0,0,0,0,100.0,59,59,3,2.5,0,0,0,0,46.7,7,0,0.0,0,0,0,0,0,0
Edric Hill,172380,DI,ALABAMA,8,0,103,1,0,0,1,0,0,45.0,9,1,5.6,0,0,0,0,100.0,20,20,1,2.5,0,0,0,0,55.0,11,0,0.0,0,0,0,0,0,0
Albert Smith III,183752,ED,ARIZONA ST,3,0,110,0,1,0,0,1,0,90.0,18,1,2.8,0,0,0,0,100.0,20,20,1,2.5,0,0,0,0,10.0,2,0,0.0,0,0,0,0,0,0
Nathaniel Chisholm,181326,DI,SVANNAH ST,1,0,286,0,1,0,0,1,0,66.7,12,1,4.2,0,0,0,0,100.0,20,20,1,2.5,0,0,0,0,33.3,6,0,0.0,0,0,0,0,0,0
Lloyd Johnson,169515,DI,INCAR WORD,12,1,189,1,2,1,0,1,0,56.0,51,1,1.0,0,0,0,0,100.0,99,99,4,2.5,0,1,1,0,44.0,40,2,2.5,0,0,0,1,0,0
Tatuo Martinson,158140,DI,UNLV,13,1,325,2,11,0,0,8,1,49.6,119,9,4.2,1,3,2,2,100.0,306,306,14,2.5,1,1,2,0,50.4,121,3,1.2,0,0,0,1,3,2
Phoenix Grant,177507,LB,YALE,7,0,352,0,1,0,0,0,0,26.3,5,0,0.0,0,0,0,1,15.7,20,127,1,2.5,0,0,1,1,73.7,14,1,3.6,0,0,0,0,0,0
Sage Beuchert-Irvine,103757,ED,NORFOLK,12,2,244,2,2,2,1,2,1,75.4,126,5,2.8,2,2,1,1,96.5,167,173,6,2.4,0,1,0,0,24.6,41,1,1.2,0,0,0,2,2,1
Justin Townsend,148728,ED,COLUMBIA,3,0,145,0,1,0,0,0,0,41.3,26,0,0.0,0,0,1,1,100.0,63,63,2,2.4,0,0,1,1,58.7,37,2,4.1,1,1,0,1,1,1
Jason Hertz,174992,DI,APP STATE,9,0,108,2,2,0,0,0,0,50.0,11,0,0.0,0,0,0,0,100.0,84,84,4,2.4,0,1,0,0,50.0,11,1,4.5,0,0,0,0,0,0
Raleigh Erwin,148743,ED,COLUMBIA,9,0,145,0,4,0,0,1,1,52.5,42,1,1.2,0,0,0,1,100.0,82,82,4,2.4,0,0,3,0,47.5,38,3,3.9,0,0,0,0,0,0
Braden Smith,192462,DI,TARLETON,4,0,401,1,1,0,1,0,0,70.0,21,1,2.4,0,0,0,0,100.0,42,42,2,2.4,0,0,0,0,30.0,9,0,0.0,0,0,0,0,0,0
John Taumoepeau,183783,DI,BYU,13,0,128,2,4,0,1,0,0,48.2,41,1,1.2,0,0,0,0,100.0,127,127,6,2.4,0,1,1,0,51.8,44,2,2.3,0,0,1,0,0,1
Eamon Smalls,173348,DI,UAB,8,0,321,0,2,0,0,0,0,56.4,22,0,0.0,0,0,0,0,100.0,42,42,2,2.4,0,0,2,0,43.6,17,2,5.9,0,0,0,0,0,0
Shymell Davis,148384,DI,MAINE,12,0,212,1,7,0,1,3,1,45.5,71,4,2.8,0,0,0,1,100.0,169,169,8,2.4,0,0,3,0,54.5,85,3,1.8,0,0,0,0,0,0
D'Quan Douse,99854,DI,MICH STATE,11,1,223,1,4,0,1,0,0,8.6,12,1,4.2,0,0,0,0,99.3,147,148,6,2.4,1,0,4,0,91.4,127,5,2.4,1,3,2,1,3,2
Mike Kelly,98148,ED,CHARLOTTE,12,0,136,0,8,0,0,4,1,51.5,86,4,2.3,0,0,1,2,96.0,167,174,8,2.4,0,0,4,1,48.5,81,4,2.5,0,1,3,0,1,4
Sam Williams,175915,DI,MISSOURI,5,0,229,0,1,0,0,1,1,50.0,10,1,5.0,0,0,0,1,100.0,21,21,1,2.4,0,0,0,0,50.0,10,0,0.0,0,0,0,0,0,0
Drew Hughes,145617,DI,BALL ST,12,0,117,2,6,0,0,2,1,56.3,90,2,1.1,0,2,2,2,99.4,168,169,8,2.4,0,2,4,1,43.8,70,6,4.3,0,0,0,0,2,2
Max Baloun,138294,DI,S DAK ST,15,1,292,0,7,0,0,2,1,49.8,111,2,0.9,0,0,1,2,100.0,228,228,9,2.4,1,0,5,1,50.2,112,7,4.0,2,2,1,2,2,2
Albert Regis,147009,DI,TEXAS A&M,13,3,312,3,6,0,2,3,0,50.3,97,6,3.6,1,1,0,2,100.0,227,227,10,2.4,3,1,2,2,49.7,96,3,1.6,0,0,0,1,3,2
Micah Owens,160047,DI,TXAMCO,10,0,1139,0,1,0,0,0,0,48.4,44,1,2.3,1,1,0,0,100.0,106,106,3,2.4,0,0,1,0,51.6,47,1,1.1,0,1,1,2,2,1
Evan Branch-Haynes,146264,DI,BOWL GREEN,13,2,122,2,5,2,2,2,0,51.5,67,4,3.0,0,1,1,1,100.0,144,144,7,2.4,0,0,2,1,48.5,63,2,1.6,0,0,1,0,1,2
Edward Bobino III,150669,DI,STF AUSTIN,12,2,301,2,10,1,0,0,0,52.5,114,0,0.0,0,1,2,0,98.0,288,294,13,2.4,1,1,6,0,47.5,103,8,4.4,1,1,0,1,4,4
Ayden Baker,159267,ED,COLUMBIA,8,0,145,0,2,0,0,1,0,46.3,38,1,1.3,0,0,0,0,100.0,82,82,3,2.4,0,0,1,0,53.7,44,2,3.4,1,2,1,1,2,1
Jason Hammond,175434,DI,VIRGINIA,4,0,335,0,2,0,0,2,0,48.2,40,2,2.5,0,1,1,0,100.0,83,83,3,2.4,0,0,0,0,51.8,43,1,2.3,1,1,0,1,2,1
Clemente Ojinnaka,142476,DI,DUQUESNE,11,0,155,0,3,0,0,1,0,45.1,46,1,1.1,0,0,0,0,97.2,105,108,4,2.4,0,0,2,0,54.9,56,3,3.6,1,1,2,1,1,2
Tre Henry,164943,DI,W ILLINOIS,11,0,345,2,5,0,1,3,0,52.2,93,4,2.2,0,1,1,0,100.0,186,186,8,2.4,0,1,2,0,47.8,85,4,2.9,1,1,0,1,2,1
Vince Wells,182459,ED,WV WESLEY,1,0,409,0,1,0,0,0,0,42.9,9,0,0.0,0,0,1,0,100.0,21,21,1,2.4,0,0,1,0,57.1,12,1,4.2,0,0,0,0,0,1
Jawaun Campbell,189786,ED,JVILLE ST,14,1,196,0,8,1,0,7,1,94.5,239,9,2.3,2,3,1,1,99.6,254,255,10,2.4,0,0,1,0,5.5,14,1,3.6,0,0,0,2,3,1
Jordan Russell,160885,ED,SAMFORD,10,0,282,0,4,0,0,3,0,42.1,32,3,4.7,0,0,0,0,86.3,82,95,4,2.4,0,0,1,0,57.9,44,1,1.1,0,0,1,0,0,1
Gabe Peterson,156950,ED,UTAH ST,4,2,329,0,0,1,0,0,0,63.4,26,0,0.0,0,0,0,0,100.0,41,41,1,2.4,1,0,0,0,36.6,15,1,6.7,1,1,0,1,1,0
O'marion Brown,178669,DI,WOFFORD,12,0,350,2,6,0,2,3,0,48.2,80,5,3.1,0,0,0,0,100.0,170,170,8,2.4,0,0,2,0,51.8,86,2,1.2,0,1,1,0,1,1
Cooper Lanz,144530,DI,BAYLOR,11,0,118,0,4,0,0,1,0,54.7,29,1,1.7,0,0,0,0,99.2,125,126,5,2.4,0,0,0,0,45.3,24,0,0.0,0,1,1,1,2,2
Dawson Hubbard,161320,DI,BUTLER,11,1,127,2,2,0,2,1,0,44.7,38,3,3.9,0,1,1,0,100.0,85,85,4,2.4,1,0,1,0,55.3,47,1,1.1,0,0,0,0,1,1
Abdul Osholake,178540,DI,ARKAPB,12,0,112,0,2,0,0,0,0,48.0,36,0,0.0,0,0,0,0,100.0,84,84,3,2.4,0,0,2,0,52.0,39,3,5.1,1,1,0,1,1,0
Jalen Swindell,164744,DI,NORFOLK,10,2,244,1,4,0,1,1,0,39.8,41,2,2.4,0,0,0,0,100.0,104,104,5,2.4,2,0,3,0,60.2,62,3,2.4,0,1,1,0,1,1
Xavyer Arrington,189464,DI,NAVY,6,0,237,1,1,0,0,1,0,43.6,17,1,2.9,0,0,0,0,100.0,41,41,2,2.4,0,1,0,0,56.4,22,1,2.3,0,0,0,0,0,0
Josh Lukusa,158025,ED,MIAMI OH,13,0,221,1,5,0,1,5,0,44.4,55,6,5.5,0,0,0,0,100.0,125,125,6,2.4,0,0,0,0,55.6,69,0,0.0,0,0,0,0,0,0
Sam Keeper,149201,DI,SE MO ST,13,1,293,2,4,0,2,2,0,56.3,116,4,1.7,0,1,1,1,100.0,250,250,9,2.4,1,0,2,1,43.7,90,5,4.4,3,3,1,3,4,2
Dominic Butts,176807,ED,N COLORADO,9,0,253,1,2,0,0,2,1,49.2,31,2,3.2,0,1,1,1,98.4,63,64,3,2.4,0,1,0,0,50.8,32,1,1.6,0,0,0,0,1,1
Louis Wilson,196998,T,LINCOK,2,0,1452,0,0,0,0,0,0,86.7,13,0,0.0,0,0,0,0,100.0,41,41,1,2.4,0,0,0,0,13.3,2,0,0.0,0,0,0,1,1,0
Terence Maize,168554,DI,TUSKEGEE,2,0,405,0,2,0,0,2,0,100.0,42,2,2.4,0,0,0,0,100.0,42,42,2,2.4,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Zaid Hamdan,52925,DI,KENT STATE,12,0,201,2,5,0,0,3,0,47.2,68,3,2.2,0,0,1,0,100.0,147,147,7,2.4,0,2,2,0,52.8,76,4,2.6,0,0,0,0,0,1
Devin Brandt-Epps,145390,DI,NEW MEXICO,11,1,241,1,8,0,0,4,0,49.6,58,4,3.4,0,0,0,2,99.5,185,186,9,2.4,1,1,2,1,50.4,59,3,2.5,0,2,2,0,3,3
Carlos Rivera,191503,DI,N ARIZONA,10,0,252,0,4,0,0,1,0,44.8,13,1,3.8,0,0,0,0,97.6,82,84,4,2.4,0,0,1,0,55.2,16,1,3.1,0,0,0,0,0,0
Devin Morgan,157955,DI,BUFFALO,13,0,126,5,3,0,4,1,1,65.0,106,5,2.4,0,0,1,1,98.2,165,168,8,2.4,0,1,2,0,35.0,57,3,2.6,0,0,2,0,0,3
Jeremiah Sandiford,174578,DI,TENN TECH,12,0,309,2,1,0,1,0,0,56.7,93,2,1.6,1,0,0,0,100.0,186,186,6,2.4,0,1,1,0,43.3,71,3,2.8,1,0,1,3,1,1
Rob Jackson,194878,ED,FROSTB,1,0,880,1,0,0,1,0,0,61.9,13,1,3.8,0,0,1,0,100.0,21,21,1,2.4,0,0,0,0,38.1,8,0,0.0,0,0,0,0,0,1
Jairus Satele,86168,DI,FRESNO ST,9,0,169,1,2,0,1,1,0,83.5,81,3,2.5,1,1,0,0,100.0,104,104,4,2.4,0,0,1,0,16.5,16,1,3.1,0,0,0,1,1,0
Ty Cooper,146856,ED,MISS STATE,12,0,227,0,2,0,0,1,0,46.2,36,2,4.2,1,1,1,0,65.1,82,126,3,2.4,0,0,1,0,53.8,42,1,1.2,0,0,0,1,1,1
Joey Patierno,166464,DI,MARIST,11,0,213,1,4,0,0,3,0,48.3,84,4,3.0,1,0,0,0,96.4,185,192,7,2.4,0,1,0,0,51.7,90,2,1.7,1,0,0,2,0,0
JT Taylor,193629,DI,EDNBFS,1,0,860,0,1,0,0,1,1,77.8,7,1,7.1,0,0,0,1,100.0,21,21,1,2.4,0,0,0,0,22.2,2,0,0.0,0,0,0,0,0,0
Noah Tice,170570,DI,CENT ARK,12,0,132,1,5,0,1,2,0,56.2,68,3,2.2,0,1,1,0,100.0,125,125,6,2.4,0,0,3,0,43.8,53,3,2.8,0,0,0,0,1,1
Quinn Herlihy,171118,ED,COLUMBIA,6,0,145,0,2,0,0,1,1,63.4,26,1,1.9,0,0,1,1,100.0,41,41,2,2.4,0,0,1,0,36.6,15,1,3.3,0,0,0,0,0,1
Kayode Amusan,177111,ED,ILL STATE,7,1,188,1,0,0,0,0,0,33.3,7,0,0.0,0,0,0,0,75.0,21,28,1,2.4,1,1,0,0,66.7,14,1,3.6,0,0,0,0,0,0
Pat Hayden,101999,DI,MONTANA,14,0,232,2,11,0,0,2,0,48.5,49,2,2.0,0,0,0,0,99.6,267,268,13,2.4,0,0,4,0,51.5,52,4,3.8,0,1,1,0,1,1
Cam George,147165,ED,NWSTATE,12,0,257,4,9,0,2,6,2,61.4,196,9,2.6,1,2,3,2,100.0,319,319,14,2.4,0,2,3,0,38.6,123,5,2.0,0,0,0,1,2,3
Shawn Fester,189123,DI,VALPO,11,1,332,0,1,0,0,1,1,68.9,42,1,1.2,0,0,0,1,100.0,63,63,2,2.4,1,0,0,0,31.1,19,1,5.3,1,1,0,1,1,0
Joshua Harris,98317,DI,N CAROLINA,13,0,245,0,6,0,0,3,0,56.2,86,4,2.9,1,1,0,0,98.8,164,166,7,2.4,0,0,3,0,43.8,67,3,2.2,0,1,1,1,2,1
John Butsch,185539,ED,N DAKOTA,4,0,249,0,1,0,0,1,1,42.9,9,1,5.6,0,0,1,1,70.0,21,30,1,2.4,0,0,0,0,57.1,12,0,0.0,0,0,0,0,0,1
Dakoda Willard,166218,DI,N GREENVLE,1,0,390,0,1,0,0,1,0,40.0,8,1,6.3,0,0,0,0,100.0,21,21,1,2.4,0,0,0,0,60.0,12,0,0.0,0,0,0,0,0,0
Jaylin Tate,177518,DI,YALE,5,0,352,0,3,0,0,1,0,42.0,21,1,2.4,0,0,0,0,98.4,62,63,3,2.4,0,0,1,0,58.0,29,1,1.7,0,0,0,0,0,0
Kevin Penn,98180,DI,UAB,12,0,321,0,5,0,0,4,0,54.2,52,4,3.8,0,0,0,0,100.0,104,104,5,2.4,0,0,1,0,45.8,44,1,1.1,0,0,0,0,0,0
Monkell Goodwine,146616,DI,S CAROLINA,13,1,289,1,3,0,0,2,0,46.3,37,2,2.7,0,1,1,0,100.0,84,84,4,2.4,1,1,1,0,53.8,43,2,2.3,0,0,0,0,1,1
Ty Kauserud,185853,DI,FURMAN,8,0,170,0,2,0,0,1,0,49.5,55,2,2.7,1,1,0,0,100.0,124,124,4,2.4,0,0,1,0,50.5,56,1,0.9,0,0,0,2,2,0
