player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Trey Sejour,197154,LB,FPU,1,0,1527,2,0,0,1,0,0,60.0,3,1,16.7,0,0,0,0,24.1,7,29,2,14.3,0,1,0,0,40.0,2,1,25.0,0,0,0,0,0,0
Ladarius Tennison,124004,S,UCF,10,0,323,1,1,0,1,0,0,57.1,4,1,12.5,0,0,0,1,3.9,7,180,2,14.3,0,0,1,1,42.9,3,1,16.7,0,0,0,0,0,0
Andrew Mukuba,144129,S,TEXAS,15,0,311,1,1,0,1,1,0,60.0,3,2,33.3,0,0,0,0,1.8,7,389,2,14.3,0,0,0,0,40.0,2,0,0.0,0,0,0,0,0,0
Clev Lubin,163200,ED,COAST CAR,10,1,141,8,27,0,4,17,2,55.7,107,25,13.6,4,5,1,4,83.2,193,232,45,14.2,1,4,9,1,44.3,85,19,14.7,6,7,1,10,12,2
Jack Henderson,141888,S,MINNESOTA,13,0,225,0,9,0,0,7,1,53.8,43,11,17.4,4,5,1,2,33.3,81,243,16,14.2,0,0,2,1,46.3,37,4,8.1,2,2,0,7,8,1
Keaten Wade,163794,ED,COLORADO,6,0,143,2,3,0,0,0,0,22.4,11,0,0.0,0,0,0,0,89.8,53,59,10,14.2,0,1,3,0,77.6,38,9,18.4,5,5,1,5,5,1
Will Middleton,159512,LB,TOWSON,12,0,317,4,5,0,1,4,1,51.2,22,6,15.9,1,1,0,2,17.4,46,265,11,14.1,0,3,1,1,48.8,21,4,9.5,0,0,1,2,2,1
Jay Carter,186515,LB,W GEORGIA,11,0,1177,1,4,0,0,2,0,37.5,9,2,11.1,0,0,0,0,11.1,32,288,7,14.1,0,0,2,0,62.5,15,2,6.7,0,1,1,2,3,1
Brad Spence,172428,LB,ARKANSAS,12,0,111,1,5,0,0,4,0,55.1,27,6,14.8,2,1,0,0,25.6,50,195,10,14.0,0,1,1,0,44.9,22,4,13.6,2,2,0,4,3,0
Jalen McNair,130415,S,BUFFALO,13,0,126,4,3,0,2,2,0,56.0,14,4,14.3,0,0,0,0,5.9,25,426,7,14.0,0,2,1,0,44.0,11,3,13.6,0,0,0,0,0,0
Giovanni Ricciardi,132448,LB,CITADEL,11,0,139,1,4,0,0,2,0,69.6,16,3,12.5,1,1,0,1,14.6,25,171,6,14.0,0,1,1,1,30.4,7,2,14.3,0,0,0,1,1,0
Jordan Mayer,170325,ED,PENN STATE,4,0,266,0,3,0,0,3,1,61.1,11,4,22.7,1,1,0,1,90.0,18,20,4,13.9,0,0,0,0,38.9,7,0,0.0,0,0,0,1,1,0
VJ Payne,157780,S,KANSAS ST,13,0,199,0,3,0,0,1,0,55.6,10,1,5.0,0,0,0,1,4.7,18,386,4,13.9,0,0,2,1,44.4,8,3,25.0,1,1,0,1,1,0
Dillon Williams,164234,S,CENT ARK,12,0,132,0,3,0,0,2,1,72.2,13,2,7.7,0,0,0,1,4.0,18,449,4,13.9,0,0,1,0,27.8,5,2,30.0,1,1,0,1,1,0
Davon Sears,147242,DI,OKLAHOMA,3,0,261,0,3,0,0,0,0,50.0,7,1,14.3,1,2,1,0,100.0,18,18,4,13.9,0,0,0,0,50.0,7,0,0.0,0,0,0,1,2,1
Trey Rucker,97684,S,OKLA STATE,11,0,262,1,2,0,0,1,0,64.7,11,1,4.5,0,0,0,0,5.8,18,312,4,13.9,0,1,1,0,35.3,6,3,33.3,1,0,0,1,0,0
Chase Wilson,128170,LB,COLO STATE,13,1,144,4,11,1,1,5,0,56.5,26,6,11.5,0,0,0,1,13.1,54,413,15,13.9,0,2,4,1,43.5,20,6,15.0,0,0,0,0,0,0
Ricky Rich,155519,LB,SO UTAH,12,0,298,1,4,0,1,2,0,72.7,8,3,18.8,0,0,0,0,15.0,18,120,5,13.9,0,0,1,0,27.3,3,1,16.7,0,0,0,0,0,0
Chandler Martin,139005,LB,MEMPHIS,13,0,218,4,16,0,1,5,1,42.0,34,8,14.7,2,2,0,1,22.6,115,508,26,13.9,0,1,7,0,58.0,47,11,14.9,3,4,1,6,7,1
Ben Perry,144172,LB,LOUISVILLE,12,0,210,1,2,0,1,1,0,58.8,10,2,10.0,0,0,0,0,10.5,18,172,4,13.9,0,0,1,0,41.2,7,2,21.4,1,1,0,1,1,0
Tanner Hollerich,161942,ED,MCKENDREE,1,0,384,0,3,0,0,1,0,27.8,5,1,10.0,0,0,0,1,94.7,18,19,4,13.9,0,0,2,1,72.2,13,3,15.4,1,1,0,1,1,0
Nicholas Rodriguez,190225,LB,MISSOURI,9,0,229,0,3,0,0,1,0,52.9,9,1,5.6,0,0,0,0,36.7,18,49,4,13.9,0,0,2,0,47.1,8,3,25.0,1,0,0,1,0,0
Kyle Elphick,178421,LB,STETSON,11,0,302,5,5,0,4,0,0,23.1,12,5,25.0,1,1,0,0,19.9,58,292,13,13.8,0,1,5,0,76.9,40,7,10.0,1,1,0,3,3,0
Dominic DeLuca,145095,LB,PENN STATE,15,0,266,1,5,0,0,1,0,41.4,12,2,12.5,1,0,0,1,16.5,29,176,7,13.8,0,1,4,1,58.6,17,5,14.7,0,0,0,1,0,0
Shae Suiaunoa,98159,LB,WYOMING,12,0,351,2,9,0,2,5,0,58.7,27,8,16.7,1,1,0,0,12.6,47,372,12,13.8,0,0,4,0,41.3,19,4,10.5,0,0,0,1,1,0
Anthony Brown,196437,LB,MS VLY ST,11,0,228,4,2,0,4,2,1,64.0,16,7,25.0,1,1,0,1,29.3,29,99,7,13.8,0,0,0,0,36.0,9,0,0.0,0,0,0,1,1,0
Kyle Louis,162770,LB,PITTSBURGH,13,0,268,7,17,0,3,10,2,61.0,75,17,14.0,4,4,0,3,27.0,123,455,29,13.8,0,4,7,1,39.0,48,12,13.5,1,2,1,5,6,1
Sharif Denson,174240,S,FLORIDA,11,0,163,0,4,0,0,3,0,55.2,16,4,15.6,1,1,0,0,11.0,29,263,6,13.8,0,0,1,0,44.8,13,2,11.5,1,1,0,2,2,0
James Williams,124654,ED,NEBRASKA,12,0,238,12,14,0,6,12,1,48.5,63,20,17.5,2,5,3,1,96.3,130,135,31,13.8,0,6,2,0,51.5,67,11,10.4,3,3,0,5,8,3
Bam Smith,192461,LB,TARLETON,14,0,401,4,2,0,1,1,0,58.3,14,2,7.1,0,0,0,0,10.8,29,268,7,13.8,0,1,1,0,41.7,10,3,20.0,1,0,0,1,0,0
Jamar Shegog,103825,LB,ROB MORRIS,12,0,277,4,6,0,3,4,0,54.7,29,8,15.5,1,1,0,2,14.7,58,394,13,13.8,0,1,1,1,45.3,24,4,12.5,2,2,0,3,3,0
Matt Jones,99396,LB,BAYLOR,13,1,118,3,19,1,2,9,1,54.3,50,13,15.0,2,2,0,3,23.7,102,430,25,13.7,0,1,7,1,45.7,42,9,11.9,1,1,0,3,3,0
Ahmad Walker,147555,LB,SMU,14,3,287,3,12,1,1,7,0,45.0,27,9,18.5,1,1,0,1,14.4,62,430,16,13.7,2,2,5,1,55.0,33,7,10.6,0,0,0,1,1,0
Andrew Simpson,145978,LB,BOISE ST,12,0,120,3,15,0,2,5,1,45.1,32,7,10.9,0,0,0,3,31.7,95,300,22,13.7,0,1,6,1,54.9,39,9,14.1,2,1,0,4,3,0
Jurriente Davis,145314,LB,LOUISVILLE,10,0,210,1,2,0,0,1,0,18.2,2,1,25.0,0,0,0,0,15.1,11,73,3,13.6,0,1,1,0,81.8,9,2,11.1,0,0,0,0,0,0
Jacob Parrish,157777,CB,KANSAS ST,12,0,199,1,2,0,0,1,0,45.5,5,1,10.0,0,0,0,0,3.0,11,363,3,13.6,0,1,1,0,54.5,6,2,16.7,0,0,0,0,0,0
Shamar Hall,185147,S,CHARLES SO,9,0,135,0,3,0,0,2,0,54.5,6,2,16.7,0,0,0,0,19.6,11,56,3,13.6,0,0,1,0,45.5,5,1,10.0,0,0,0,0,0,0
Jamell Smith,195449,DI,GTOWN COL,1,0,885,1,2,0,0,0,0,11.1,1,0,0.0,0,0,0,1,100.0,11,11,3,13.6,0,1,1,1,88.9,8,2,12.5,0,0,0,0,0,0
Chris Hunter Jr.,104585,LB,TENN MARTN,14,0,310,5,8,0,3,5,0,54.9,28,9,17.9,1,0,0,1,13.2,55,417,14,13.6,0,2,3,1,45.1,23,5,10.9,0,0,1,1,0,1
KingJoseph Edwards,183372,ED,SYRACUSE,6,0,304,0,3,0,0,2,1,48.5,16,3,12.5,1,1,0,1,100.0,33,33,6,13.6,0,0,1,0,51.5,17,3,14.7,2,2,0,3,3,0
Isaac White,128440,S,WYOMING,9,0,351,0,1,0,0,0,0,36.4,4,1,25.0,1,1,0,1,4.2,11,260,2,13.6,0,0,1,1,63.6,7,1,7.1,0,0,0,1,1,0
Marques Sigle,125305,S,KANSAS ST,13,0,199,0,3,0,0,2,0,54.5,6,2,16.7,0,0,0,0,2.6,11,421,3,13.6,0,0,1,0,45.5,5,1,10.0,0,0,0,0,0,0
Isaiah Jones,156409,LB,INDIANA,11,0,190,2,1,0,0,0,0,36.4,4,0,0.0,0,0,0,0,10.0,11,110,3,13.6,0,2,1,0,63.6,7,3,21.4,0,0,0,0,0,0
Kajuan Banks,158125,CB,USF,13,0,327,2,5,0,1,3,0,54.5,18,4,11.1,0,0,0,0,10.9,33,304,8,13.6,0,1,2,0,45.5,15,4,16.7,1,1,0,1,1,0
Damien Henderson,177455,CB,HARVARD,10,0,179,1,2,0,1,0,0,63.6,7,1,7.1,0,0,0,0,3.0,11,362,3,13.6,0,0,2,0,36.4,4,2,25.0,0,0,0,0,0,0
Micah Smith,185674,ED,LAFAYETTE,2,0,203,0,1,0,0,0,0,18.2,2,0,0.0,0,0,0,0,91.7,11,12,2,13.6,0,0,1,0,81.8,9,2,16.7,1,1,0,1,1,0
Caleb Francl,138302,S,S DAK ST,15,1,292,0,7,1,0,2,0,43.8,14,2,7.1,0,0,0,1,9.9,33,335,8,13.6,0,0,5,1,56.3,18,6,19.4,1,1,0,1,1,0
Terry Jones,97675,CB,INDIANA,13,0,190,2,8,0,1,4,0,54.5,24,5,10.4,0,0,0,3,19.6,44,225,11,13.6,0,1,4,3,45.5,20,6,17.5,1,1,0,1,1,0
Javario Tinch,178696,LB,WOFFORD,8,0,350,0,3,0,0,2,0,63.6,7,2,14.3,0,0,0,0,22.4,11,49,3,13.6,0,0,1,0,36.4,4,1,12.5,0,0,0,0,0,0
Seth Hampton,170619,LB,N ALABAMA,8,0,389,0,1,0,0,0,0,20.0,2,0,0.0,0,0,0,0,15.9,11,69,2,13.6,0,0,1,0,80.0,8,2,18.8,1,1,0,1,1,0
Geordan Guidry,189575,DI,TULANE,2,0,319,1,2,0,0,0,0,18.2,2,0,0.0,0,0,0,0,100.0,11,11,3,13.6,0,1,2,0,81.8,9,3,16.7,0,0,0,0,0,0
Will Shaffer,131628,LB,ABILENE CH,14,0,100,2,6,0,1,4,1,52.4,22,5,11.4,0,0,0,1,9.6,44,459,10,13.6,0,1,1,0,47.6,20,4,15.0,2,3,2,2,3,2
Xavier Esquillen,181340,ED,SVANNAH ST,1,0,286,2,5,0,2,2,0,72.7,24,4,8.3,0,0,0,0,100.0,33,33,8,13.6,0,0,3,0,27.3,9,4,27.8,1,0,0,1,0,0
Lance Dixon,101496,LB,TOLEDO,12,0,316,1,4,0,1,2,1,46.9,15,5,23.3,2,2,1,1,14.7,33,224,7,13.6,0,0,1,0,53.1,17,1,2.9,0,0,0,2,2,1
Dylan Dixson,157722,CB,MO STATE,12,0,230,1,0,0,0,0,0,60.0,6,1,16.7,1,1,0,0,6.4,11,173,2,13.6,0,1,0,0,40.0,4,1,12.5,0,0,0,1,1,0
Dion Hunter,128264,LB,AUSTINPEAY,12,0,116,5,5,0,2,3,0,48.8,20,5,12.5,0,0,0,1,21.3,59,277,13,13.6,0,0,1,1,51.2,21,4,16.7,3,2,0,3,2,1
Eli Durden,178419,LB,STETSON,2,0,302,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,57.9,11,19,2,13.6,0,0,1,0,100.0,11,2,13.6,1,1,0,1,1,0
Jalon Kilgore,174323,CB,S CAROLINA,13,0,289,2,1,0,2,1,0,63.6,7,3,21.4,0,0,0,0,2.6,11,417,3,13.6,0,0,0,0,36.4,4,0,0.0,0,0,0,0,0,0
Loghan Thomas,184103,ED,NOTRE DAME,6,0,258,2,1,0,1,1,0,50.0,13,2,7.7,0,0,2,0,92.9,26,28,5,13.5,0,1,0,0,50.0,13,3,19.2,2,1,0,2,1,2
Jacob Waller,192826,LB,LNDNWD,12,0,949,3,7,0,1,4,1,62.2,23,5,10.9,0,0,0,1,15.2,37,244,10,13.5,0,2,3,0,37.8,14,5,17.9,0,1,1,0,1,1
Chandler Perry,178604,S,CHARLES SO,11,0,135,0,4,0,0,2,1,64.9,24,3,8.3,1,1,0,1,16.4,37,226,7,13.5,0,0,2,0,35.1,13,4,23.1,2,1,0,3,2,0
Cale Sanders Jr.,146036,S,SMU,14,0,287,4,1,0,1,0,0,46.2,12,2,12.5,1,1,0,0,6.8,26,380,6,13.5,0,3,1,0,53.8,14,4,14.3,0,0,0,1,1,0
Sekou Roland,167657,LB,PRINCETON,4,0,272,0,7,0,0,4,0,41.7,10,4,20.0,0,1,1,2,30.2,26,86,7,13.5,0,0,2,1,58.3,14,2,7.1,0,0,0,0,1,1
Kadin Schmitz,171359,LB,OHIO,10,0,259,1,4,0,1,0,0,58.5,24,3,10.4,2,2,0,2,21.2,41,193,8,13.4,0,0,4,2,41.5,17,5,17.6,1,1,0,3,3,0
James Pearce Jr.,163770,ED,TENNESSEE,13,0,307,4,43,0,2,30,7,60.9,143,36,14.0,4,5,1,7,92.2,235,255,55,13.4,0,2,13,0,39.1,92,19,12.5,4,5,2,8,10,3
Cole Kozlowski,160467,LB,COLGATE,12,0,142,1,6,0,0,4,1,70.0,21,6,19.0,2,2,0,1,10.0,41,409,9,13.4,0,0,0,0,30.0,9,0,0.0,0,0,1,2,2,1
Jack Kiser,97889,LB,NOTRE DAME,16,1,258,3,11,0,1,8,1,51.6,32,9,14.1,0,0,0,1,22.2,67,302,16,13.4,1,2,2,0,48.4,30,6,13.3,2,2,1,2,2,1
Wade Woodaz,156237,LB,CLEMSON,12,1,140,4,11,1,3,7,0,63.8,44,12,15.9,2,2,0,0,17.7,71,401,17,13.4,0,1,4,0,36.2,25,5,10.0,0,0,0,2,2,0
Angel King,128234,S,WEBER ST,11,0,342,1,3,0,1,3,0,50.0,7,4,28.6,0,0,0,0,8.2,15,183,4,13.3,0,0,0,0,50.0,7,0,0.0,0,0,0,0,0,0
John Henry Daley,175027,ED,UTAH,6,1,328,1,5,0,0,1,0,6.9,2,2,75.0,1,1,0,1,83.3,30,36,7,13.3,0,1,4,1,93.1,27,5,9.3,0,1,1,1,2,1
Antavious Lane,97141,S,N CAROLINA,12,0,245,0,4,0,0,2,0,33.3,5,2,20.0,0,0,0,0,3.9,15,384,4,13.3,0,0,2,0,66.7,10,2,10.0,0,0,0,0,0,0
Shaquan Loyal,145143,S,RUTGERS,13,0,278,1,3,0,1,1,0,30.8,4,2,25.0,0,0,1,0,3.4,15,446,4,13.3,0,0,1,0,69.2,9,1,5.6,0,0,0,0,0,1
Kendal Sims,168597,LB,MERRIMACK,11,0,385,1,3,0,0,1,1,50.0,13,2,11.5,1,0,0,3,12.4,30,241,6,13.3,0,1,1,1,50.0,13,2,7.7,0,0,0,2,1,0
Ken Moore Jr.,159952,CB,W CAROLINA,12,0,344,2,2,0,0,2,2,40.0,6,2,16.7,0,0,0,2,6.2,15,241,4,13.3,0,2,0,0,60.0,9,2,11.1,0,0,0,0,0,0
Rex Van Wyhe,173123,LB,KANSAS ST,12,0,199,0,4,0,0,4,0,73.3,11,4,18.2,0,0,0,0,19.2,15,78,4,13.3,0,0,0,0,26.7,4,0,0.0,0,0,0,0,0,0
Darius McClendon,97910,S,BOWL GREEN,13,0,122,2,0,0,1,0,0,46.7,7,1,7.1,0,0,0,0,7.9,15,191,3,13.3,0,1,0,0,53.3,8,2,18.8,1,1,0,1,1,0
Kavir Bains-Marquez,142177,S,UC DAVIS,14,0,322,0,4,0,0,2,0,60.0,9,2,11.1,0,0,0,2,2.7,15,550,4,13.3,0,0,2,2,40.0,6,2,16.7,0,0,0,0,0,0
Matthew Baker,151230,ED,NORSTA,1,0,1223,0,2,0,0,1,0,80.0,12,2,12.5,1,1,0,0,100.0,15,15,3,13.3,0,0,1,0,20.0,3,1,16.7,0,0,0,1,1,0
Jaylen Stanford,101861,S,PRVIEW A&M,11,0,270,0,2,0,0,0,0,33.3,5,1,20.0,1,1,0,0,10.8,15,139,3,13.3,0,0,2,0,66.7,10,2,10.0,0,0,0,1,1,0
Jalin Justice,142689,LB,WAGNER,12,0,338,1,7,0,0,5,2,53.4,31,7,14.5,2,2,0,2,18.8,60,319,12,13.3,0,1,2,0,46.6,27,5,13.0,2,2,1,4,4,1
Shamari Simmons,149114,CB,ARIZONA ST,14,0,110,0,4,0,0,1,1,26.7,4,1,12.5,0,0,0,1,3.2,15,472,4,13.3,0,0,3,0,73.3,11,3,13.6,0,1,1,0,1,1
Arturo Mattocks,168434,LB,MORGAN ST,12,0,235,1,1,0,0,0,0,23.1,3,0,0.0,0,0,0,0,8.1,15,186,3,13.3,0,0,1,0,76.9,10,2,15.0,1,0,0,1,0,0
Nevaeh Sanders,171329,ED,N ILLINOIS,11,0,254,3,6,0,0,2,1,32.8,21,3,9.5,1,1,1,2,88.9,64,72,13,13.3,0,3,4,1,67.2,43,10,15.1,3,3,0,4,4,1
Karene Reid,146447,LB,UTAH,8,0,328,4,11,0,3,8,1,91.8,67,14,12.7,3,3,0,1,31.9,79,248,18,13.3,0,0,2,0,8.2,6,2,16.7,0,0,0,3,3,0
Elijah Wilson,173319,LB,TULSA,11,0,320,1,2,0,0,1,0,50.0,9,1,5.6,0,0,0,0,18.6,19,102,4,13.2,0,1,1,0,50.0,9,3,22.2,1,1,0,1,1,0
Austin Jordan,163850,S,TCU,12,0,305,1,2,0,0,2,0,57.9,11,2,9.1,0,0,0,0,13.1,19,145,4,13.2,0,1,0,0,42.1,8,2,18.8,1,1,0,1,1,0
Kyle Moretti,145740,LB,S DIEGO ST,12,0,284,1,2,0,0,0,0,50.0,8,1,12.5,1,1,0,0,13.0,19,146,4,13.2,0,0,1,0,50.0,8,1,6.3,0,0,0,1,1,0
Jackson Woodard,123973,LB,UNLV,14,0,325,2,12,0,1,6,0,45.5,30,7,11.7,0,0,1,1,13.7,76,554,17,13.2,0,0,6,1,54.5,36,8,13.9,2,2,0,3,2,1
Antoine Williams,121369,LB,W CAROLINA,10,0,344,2,1,0,2,1,0,60.0,9,4,27.8,1,1,0,0,19.2,19,99,4,13.2,0,0,0,0,40.0,6,0,0.0,0,0,0,1,1,0
Ty Anderson,164498,LB,E TENN ST,12,0,157,1,5,0,1,2,1,39.5,15,5,23.3,2,2,0,1,16.7,38,227,8,13.2,0,0,3,0,60.5,23,3,6.5,0,0,0,2,2,0
Jayven Jackson,178643,LB,PRVIEW A&M,12,0,270,5,0,0,2,0,0,42.1,8,2,12.5,0,0,0,0,9.4,19,203,5,13.2,0,3,0,0,57.9,11,3,13.6,0,0,0,0,0,0
Garrett Beck,141711,LB,WEBER ST,10,0,342,0,6,0,0,4,0,37.8,14,4,14.3,0,0,0,0,17.1,38,222,8,13.2,0,0,2,0,62.2,23,3,8.7,1,1,0,2,2,0
Mitch Leigber,146375,S,STANFORD,11,0,300,0,5,0,0,3,2,63.2,12,3,12.5,0,0,0,3,5.5,19,343,5,13.2,0,0,2,1,36.8,7,2,14.3,0,1,1,0,1,1
Jahmar Brown,98981,LB,LIBERTY,11,0,206,2,3,0,1,2,0,77.8,14,3,10.7,0,0,0,0,18.3,19,104,5,13.2,0,1,1,0,22.2,4,2,25.0,0,0,0,0,0,0
A.J. Crawford,161664,ED,TENN TECH,6,0,309,0,11,0,0,4,1,53.8,35,5,8.6,1,1,0,2,100.0,65,65,14,13.1,0,0,7,1,46.2,30,9,18.3,2,2,0,3,3,0
Ayden Jones,189285,LB,PRVIEW A&M,10,0,270,1,3,0,1,3,0,47.6,10,4,20.0,0,0,0,0,11.7,23,196,5,13.0,0,0,0,0,52.4,11,1,9.1,1,0,0,1,0,0
Jayden Bryant,186460,ED,COAST CAR,3,0,141,2,2,0,2,1,1,56.5,13,4,19.2,1,1,0,1,69.7,23,33,5,13.0,0,0,1,0,43.5,10,1,5.0,0,0,0,1,1,0
Branson Peters,185299,LB,TOWSON,10,0,317,4,0,0,1,0,0,50.0,9,1,5.6,0,0,0,0,33.3,23,69,5,13.0,0,3,0,0,50.0,9,3,16.7,0,0,0,1,0,0
David Ayeni,149801,LB,STTHOM,7,0,1129,2,7,0,1,3,0,50.0,24,4,8.3,0,0,0,0,36.8,50,136,11,13.0,0,1,4,0,50.0,24,6,14.6,1,1,0,2,2,0
Khalib Johns,130494,LB,KENT STATE,11,1,201,2,4,0,1,1,0,50.0,9,2,11.1,0,0,0,0,12.8,23,180,6,13.0,1,0,2,0,50.0,9,2,11.1,0,0,0,0,0,0
Eddie Williams,100742,LB,FAU,12,0,165,3,4,0,1,1,0,36.4,8,2,12.5,0,0,0,0,8.3,27,326,7,13.0,0,1,3,0,63.6,14,4,14.3,0,0,0,0,0,0
Anthony Ferrelli,164606,LB,STNY BROOK,12,0,303,2,2,0,0,1,0,61.5,8,1,6.3,0,0,0,0,6.1,23,375,5,13.0,0,0,0,0,38.5,5,0,0.0,0,0,0,1,0,0
Jeff Roberson,122986,LB,OKLA STATE,12,0,262,3,11,0,1,5,1,58.8,40,8,12.5,2,2,0,1,23.5,77,328,17,13.0,0,2,4,0,41.2,28,7,14.3,1,1,0,3,3,0
Kenenna Odeluga,144818,LB,ILLINOIS,8,0,187,1,2,0,0,1,0,51.4,18,3,13.9,2,2,0,1,66.0,35,53,6,12.9,0,1,1,1,48.6,17,3,11.8,1,1,0,3,3,0
Shemar James,157749,LB,FLORIDA,13,0,163,0,11,0,0,5,0,56.1,32,6,10.9,1,1,0,1,17.3,58,335,13,12.9,0,0,6,1,43.9,25,7,16.0,1,1,0,2,2,0
Brevin Randle,103830,LB,UTSA,13,0,331,4,5,0,3,3,0,54.3,19,6,15.8,0,0,0,0,14.8,35,237,9,12.9,0,1,2,0,45.7,16,3,9.4,0,0,0,0,0,0
Ben Bell,122665,ED,TEXAS ST,4,0,314,7,12,0,5,5,0,52.9,54,12,13.0,2,2,0,2,86.1,105,122,23,12.9,0,2,5,1,47.1,48,9,11.5,2,2,0,4,4,0
Khamron Ford,172804,CB,SE LA,11,0,294,2,7,0,0,5,0,65.7,23,5,10.9,0,1,2,0,11.4,35,308,9,12.9,0,2,2,0,34.3,12,4,16.7,0,0,0,0,1,2
Marvin Smith,155900,S,ALAB A&M,12,2,104,2,3,1,2,2,1,65.7,23,6,17.4,2,2,0,1,13.2,35,265,7,12.9,1,0,1,0,34.3,12,1,4.2,0,0,0,2,2,0
Lance Byndon,173817,ED,MORGAN ST,10,1,235,4,7,1,2,5,0,52.1,50,12,17.0,5,7,3,0,94.2,97,103,18,12.9,0,2,2,0,47.9,46,6,8.7,2,2,0,7,9,3
Tray Brown,156681,LB,COAST CAR,13,0,141,1,5,0,0,3,0,50.0,14,3,10.7,0,0,0,0,15.9,31,195,7,12.9,0,1,2,0,50.0,14,4,17.9,1,1,0,1,1,0
TJ Quinn,144173,LB,LOUISVILLE,13,0,210,4,3,0,1,3,1,57.1,24,4,8.3,0,0,0,1,11.8,43,363,9,12.8,0,3,0,0,42.9,18,5,19.4,2,1,0,2,1,0
Jaden Mosley,177876,LB,SAMFORD,11,2,282,4,5,1,3,2,0,44.2,19,5,13.2,0,0,0,0,15.3,43,281,10,12.8,1,1,3,0,55.8,24,5,12.5,1,1,1,1,1,1
Reid Pulliam,186121,LB,JACKSON ST,14,0,194,3,7,0,0,4,0,47.4,36,8,16.7,4,3,0,0,24.1,78,324,15,12.8,0,3,3,0,52.6,40,7,10.0,1,1,0,5,4,0
Cade Uluave,176566,LB,CAL,9,0,130,4,9,0,1,4,2,54.8,23,5,10.9,0,0,0,3,19.1,59,309,14,12.7,0,1,3,1,45.2,19,5,15.8,1,1,0,1,1,1
Amare Campbell,170102,LB,N CAROLINA,13,2,245,2,6,0,2,4,1,56.0,28,7,14.3,1,1,0,2,15.0,55,366,11,12.7,2,0,1,1,44.0,22,2,6.8,1,1,0,3,3,0
Jaeden Moore,174116,ED,OREGON,13,1,264,1,14,0,0,5,1,41.8,28,5,8.9,0,0,0,1,83.8,67,80,16,12.7,1,1,9,0,58.2,39,11,15.4,1,1,0,1,1,0
Cameron Lee,171176,ED,DARTMOUTH,9,1,148,3,4,0,2,3,0,56.9,29,6,12.1,1,1,0,0,100.0,51,51,10,12.7,1,1,1,0,43.1,22,4,13.6,2,3,1,3,4,1
Kemari Munier-Bailey,147612,ED,WEBER ST,12,0,342,9,29,0,4,15,2,59.2,141,24,10.3,5,6,2,4,93.0,238,256,49,12.6,0,5,14,2,40.8,97,25,16.0,6,8,3,11,14,5
Omarr Norman-Lott,131624,DI,TENNESSEE,13,0,307,9,13,0,2,5,2,56.9,66,10,9.8,3,2,0,4,100.0,127,127,27,12.6,0,6,8,2,43.1,50,16,18.0,2,2,2,5,4,2
Terrell Tilmon,146564,ED,TEXAS TECH,10,0,315,2,7,0,0,7,1,50.0,34,8,13.2,1,2,1,1,88.3,68,77,13,12.5,0,2,0,0,50.0,34,5,11.8,3,3,1,4,5,2
Conner Meyer,172986,LB,SO UTAH,3,0,298,1,0,0,1,0,0,75.0,3,1,16.7,0,0,0,0,15.4,4,26,1,12.5,0,0,0,0,25.0,1,0,0.0,0,0,0,0,0,0
Amarion Fortenberry,184339,CB,S ALABAMA,13,0,288,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.3,4,312,1,12.5,0,1,0,0,100.0,4,1,12.5,0,0,0,0,0,0
Trevion Sneed,144379,LB,STF AUSTIN,7,0,301,2,1,0,1,1,0,54.5,6,2,16.7,0,0,0,0,18.5,12,65,3,12.5,0,1,0,0,45.5,5,1,10.0,0,0,0,0,0,0
Keuan Parker,146636,CB,TULSA,8,0,320,1,0,0,1,0,0,75.0,3,1,16.7,0,0,0,0,2.4,4,165,1,12.5,0,0,0,0,25.0,1,0,0.0,0,0,0,0,0,0
Rudy Silvera,105967,CB,STNY BROOK,12,0,303,0,0,0,0,0,0,37.5,3,1,33.3,1,1,0,0,2.2,8,371,1,12.5,0,0,0,0,62.5,5,0,0.0,0,0,0,1,1,0
Aidan Gousby,157507,S,MINNESOTA,10,0,225,0,1,0,0,0,0,25.0,1,0,0.0,0,0,0,1,1.5,4,260,1,12.5,0,0,1,1,75.0,3,1,16.7,0,0,0,0,0,0
Tackett Curtis,174184,LB,WISCONSIN,11,0,349,0,1,0,0,0,0,100.0,2,0,0.0,0,0,0,0,5.3,4,75,1,12.5,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Cam Chadwick,171036,CB,UCONN,12,0,146,0,2,0,0,1,0,12.5,1,1,50.0,0,0,0,0,2.0,8,404,2,12.5,0,0,1,0,87.5,7,1,7.1,0,0,0,0,0,0
Isaiah Cash,121669,S,SM HOUSTON,13,0,281,0,0,0,0,0,0,37.5,3,1,33.3,1,1,0,0,1.8,8,455,1,12.5,0,0,0,0,62.5,5,0,0.0,0,0,0,1,1,0
