player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Trey McDonald,156384,LB,VIRGINIA,11,235,0,335,0,6.5,50.0,72.0,53.0,26.5,0,0,0.0,64.8,0,15,50.0,2,0,75.0,1,59,25.1,82,1,2,2,0,15,13,0.3,15.0,0,0,4.7,85.7,96.7,7.7,6.6,0,1,4.8,56.1,1,40,35.7,5,1,104.6,18,145,61.7,150,5,9,21,1,211,129,1.5,11.7
Terrell Jones,156391,ED,VIRGINIA,12,2,0,335,0,,,3.6,,,0,0,,60.2,0,,,0,0,0.0,0,2,100.0,55,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,62.8,0,,25.0,1,0,0.0,0,0,0.0,86,2,3,0,0,0,0,,
Dasan McCullough,156403,LB,OKLAHOMA,7,57,0,261,0,,,44.4,,,0,0,,62.0,0,,,0,0,0.0,0,4,7.0,9,0,0,0,0,0,0,0.0,,0,1,5.5,100.0,68.5,9.3,9.3,0,0,0.0,69.7,0,13,0.0,0,0,92.7,4,37,64.9,54,3,3,4,0,25,3,0.7,6.3
Phillip Dunnam,156406,S,FAU,11,312,0,165,1,6.8,50.0,95.4,17.3,8.7,0,1,16.7,64.8,0,8,25.0,1,1,95.8,3,62,19.9,65,0,2,6,2,17,9,0.3,5.7,0,5,9.5,69.2,99.1,11.9,8.2,1,3,11.5,71.7,1,75,7.1,2,3,124.4,18,223,71.5,225,7,21,26,3,263,102,1.2,14.6
James Monds III,156407,CB,MIDDLE TN,6,50,0,224,1,13.8,75.0,100.0,7.3,5.5,0,1,25.0,55.2,0,72,40.0,2,0,156.3,3,22,44.0,22,0,2,4,1,107,65,4.9,35.7,0,1,12.4,85.7,100.0,4.2,3.6,0,1,14.3,42.4,0,75,42.9,3,1,158.3,6,25,50.0,25,0,3,7,1,160,81,6.4,26.7
Jamari Sharpe,156408,CB,INDIANA,9,133,0,190,0,11.0,0.0,100.0,,10.0,0,1,100.0,70.5,0,,,0,0,39.6,0,10,7.5,10,0,0,1,0,0,0,0.0,,0,0,15.4,29.4,100.0,20.4,6.0,1,5,29.4,70.5,0,44,0.0,0,5,45.0,5,109,82.0,109,1,8,17,0,73,13,0.7,14.6
Isaiah Jones,156409,LB,INDIANA,11,105,0,190,0,,,77.8,,,0,0,,63.7,0,,,0,0,0.0,0,7,6.7,9,0,0,0,0,0,0,0.0,,0,1,12.8,75.0,89.4,24.0,18.0,0,0,0.0,66.0,0,25,0.0,0,0,146.9,3,76,72.4,85,0,2,4,1,41,8,0.6,13.7
Louis Moore,156415,S,OLE MISS,11,228,0,226,1,3.8,60.0,95.8,29.0,17.4,0,1,20.0,62.0,0,20,28.6,2,1,74.6,3,92,40.4,96,0,4,5,0,27,20,0.3,9.0,0,3,12.6,100.0,99.1,15.0,15.0,1,0,0.0,51.3,0,41,23.5,4,0,118.8,7,110,48.2,111,4,10,7,0,114,26,1.1,16.3
Xavier Nwankpa,156431,S,IOWA,13,272,0,192,1,1.0,100.0,97.2,16.0,16.0,0,0,0.0,61.3,0,11,0.0,0,0,102.1,2,35,12.9,36,0,1,2,0,17,15,0.5,8.5,0,0,5.9,78.6,100.0,17.7,13.9,0,0,0.0,73.4,0,75,8.0,2,0,130.1,11,202,74.3,202,7,23,14,1,133,84,0.7,12.1
Kael Kolarik,156432,S,IOWA,2,14,0,192,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.1,1,0,0,0,0,0,0,0.0,,0,0,15.5,50.0,100.0,11.0,5.5,0,0,0.0,53.4,0,16,0.0,0,0,77.1,1,12,85.7,12,0,1,2,0,16,2,1.5,16.0
Koen Entringer,156437,S,IOWA,12,174,0,192,0,8.8,70.0,100.0,7.3,5.1,0,0,0.0,69.6,0,23,16.7,1,0,86.7,7,53,30.5,53,3,5,10,0,63,11,1.2,9.0,0,0,4.6,80.0,100.0,23.5,18.8,0,0,0.0,75.0,1,6,0.0,0,0,39.6,4,97,55.7,97,2,2,5,0,15,11,0.2,3.8
TJ Hall,156441,CB,IOWA,9,278,0,192,0,8.4,42.9,100.0,17.0,7.3,1,3,42.9,66.1,0,12,0.0,0,3,92.3,3,54,19.4,54,0,1,7,1,25,0,0.5,8.3,0,1,11.1,54.2,100.0,14.2,7.7,0,2,8.3,65.2,1,23,9.1,1,0,53.0,13,193,69.4,193,2,9,24,0,133,52,0.7,10.2
Deshaun Lee,156442,CB,IOWA,11,295,0,192,0,14.2,63.6,100.0,6.1,3.9,0,2,18.2,48.8,0,28,16.7,1,1,119.5,7,45,15.3,45,0,5,11,1,90,17,2.1,12.9,0,3,13.8,70.0,100.0,9.6,6.7,0,2,6.7,71.1,1,44,8.0,2,2,83.2,21,206,69.8,206,5,20,30,0,264,76,1.3,12.6
Brian Allen,156444,ED,IOWA,11,5,0,192,0,,,5.0,,,0,0,,58.5,0,,0.0,0,0,0.0,0,2,40.0,40,2,1,0,0,0,0,0.0,,0,0,,,2.5,,,0,0,,71.2,0,,0.0,0,0,0.0,0,3,60.0,119,5,3,0,0,0,0,0.0,
Aaron Graves,156445,DI,IOWA,13,2,0,192,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,53,1,0,0,0,0,0,,,0,0,-5.0,0.0,0.8,,2.0,0,1,100.0,62.0,0,,25.0,1,1,39.6,0,2,100.0,237,5,3,1,0,0,0,0.0,
Jaishawn Barham,156452,LB,MICHIGAN,13,283,0,222,0,8.8,50.0,54.1,14.5,7.3,0,0,0.0,47.0,0,18,50.0,1,0,65.6,2,33,11.7,61,0,1,4,0,21,29,0.7,10.5,0,2,3.0,81.8,73.9,8.9,7.3,0,0,0.0,48.2,0,26,5.0,1,0,99.4,18,167,59.0,226,9,17,22,0,173,145,1.1,9.6
Gavin Gibson,156453,S,E CAROLINA,13,336,0,156,1,10.2,22.2,71.2,17.5,3.9,0,3,33.3,79.0,1,11,20.0,1,3,0.0,2,37,11.0,52,1,3,9,0,19,9,0.5,9.5,0,4,4.5,83.8,93.8,7.4,6.2,1,0,0.0,73.9,1,22,9.5,2,0,84.6,31,241,71.7,257,10,15,37,0,259,149,1.1,8.4
Caleb Wheatland,156454,LB,MARYLAND,11,196,0,215,0,0.8,75.0,35.9,10.3,7.8,0,1,25.0,73.6,0,24,33.3,1,0,99.0,3,33,16.8,92,4,2,4,0,33,37,1.1,11.0,0,3,6.8,54.5,89.0,11.3,6.1,0,4,18.2,68.3,0,28,25.0,4,2,69.1,12,138,70.4,155,5,9,22,0,114,49,0.8,9.5
Ernest Hausmann,156458,LB,MICHIGAN,13,397,0,222,0,-4.6,100.0,77.1,9.8,9.8,0,0,0.0,66.2,0,7,50.0,3,0,118.8,5,54,13.6,70,4,3,5,1,3,26,0.1,0.6,0,9,3.7,83.9,88.6,8.8,7.4,0,0,0.0,58.1,1,30,10.0,3,0,88.3,26,242,61.0,273,8,18,31,0,261,166,1.1,10.0
Jaeden Gould,156459,S,SYRACUSE,8,49,0,304,0,22.0,100.0,100.0,11.0,11.0,0,0,0.0,48.9,0,18,,0,0,158.3,1,11,22.4,11,0,0,1,1,18,0,1.6,18.0,0,1,20.3,66.7,100.0,18.5,12.3,0,0,0.0,46.8,0,45,16.7,1,0,109.7,2,38,77.6,38,0,4,3,0,72,19,1.9,36.0
Malcolm Hartzog Jr.,156462,CB,NEBRASKA,12,357,0,238,0,13.8,73.7,100.0,6.3,4.6,0,0,0.0,44.1,0,42,0.0,0,0,148.4,14,95,26.6,95,1,11,19,2,227,76,2.6,16.2,0,3,12.6,58.8,100.0,10.6,6.2,0,4,11.8,62.3,4,48,40.7,11,3,63.1,20,224,62.7,224,3,13,34,2,261,96,1.2,13.1
Gage Stenger,156466,S,NEBRASKA,2,4,0,238,0,,,100.0,,,0,0,,61.2,0,,,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,,0,0,3.0,0.0,100.0,,1.0,0,0,0.0,60.0,0,,,0,0,39.6,0,1,25.0,1,0,0,1,0,0,0,0.0,
Jalil Martin,156472,S,SYRACUSE,3,36,0,304,0,6.0,100.0,91.7,11.0,11.0,0,0,0.0,52.0,0,66,100.0,1,0,158.3,1,11,30.6,12,0,0,1,1,66,60,6.0,66.0,0,0,11.5,50.0,100.0,22.0,11.0,0,0,0.0,78.1,1,6,0.0,0,0,16.7,1,25,69.4,25,1,3,2,0,6,0,0.3,6.0
Javier Morton,156475,S,TEMPLE,10,160,0,306,0,8.1,63.6,98.3,7.9,5.0,1,2,18.2,67.6,1,15,0.0,0,2,37.7,7,58,36.3,59,1,9,11,0,54,29,1.0,7.7,0,2,14.1,100.0,100.0,7.3,7.3,1,1,8.3,51.1,0,53,14.3,2,1,158.3,12,91,56.9,91,4,10,12,3,249,80,2.8,20.8
DeShon Singleton,156476,S,NEBRASKA,13,414,0,238,0,9.0,60.0,99.1,36.0,21.6,1,0,0.0,60.6,0,10,10.0,1,0,66.3,3,116,28.0,117,3,9,5,0,17,5,0.2,5.7,0,3,12.3,73.3,99.6,22.0,16.1,1,1,6.7,67.0,1,37,11.1,3,1,79.9,11,255,61.6,256,4,21,15,0,160,89,0.7,14.5
C.J. Hicks,156483,LB,OHIO STATE,9,61,0,260,0,,,45.8,,,0,0,,64.0,0,,100.0,1,0,0.0,0,11,18.0,24,2,0,0,0,0,0,0.0,,0,1,1.5,87.5,95.3,5.9,5.1,0,0,0.0,47.9,0,23,0.0,0,0,95.3,7,41,67.2,43,1,4,8,0,55,43,1.3,7.9
Jyaire Brown,156484,CB,LSU,4,26,0,211,0,15.0,50.0,100.0,9.0,4.5,0,0,0.0,52.1,0,29,,0,0,95.8,1,10,38.5,10,0,0,2,0,29,2,3.2,29.0,0,0,-3.0,100.0,78.6,11.0,11.0,0,0,0.0,63.6,0,7,50.0,1,0,95.8,1,11,42.3,14,1,1,1,0,7,10,0.6,7.0
Ryan Turner,156485,CB,BOSTON COL,5,101,0,121,0,17.0,53.8,100.0,6.3,3.4,0,2,15.4,69.2,0,36,16.7,1,2,81.9,7,48,47.5,48,1,5,13,0,109,45,2.5,15.6,0,0,10.0,85.7,100.0,8.0,6.9,0,0,0.0,71.8,1,40,0.0,0,0,62.8,6,50,49.5,50,3,5,7,0,60,4,1.3,10.0
Gabe Powers,156486,LB,OHIO STATE,4,12,0,260,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,1,0,0,0,0,0,0,0.0,,0,1,7.0,0.0,100.0,,8.0,0,1,100.0,71.3,0,,0.0,0,1,39.6,0,9,75.0,9,0,0,1,0,0,0,0.0,
Kye Stokes,156487,S,CINCINNATI,3,24,0,138,0,,,100.0,,,0,0,,60.7,0,,,0,0,0.0,0,2,8.3,2,0,0,0,0,0,0,0.0,,0,0,1.0,100.0,100.0,16.0,16.0,0,0,0.0,70.4,0,8,0.0,0,0,100.0,1,16,66.7,16,1,2,1,0,8,7,0.5,8.0
Caden Curry,156488,ED,OHIO STATE,16,15,0,260,0,,,7.7,,,0,0,,62.0,0,,0.0,0,0,0.0,0,4,26.7,52,2,1,0,0,0,0,0.0,,0,0,4.0,0.0,11.4,,8.0,0,0,0.0,78.9,0,,0.0,0,0,39.6,0,9,60.0,79,5,4,1,0,0,0,0.0,
Thomas Amankwaa,156501,S,RUTGERS,5,16,0,278,0,,,100.0,,,0,0,,62.1,0,,,0,0,0.0,0,6,37.5,6,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.2,0,,,0,0,0.0,0,10,62.5,10,0,0,0,0,0,0,0.0,
Moses Walker,156507,LB,RUTGERS,9,87,0,278,0,2.0,100.0,64.5,19.0,19.0,0,0,0.0,59.0,0,8,0.0,0,0,100.0,1,20,23.0,31,0,1,1,0,8,6,0.4,8.0,0,2,4.0,100.0,93.8,7.5,7.5,0,0,0.0,38.6,0,67,16.7,1,0,158.3,8,60,69.0,64,0,3,8,1,175,143,2.9,21.9
Daedae Hill,156527,CB,FAU,12,271,0,165,1,21.9,30.8,100.0,10.8,3.3,0,2,15.4,53.0,0,54,25.0,1,2,86.1,4,47,17.3,47,1,2,13,1,102,38,2.4,25.5,0,2,14.1,59.4,99.5,10.2,6.1,0,3,9.4,78.9,2,50,20.0,4,3,89.5,19,203,74.9,204,5,14,32,3,251,77,1.3,13.2
Jaylen Wester,156530,LB,COLORADO,7,30,0,143,0,-3.0,100.0,72.7,7.0,7.0,0,0,0.0,65.2,0,5,0.0,0,0,87.5,1,8,26.7,11,1,1,1,0,5,8,0.7,5.0,0,0,2.5,66.7,95.2,5.0,3.3,0,1,16.7,61.1,0,24,33.3,1,1,84.7,4,20,66.7,21,1,2,6,0,39,39,2.0,9.8
Antonio Patterson,156545,S,FIU,10,78,0,166,0,9.4,80.0,100.0,4.8,3.8,0,0,0.0,56.0,0,18,20.0,1,0,105.8,4,22,28.2,22,2,4,5,0,47,20,2.5,11.8,0,1,15.0,33.3,94.2,24.0,8.0,0,0,0.0,67.3,1,15,0.0,0,0,6.3,2,49,62.8,52,0,2,6,0,23,8,0.5,11.5
Hezekiah Masses,156555,CB,FIU,12,379,0,166,1,13.0,50.0,100.0,23.7,11.8,0,0,0.0,68.7,0,13,0.0,0,0,102.1,3,75,19.8,75,0,5,6,1,27,12,0.4,9.0,0,2,10.0,54.3,100.0,13.6,7.4,1,5,14.3,76.3,1,35,5.3,1,2,58.7,19,269,71.0,269,5,16,35,0,196,94,0.8,10.3
Percy Courtney Jr.,156556,LB,FIU,8,64,0,166,0,,,53.3,,,0,0,,72.5,0,,0.0,0,0,0.0,0,8,12.5,15,1,1,0,0,0,0,0.0,,0,0,5.3,100.0,100.0,10.8,10.8,0,0,0.0,72.5,1,16,0.0,0,0,55.2,4,46,71.9,46,3,5,4,0,27,6,0.6,6.8
CJ Christian,156558,S,FIU,11,371,0,166,0,1.0,100.0,96.2,35.5,35.5,0,0,0.0,68.9,0,9,33.3,1,0,104.2,2,76,20.5,79,1,2,2,0,18,16,0.3,9.0,0,9,11.1,62.1,100.0,13.9,8.7,0,2,6.9,70.1,1,44,13.9,5,2,67.5,18,262,70.6,262,8,22,29,0,195,91,0.8,10.8
Jakobe Brock,156576,LB,LA TECH,1,4,0,208,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.3,0,,,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,
Chris Johnson,156592,S,MIDDLE TN,7,34,0,224,1,10.0,33.3,100.0,14.0,4.7,0,1,33.3,54.0,0,19,0.0,0,1,56.3,1,14,41.2,14,0,1,3,0,19,13,1.4,19.0,0,0,2.0,0.0,100.0,,14.0,0,1,100.0,72.3,0,,0.0,0,1,39.6,0,15,44.1,15,0,1,1,0,0,0,0.0,
Patrick Smith-Young,156616,S,DOMINION,10,215,0,263,0,-5.0,100.0,82.5,39.0,39.0,0,0,0.0,70.7,0,-3,50.0,1,0,79.2,1,47,21.9,57,1,1,1,0,-3,2,-0.1,-3.0,0,1,17.7,44.4,99.2,30.8,13.7,1,0,0.0,46.7,1,51,27.3,3,0,79.6,4,130,60.5,131,0,7,9,1,93,32,0.8,23.3
Ethan Wesloski,156620,LB,N TEXAS,13,173,0,251,0,0.0,100.0,52.5,19.0,19.0,0,0,0.0,58.4,0,3,0.0,0,0,79.2,1,21,12.1,40,1,1,1,0,3,3,0.2,3.0,0,3,7.3,60.0,79.1,14.1,8.5,0,2,13.3,50.7,0,31,16.7,2,1,89.0,9,129,74.6,163,4,7,15,0,133,67,1.0,14.8
Jax Van Zandt,156621,LB,UAB,3,7,0,321,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,5,71.4,5,0,0,0,0,0,0,0.0,
Reise Collier,156632,LB,OHIO,1,5,0,259,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,-2.0,100.0,75.0,3.0,3.0,0,0,0.0,63.1,0,6,0.0,0,0,91.7,1,3,60.0,4,1,1,1,0,6,8,2.0,6.0
Joker Gill,156634,ED,UAB,11,2,0,321,0,,,8.0,,,0,0,,62.2,0,,0.0,0,0,0.0,0,2,100.0,25,0,1,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,65.3,0,,,0,0,0.0,0,0,0.0,67,1,0,0,0,0,0,,
Nasir Bashir,156637,CB,UAB,2,8,0,321,0,29.0,100.0,100.0,1.0,1.0,0,0,0.0,47.5,0,31,0.0,0,0,118.8,1,1,12.5,1,0,1,1,0,31,2,31.0,31.0,0,0,46.0,0.0,100.0,,4.0,0,0,0.0,56.1,0,,0.0,0,0,39.6,0,5,62.5,5,0,1,1,0,0,0,0.0,
Kylan Guidry,156639,ED,W KENTUCKY,13,80,0,346,2,-4.5,50.0,27.7,23.0,11.5,0,0,0.0,58.7,0,-1,25.0,1,0,56.3,1,23,28.8,83,1,1,2,0,-1,6,0.0,-1.0,0,0,5.0,100.0,36.8,5.0,5.0,0,0,0.0,58.0,0,17,0.0,0,0,91.7,4,21,26.3,57,2,2,4,0,24,4,1.2,6.0
Keyron Crawford,156660,ED,AUBURN,12,52,0,115,1,,,6.8,,,0,0,,63.6,0,,33.3,2,0,0.0,0,6,11.5,88,3,3,0,0,0,0,0.0,,0,1,5.9,77.8,36.7,5.0,3.9,0,0,0.0,54.1,0,15,0.0,0,0,97.2,7,36,69.2,98,4,9,9,0,66,30,1.9,9.4
Websley Etienne,156663,S,ARK STATE,12,372,0,113,0,17.3,58.3,100.0,6.7,3.9,0,0,0.0,30.8,0,26,0.0,0,0,117.4,7,54,14.5,54,0,4,12,2,78,10,1.7,11.1,0,1,13.6,69.0,100.0,11.7,8.1,1,4,13.8,66.6,2,75,23.1,6,3,99.9,20,247,66.4,247,5,19,29,2,321,128,1.4,16.1
James Reed III,156665,S,ARK STATE,3,88,0,113,0,14.0,50.0,100.0,10.0,5.0,0,0,0.0,64.3,0,8,50.0,1,0,60.4,1,11,12.5,11,1,1,2,0,8,3,0.8,8.0,0,1,21.3,50.0,100.0,20.0,10.0,0,1,16.7,60.1,0,39,20.0,1,1,133.3,3,61,69.3,61,0,3,6,2,72,20,1.2,24.0
Josiah Robinson,156669,LB,GA STATE,11,183,0,175,1,0.5,50.0,56.9,35.0,17.5,0,0,0.0,59.0,0,6,0.0,0,0,56.3,1,37,20.2,65,2,2,2,0,6,7,0.2,6.0,0,3,3.6,93.3,91.9,7.4,6.9,0,1,6.7,44.4,0,21,7.7,1,1,96.7,14,113,61.7,123,5,9,15,0,108,83,1.0,7.7
Matthew McDoom,156676,CB,COAST CAR,12,293,0,141,1,16.4,50.0,100.0,10.9,5.4,0,2,12.5,69.7,1,33,0.0,0,1,65.4,8,92,31.4,92,2,7,16,1,103,34,1.2,12.9,0,1,16.9,31.0,99.4,18.2,5.7,3,10,34.5,75.3,2,26,10.5,2,9,21.6,9,173,59.0,174,6,16,29,0,156,30,1.0,17.3
Elijah Hopkins,156678,CB,LIBERTY,1,7,0,206,0,,,100.0,,,0,0,,61.2,0,,,0,0,0.0,0,2,28.6,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.5,0,,,0,0,0.0,0,4,57.1,4,0,0,0,0,0,0,0.0,
Jerrod Cameron Jr.,156679,CB,UMASS,12,102,0,216,0,11.6,64.3,100.0,6.4,4.1,0,1,7.1,44.5,0,26,33.3,2,1,133.3,9,66,64.7,66,2,4,14,2,128,47,2.2,14.2,0,0,,,100.0,,,0,0,,70.5,0,,,0,0,0.0,0,7,6.9,7,0,0,0,0,0,0,0.0,
Tray Brown,156681,LB,COAST CAR,13,172,0,141,0,3.0,100.0,69.1,35.0,35.0,0,0,0.0,57.8,0,2,,0,0,118.8,1,38,22.1,55,1,0,1,1,2,0,0.1,2.0,0,3,4.6,50.0,87.9,28.0,14.0,0,1,12.5,59.2,0,13,12.5,1,1,62.0,4,116,67.4,132,2,4,8,0,35,44,0.3,8.8
Isaiah Holland,156694,S,GA STATE,2,17,0,175,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.9,1,0,0,0,0,0,0,0.0,,0,0,7.5,100.0,100.0,6.5,6.5,0,0,0.0,43.0,0,18,,0,0,118.8,2,13,76.5,13,0,0,2,0,32,17,2.5,16.0
D-Icey Hopkins,156697,S,GA STATE,12,165,0,175,1,0.7,100.0,98.1,17.0,17.0,0,0,0.0,69.2,0,9,28.6,2,0,86.1,3,53,32.1,54,2,4,3,0,14,12,0.3,4.7,0,0,-2.3,75.0,100.0,21.7,16.3,0,1,25.0,72.9,0,5,16.7,1,1,77.1,3,70,42.4,70,2,5,4,0,8,15,0.1,2.7
Izaiah Guy,156698,CB,GA STATE,11,263,0,175,0,9.5,38.5,100.0,11.6,4.5,0,3,23.1,55.8,0,12,0.0,0,0,46.6,5,60,22.8,60,1,3,13,0,31,15,0.5,6.2,0,0,15.8,52.0,98.1,11.3,5.9,1,2,8.0,53.6,0,52,7.7,1,1,97.6,13,155,58.9,158,2,12,25,1,233,53,1.6,17.9
JJ Johnson,156702,S,GA STATE,12,345,0,175,1,7.7,100.0,91.6,12.0,12.0,0,0,0.0,46.7,0,18,33.3,2,0,158.0,7,87,25.2,95,1,3,7,1,87,33,1.0,12.4,0,0,7.4,72.0,97.6,10.5,7.6,0,4,16.0,66.4,0,22,20.8,5,3,104.4,18,200,58.0,205,5,19,25,1,174,120,0.9,9.7
Amar Thomas,156719,ED,JAMES MAD,13,41,0,197,0,15.0,0.0,26.7,,12.0,0,0,0.0,64.5,0,,0.0,0,0,39.6,0,12,29.3,45,0,1,1,0,0,0,0.0,,0,1,2.0,100.0,25.0,6.3,6.3,0,0,0.0,59.2,0,18,25.0,1,0,91.7,4,26,63.4,104,2,2,4,0,24,16,1.0,6.0
Chauncey Logan Jr.,156720,CB,JAMES MAD,10,199,0,197,0,17.6,44.4,100.0,8.8,3.9,0,1,11.1,69.0,1,20,0.0,0,1,62.5,4,40,20.1,40,0,3,9,1,56,4,1.6,14.0,0,0,10.2,61.1,100.0,12.8,7.8,2,3,16.7,64.6,0,24,20.0,3,1,74.1,11,143,71.9,143,4,12,18,0,91,33,0.6,8.3
Trent Hendrick,156721,LB,JAMES MAD,13,315,0,197,0,2.8,44.4,77.8,18.5,8.2,0,0,0.0,63.4,0,23,0.0,0,0,93.3,4,84,26.7,108,2,4,9,1,37,18,0.5,9.3,0,1,3.1,75.0,85.1,11.1,8.3,0,1,4.2,70.4,0,20,15.4,2,1,91.1,18,206,65.4,242,5,10,24,0,153,143,0.8,8.5
Jacob Thomas,156722,S,JAMES MAD,13,415,0,197,0,12.3,0.0,93.5,,35.0,0,0,0.0,74.5,2,,33.3,2,0,0.0,0,115,27.7,123,2,4,3,0,0,0,0.0,,0,5,12.7,40.0,97.5,65.3,26.1,0,2,20.0,77.5,1,27,17.4,4,2,20.4,4,272,65.5,279,3,14,10,0,59,37,0.2,14.8
Brent Austin,156723,CB,USF,13,433,0,327,2,14.8,36.0,100.0,16.2,5.8,1,5,20.0,61.5,0,30,9.1,1,3,52.8,9,162,37.4,162,1,8,25,0,124,40,0.8,13.8,0,4,12.4,40.7,98.4,20.7,8.4,2,7,25.9,79.4,2,25,3.7,1,7,21.5,11,240,55.4,244,7,22,27,0,106,44,0.5,9.6
Justin Eaglin,156724,CB,JAMES MAD,9,154,0,197,0,16.6,44.4,100.0,10.5,4.7,0,0,0.0,42.9,0,42,0.0,0,0,72.5,4,46,29.9,46,1,3,9,0,72,8,1.7,18.0,0,1,16.2,43.8,100.0,13.4,5.9,0,0,0.0,57.8,1,29,22.2,2,0,28.4,7,98,63.6,98,3,6,16,0,61,48,0.6,8.7
Aiden Fisher,156725,LB,INDIANA,13,401,0,190,0,17.0,0.0,71.8,,26.0,0,0,0.0,58.9,0,,50.0,1,0,39.6,0,28,7.0,39,0,1,1,0,0,0,0.0,,0,9,4.6,76.2,88.3,9.2,7.0,3,3,7.1,54.6,0,23,11.9,5,3,94.6,32,309,77.1,350,14,28,42,0,293,180,1.0,9.2
Kailep Edwards,156745,LB,LA LAFAYET,4,19,0,207,0,,,100.0,,,0,0,,61.1,0,,,0,0,0.0,0,3,15.8,3,0,0,0,0,0,0,0.0,,0,0,20.0,0.0,94.1,,15.0,0,0,0.0,56.1,0,,,0,0,39.6,0,16,84.2,17,0,0,1,0,0,0,0.0,
Lorenzell Dubose,156747,CB,LA LAFAYET,8,148,0,207,0,7.7,50.0,100.0,9.7,4.8,0,1,16.7,55.9,0,5,0.0,0,1,95.8,3,30,20.3,30,1,1,6,1,1,1,0.0,0.3,0,0,13.1,72.7,99.1,13.9,10.1,0,0,0.0,67.8,0,35,14.3,1,0,134.7,8,111,75.0,112,1,6,11,1,110,41,1.0,13.8
Maurion Eleam,156750,CB,LA LAFAYET,4,18,0,207,0,,,75.0,,,0,0,,62.1,0,,,0,0,0.0,0,3,16.7,4,0,0,0,0,0,0,0.0,,0,0,,,83.3,,,0,0,,59.0,0,,100.0,2,0,0.0,0,15,83.3,18,0,0,0,0,0,0,0.0,
Carl Glass Jr.,156769,LB,LA MONROE,12,224,0,209,4,5.5,100.0,57.3,11.5,11.5,0,0,0.0,63.2,0,27,0.0,0,0,118.8,4,47,21.0,82,4,4,4,0,54,32,1.2,13.5,0,1,4.2,82.4,84.7,10.6,8.8,0,0,0.0,68.7,0,17,18.8,3,0,93.4,14,160,71.4,189,6,12,17,0,109,66,0.7,7.8
Markeegan Gray,156780,LB,LA MONROE,3,10,0,209,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,10.0,2,0,0,0,0,0,0,0.0,,0,0,10.0,100.0,100.0,8.0,8.0,0,0,0.0,55.8,0,11,100.0,1,0,112.5,1,8,80.0,8,0,0,1,0,11,1,1.4,11.0
Kenard Snyder,156781,ED,IOWA STATE,10,3,0,193,0,,,9.4,,,0,0,,61.7,0,,0.0,0,0,0.0,0,3,100.0,32,3,1,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,23,0,0,0,0,0,0,,
Brett Drillette,156782,LB,LA MONROE,4,16,0,209,0,,,66.7,,,0,0,,62.2,0,,,0,0,0.0,0,4,25.0,6,0,0,0,0,0,0,0.0,,0,0,9.0,50.0,90.0,9.0,4.5,0,0,0.0,33.9,0,25,50.0,1,0,95.8,1,9,56.3,10,0,1,2,0,25,9,2.8,25.0
