player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Antonio Carter II,103597,S,JVILLE ST,14,399,0,196,3,3.3,76.5,98.1,14.8,11.3,1,1,5.9,67.5,1,14,16.7,3,1,60.2,13,204,51.1,208,5,12,17,0,77,53,0.4,5.9,0,1,13.8,50.0,99.3,33.8,16.9,0,1,12.5,68.5,0,14,12.5,1,1,59.4,4,141,35.3,142,0,6,8,0,30,5,0.2,7.5
Kam Alexander,103620,CB,OREGON,7,42,0,264,0,31.5,50.0,94.7,17.0,8.5,0,0,0.0,81.7,1,35,0.0,0,0,56.3,1,18,42.9,19,0,1,2,0,35,4,2.1,35.0,0,1,9.0,0.0,100.0,,23.0,0,0,0.0,63.0,0,,0.0,0,0,39.6,0,23,54.8,23,0,0,1,0,0,0,0.0,
Logan Lutui,103655,ED,BYU,13,43,0,128,0,-5.0,100.0,8.1,5.0,5.0,0,0,0.0,51.3,0,16,100.0,1,0,158.3,1,5,11.6,62,0,0,1,1,16,21,3.2,16.0,0,0,5.5,75.0,29.9,10.7,8.0,0,0,0.0,46.0,0,14,100.0,1,0,89.6,3,32,74.4,107,0,0,4,0,24,2,0.8,8.0
Elijah Anderson-Taylor,103763,LB,FIU,12,311,0,166,0,-2.0,0.0,66.7,,19.5,0,0,0.0,56.4,0,,0.0,0,0,39.6,0,40,12.9,60,1,1,2,0,0,0,0.0,,0,4,4.1,76.7,93.8,10.2,7.8,0,1,3.3,73.5,0,56,6.5,2,0,103.5,23,241,77.5,257,10,25,30,1,190,99,0.8,8.3
Brevin Randle,103830,LB,UTSA,13,216,0,331,0,,,71.0,,,0,0,,64.2,0,,,0,0,0.0,0,22,10.2,31,0,0,0,0,0,0,0.0,,0,1,4.5,87.5,87.0,10.6,9.3,0,0,0.0,59.7,0,51,16.7,3,0,113.3,14,161,74.5,185,6,14,16,0,179,153,1.2,12.8
Justin Whiteside,104220,LB,C MICHIGAN,12,202,0,134,0,6.0,0.0,66.2,,43.0,0,0,0.0,64.0,0,,100.0,1,0,39.6,0,47,23.3,71,2,0,1,0,0,0,0.0,,0,4,5.0,64.3,87.3,12.4,8.0,0,1,7.1,69.0,0,21,7.7,1,1,78.3,9,117,57.9,134,4,8,14,0,76,42,0.7,8.4
Kriston Davis,104229,CB,HOUSTON,6,38,0,182,0,9.0,50.0,100.0,5.0,2.5,0,1,50.0,66.4,0,10,,0,1,104.2,1,5,13.2,5,0,0,2,1,10,1,2.0,10.0,0,0,6.8,75.0,100.0,6.3,4.8,0,0,0.0,51.6,0,14,0.0,0,0,81.3,3,22,57.9,22,1,1,4,0,16,2,0.8,5.3
Zah Frazier,104231,CB,UTSA,12,294,0,331,0,22.0,50.0,95.1,8.8,4.4,0,2,25.0,60.5,0,28,0.0,0,1,77.6,4,39,13.3,41,0,3,8,0,65,15,1.9,16.3,0,0,16.7,46.4,100.0,15.8,7.4,2,6,21.4,79.3,5,35,6.7,1,4,39.1,13,219,74.5,219,2,14,28,1,175,34,0.8,13.5
Daego Albert,104300,S,UNLV,2,19,0,325,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.3,1,0,0,0,0,0,0,0.0,,0,0,7.5,100.0,100.0,7.5,7.5,0,0,0.0,58.6,0,13,0.0,0,0,102.1,2,15,78.9,15,0,2,2,0,17,2,1.1,8.5
Kabbash Richards,104362,ED,AKRON,9,2,0,102,0,,,16.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,6,0,0,0,0,0,0,0.0,,0,0,,,2.4,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,42,2,0,0,0,0,0,,
Jack Barton,104365,ED,UCONN,13,7,0,146,0,,,10.9,,,0,1,,63.0,0,,,0,1,0.0,0,6,85.7,55,0,0,0,0,0,0,0.0,,0,0,5.0,100.0,1.0,1.0,1.0,0,0,0.0,59.7,0,6,0.0,0,0,91.7,1,1,14.3,104,2,1,1,0,6,1,6.0,6.0
Khairi Manns,104402,ED,JAMES MAD,13,117,0,197,0,10.0,0.0,34.4,,31.0,1,1,100.0,70.7,0,,100.0,1,1,39.6,0,32,27.4,93,1,0,1,0,0,0,0.0,,0,2,5.0,90.9,33.9,8.0,7.3,0,0,0.0,54.3,0,22,10.0,1,0,103.0,10,81,69.2,239,10,7,11,0,96,45,1.2,9.6
Marlem Louis,104423,ED,S DIEGO ST,10,8,0,284,0,-2.0,100.0,0.0,0.0,0.0,0,0,0.0,60.0,0,-1,100.0,1,0,79.2,1,0,0.0,24,0,0,1,0,-1,1,,-1.0,0,0,4.0,50.0,6.9,7.0,3.5,0,0,0.0,61.6,0,5,,0,0,56.3,1,8,100.0,116,3,0,2,0,5,0,0.7,5.0
Aidan Kaler,104575,LB,CHARLOTTE,6,20,0,136,0,,,71.4,,,0,0,,61.8,0,,,0,0,0.0,0,5,25.0,7,0,0,0,0,0,0,0.0,,0,0,,,85.7,,,0,0,,56.5,0,,0.0,0,0,0.0,0,12,60.0,14,0,1,0,0,0,0,0.0,
Davion Ross,104927,CB,MEMPHIS,13,497,0,218,0,12.7,46.2,99.3,10.7,4.9,1,3,11.5,59.3,1,37,0.0,0,2,62.3,12,139,28.0,140,4,11,26,1,156,33,1.2,13.0,0,2,10.0,55.3,99.2,12.0,6.6,0,4,10.5,65.4,2,75,14.3,3,3,75.0,21,260,52.3,262,5,16,38,2,285,156,1.1,13.6
Branson Combs,105001,LB,WAKE,11,282,0,339,0,-0.5,100.0,72.7,14.5,14.5,0,0,0.0,73.2,0,3,0.0,0,0,79.2,2,32,11.3,44,1,4,2,0,2,3,0.1,1.0,0,7,4.7,87.1,89.7,8.3,7.2,2,1,3.2,56.2,1,21,7.9,3,1,90.5,27,227,80.5,253,9,28,31,0,277,162,1.2,10.3
Omar Rogers,105076,S,E CAROLINA,13,345,0,156,1,6.6,100.0,84.6,8.0,8.0,0,0,0.0,64.3,0,36,50.0,2,0,147.9,5,44,12.8,52,1,1,5,1,50,17,1.3,10.0,0,3,12.1,72.7,95.9,28.1,20.5,0,3,27.3,61.4,1,27,13.0,3,3,94.5,8,235,68.1,245,1,17,11,1,104,28,0.5,13.0
Ja'Corey Benjamin,105089,CB,BOWL GREEN,13,325,0,122,1,11.6,40.0,100.0,24.0,9.6,0,0,0.0,66.4,0,22,20.0,1,0,57.9,2,49,15.1,49,1,3,5,0,27,26,0.6,13.5,0,1,19.6,44.4,100.0,18.6,8.3,0,4,14.8,74.3,1,79,6.7,1,3,105.7,12,230,70.8,230,3,13,27,4,275,128,1.2,22.9
Nathan Kapongo,105249,DI,AKRON,12,1,0,102,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,34,1,0,0,0,0,0,,,0,0,,,0.6,,,0,0,,61.6,0,,42.9,3,0,0.0,0,1,100.0,154,3,4,0,0,0,0,0.0,
Kale Edwards,105337,ED,NEW MEX ST,12,13,0,242,0,,,8.3,,,0,0,,62.1,0,,100.0,1,0,0.0,0,5,38.5,60,1,0,0,0,0,0,0.0,,0,3,5.0,100.0,4.6,8.0,8.0,0,0,0.0,65.6,0,21,25.0,3,0,118.8,1,8,61.5,174,8,6,1,0,21,16,2.6,21.0
Trey Jones III,105795,S,TEXAS A&M,11,108,0,312,0,10.0,100.0,90.0,12.5,12.5,0,0,0.0,59.0,0,21,0.0,0,0,118.8,2,27,25.0,30,0,2,2,0,27,7,1.1,13.5,0,0,3.4,100.0,98.4,11.8,11.8,0,0,0.0,46.0,0,15,12.5,1,0,101.7,5,61,56.5,62,4,7,5,0,42,25,0.7,8.4
Ke'Shon Parker,105799,LB,C MICHIGAN,4,7,0,134,0,,,50.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,28.6,4,0,0,0,0,0,0,0.0,,0,1,1.5,100.0,80.0,2.0,2.0,0,0,0.0,51.1,0,7,0.0,0,0,89.6,2,4,57.1,5,1,0,2,0,11,8,2.8,5.5
Amir Wallace,105835,CB,S JOSE ST,11,275,0,285,0,6.5,100.0,95.7,10.5,10.5,0,0,0.0,42.2,0,20,33.3,1,0,116.7,2,22,8.0,23,0,2,2,0,24,11,1.1,12.0,0,1,12.8,46.4,99.5,14.1,6.5,0,5,17.9,70.1,0,41,8.0,2,4,80.7,13,189,68.7,190,6,22,28,1,188,45,1.0,14.5
Troy Jakubec,105923,CB,UAB,6,48,0,321,1,11.0,0.0,100.0,,10.0,0,0,0.0,71.6,0,,0.0,0,0,39.6,0,10,20.8,10,0,0,1,0,0,0,0.0,,0,0,27.8,50.0,100.0,10.0,5.0,0,0,0.0,58.3,0,77,0.0,0,0,135.4,3,33,68.8,33,0,1,6,1,121,38,4.0,40.3
D'Marco Augustin,105925,S,USF,10,147,0,327,0,3.7,57.1,76.7,10.3,5.9,0,1,14.3,72.1,0,7,0.0,0,1,102.4,4,46,31.3,60,1,5,7,1,22,7,0.5,5.5,0,1,5.7,85.7,88.5,12.2,10.4,0,0,0.0,62.1,1,63,20.0,1,0,118.8,6,77,52.4,87,2,3,7,1,111,90,1.5,18.5
Paul Lewis III,105990,S,AKRON,12,325,0,102,0,2.7,66.7,78.8,18.5,12.3,0,1,33.3,59.5,0,35,33.3,2,1,109.7,2,41,12.6,52,1,4,3,0,46,38,1.2,23.0,0,1,11.3,64.3,94.6,22.2,14.3,1,3,21.4,60.0,0,31,25.0,4,2,132.7,9,209,64.3,221,2,11,14,2,126,42,0.6,14.0
Kendren Smith,106009,CB,VIRGINIA,12,292,0,335,0,14.2,70.0,97.0,12.6,8.8,0,1,10.0,50.6,0,61,22.2,2,0,145.8,7,97,33.2,100,3,7,10,1,141,56,1.6,20.1,0,2,9.8,66.7,97.2,8.2,5.5,0,1,3.3,59.2,1,52,15.0,3,1,79.6,20,173,59.2,178,6,15,30,0,258,134,1.6,12.9
Diassa Diakite,106027,CB,DUKE,4,17,0,154,0,-2.0,100.0,100.0,5.0,5.0,0,0,0.0,47.2,0,-2,,0,0,79.2,1,6,35.3,6,0,0,1,0,-2,0,-0.4,-2.0,0,0,2.0,0.0,100.0,,8.0,1,1,100.0,75.3,0,,,0,1,39.6,0,8,47.1,8,0,0,1,0,0,0,0.0,
Dylan Wudke,106263,ED,KANSAS,12,15,0,198,0,,,3.8,,,0,0,,64.1,0,,100.0,1,0,0.0,0,2,13.3,52,1,0,0,0,0,0,0.0,,0,1,2.0,100.0,10.9,10.0,10.0,0,0,0.0,54.0,0,16,50.0,1,0,118.8,1,10,66.7,92,1,0,1,0,16,14,1.6,16.0
Sebastian Benjamin,106272,ED,W KENTUCKY,13,53,0,346,0,-5.0,100.0,16.7,8.0,8.0,0,0,0.0,62.9,0,4,33.3,1,0,79.2,2,17,32.1,102,4,2,2,0,1,11,0.1,0.5,0,0,4.5,100.0,28.6,7.0,7.0,0,0,0.0,56.9,0,14,0.0,0,0,97.9,2,16,30.2,56,1,1,2,0,15,6,1.1,7.5
Charles Looes,106423,ED,RICE,12,9,0,275,0,,,3.4,,,0,0,,58.2,0,,100.0,1,0,0.0,0,4,44.4,117,2,0,0,0,0,0,0.0,,0,0,,,2.6,,,0,0,,59.3,0,,,0,0,0.0,0,4,44.4,156,2,0,0,0,0,0,0.0,
Jelani Stafford,106431,DI,UCONN,13,17,0,146,0,,,17.0,,,0,1,,57.4,0,,0.0,0,1,0.0,0,16,94.1,94,1,1,0,0,0,0,0.0,,0,0,,,0.6,,,0,0,,58.3,0,,66.7,2,0,0.0,0,1,5.9,165,1,1,0,0,0,0,0.0,
Chris Fitzgerald,106662,DI,JAMES MAD,13,1,0,197,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,71,1,0,0,0,0,0,,,0,0,,,0.5,,,0,0,,66.0,1,,,0,0,0.0,0,1,100.0,192,2,0,0,0,0,0,0.0,
Dom Jones,106697,CB,COLO STATE,13,376,0,144,0,6.7,63.6,98.2,7.0,4.5,0,2,9.1,65.4,1,14,0.0,0,2,85.2,14,107,28.5,109,2,10,22,2,99,33,1.0,7.1,0,0,11.6,61.5,99.5,12.3,7.6,0,4,15.4,79.2,1,51,8.0,2,3,81.4,16,201,53.5,202,6,23,26,1,195,63,1.0,12.2
Donnell Brown,108107,ED,MARYLAND,11,35,0,215,0,,,13.8,,,0,0,,61.8,0,,100.0,1,0,0.0,0,8,22.9,58,0,0,0,0,0,0,0.0,,0,0,7.6,60.0,20.4,7.0,4.2,0,1,20.0,66.8,0,23,0.0,0,1,81.3,3,21,60.0,103,1,2,5,0,35,7,1.7,11.7
Laletia Hale,108118,LB,JVILLE ST,14,222,0,196,0,2.7,71.4,45.9,16.0,11.4,0,2,28.6,50.7,0,24,100.0,1,2,148.2,5,84,37.8,183,2,0,7,1,79,59,1.0,15.8,0,2,6.1,81.8,79.1,10.8,8.8,0,0,0.0,55.1,0,24,18.2,2,0,103.8,9,102,45.9,129,6,7,11,0,98,48,1.0,10.9
Kobe Hylton,109237,CB,OKLA STATE,12,285,0,262,0,15.0,54.2,100.0,9.5,5.2,0,3,12.5,44.2,1,38,7.7,1,2,82.8,13,131,46.0,131,1,12,24,1,225,90,1.8,17.3,0,0,4.7,75.0,98.6,14.8,11.1,0,0,0.0,76.0,0,16,6.7,1,0,83.3,9,138,48.4,140,7,14,12,0,54,41,0.4,6.0
Chris Hardie,109593,ED,OLE MISS,7,7,0,226,0,,,4.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,25,1,0,0,0,0,0,0.0,,0,0,7.0,100.0,23.8,5.0,5.0,0,0,0.0,50.2,0,11,100.0,1,0,112.5,1,5,71.4,21,0,0,1,0,11,4,2.2,11.0
Khalib Gilmore,111057,ED,BALL ST,7,11,0,117,0,,,21.4,,,0,0,,61.1,0,,,0,0,0.0,0,3,27.3,14,0,0,0,0,0,0,0.0,,0,0,,,24.2,,,0,0,,62.6,0,,,0,0,0.0,0,8,72.7,33,0,0,0,0,0,0,0.0,
C'Darius Kelley,111075,CB,WAKE,10,224,0,339,0,12.5,50.0,97.6,18.5,9.3,0,1,25.0,63.5,0,20,,0,0,106.3,2,40,17.9,41,0,0,4,2,22,0,0.6,11.0,0,0,14.6,64.3,99.4,17.7,11.4,0,3,21.4,73.7,0,24,16.7,2,2,81.3,9,163,72.8,164,1,10,14,0,86,37,0.5,9.6
Tra Thomas,116043,ED,TEMPLE,12,18,0,306,0,,,1.9,,,0,0,,60.1,0,,,0,0,0.0,0,2,11.1,104,1,0,0,0,0,0,0.0,,0,1,-1.0,100.0,7.6,6.5,6.5,0,0,0.0,56.9,1,5,50.0,1,0,39.6,2,13,72.2,170,1,0,2,0,6,8,0.5,3.0
Terrell Allen,121341,ED,TULANE,12,6,0,319,0,,,3.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,30,0,0,0,0,0,0,,,0,1,3.0,100.0,8.6,2.5,2.5,0,0,0.0,37.3,0,8,60.0,3,0,87.5,2,5,83.3,58,0,1,2,0,10,4,2.0,5.0
Kory Chapman,121344,S,UTEP,10,258,0,330,2,9.5,63.6,71.7,11.7,7.5,0,2,18.2,58.7,1,36,0.0,0,0,38.8,7,86,33.3,120,4,5,11,0,57,21,0.7,8.1,0,1,-0.4,93.3,85.8,10.2,9.5,1,0,0.0,63.6,1,23,33.3,7,0,58.6,14,151,58.5,176,9,13,15,0,71,73,0.5,5.1
Elijah Culp,121345,CB,CHARLOTTE,10,253,0,136,0,17.9,50.0,100.0,11.6,5.8,0,1,10.0,45.8,0,73,0.0,0,0,135.4,5,63,24.9,63,1,5,10,2,153,48,2.6,30.6,0,4,15.6,51.7,100.0,10.3,5.3,0,2,6.9,65.8,1,40,6.7,1,2,75.6,15,164,64.8,164,3,10,29,1,232,41,1.5,15.5
Sam Howard,121351,LB,TULANE,13,213,0,319,2,-3.0,100.0,77.4,12.0,12.0,0,0,0.0,61.8,0,21,28.6,2,0,96.7,5,65,30.5,84,1,3,5,0,36,51,0.6,7.2,0,0,5.3,60.0,81.7,12.4,7.5,1,2,13.3,60.2,1,44,16.7,2,2,58.2,9,116,54.5,142,5,10,15,0,122,54,1.1,13.6
TyQaze Leggs,121354,ED,MARSHALL,12,4,0,214,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,59,1,0,0,0,0,0,,,0,2,,,3.1,,,0,0,,74.0,0,,0.0,0,0,0.0,0,4,100.0,130,2,0,0,0,0,0,0.0,
Yam Banks,121407,S,OLE MISS,11,202,0,226,1,4.3,42.9,98.4,19.7,8.4,0,1,14.3,72.2,0,18,50.0,1,1,90.5,3,61,30.2,62,0,0,7,1,22,20,0.4,7.3,0,1,7.1,45.5,100.0,22.2,10.1,0,2,18.2,78.9,0,12,25.0,2,0,52.5,5,119,58.9,119,4,5,11,0,28,44,0.3,5.6
Tyrese Hopkins,121461,LB,LA MONROE,11,172,0,209,0,3.0,100.0,58.5,18.0,18.0,0,0,0.0,65.7,0,9,40.0,2,0,100.0,2,38,22.1,65,0,3,2,0,16,10,0.4,8.0,0,2,2.2,80.0,94.1,15.1,12.1,0,1,10.0,54.6,0,21,11.1,1,1,101.7,8,127,73.8,135,1,6,10,0,84,67,0.7,10.5
Colby Dempsey,121487,CB,UAB,12,341,0,321,1,14.4,47.1,98.9,10.9,5.1,0,6,35.3,61.1,0,74,25.0,2,3,130.3,8,90,26.4,91,0,5,17,2,203,102,2.3,25.4,0,1,17.4,27.6,100.0,24.6,6.8,0,4,13.8,58.0,1,50,20.0,1,3,56.0,8,212,62.2,212,0,3,29,2,141,49,0.7,17.6
Mac McWilliams,121497,CB,UCF,11,297,0,323,1,15.8,55.6,98.7,14.2,7.9,0,1,11.1,72.5,0,20,25.0,2,1,108.6,5,76,25.6,77,1,5,9,1,50,16,0.7,10.0,0,0,10.4,72.2,97.0,11.8,8.6,0,0,0.0,80.5,0,18,0.0,0,0,97.9,13,163,54.9,168,9,13,18,1,74,13,0.5,5.7
Kenneth Harris,121523,CB,OKLA STATE,9,41,0,262,0,22.0,0.0,100.0,,9.0,0,1,50.0,71.3,0,,0.0,0,0,39.6,0,20,48.8,20,0,1,2,0,0,0,0.0,,0,0,-4.0,100.0,100.0,17.0,17.0,0,0,0.0,71.4,0,0,0.0,0,0,79.2,1,17,41.5,17,1,1,1,0,0,4,0.0,0.0
CJ Harris,121524,LB,LA TECH,11,162,0,208,0,,,12.5,,,0,0,,61.3,0,,,0,0,0.0,0,3,1.9,24,0,0,0,0,0,0,0.0,,0,5,4.5,85.7,68.6,9.5,8.1,0,0,0.0,56.9,0,18,23.1,3,0,96.7,12,120,74.1,175,3,5,14,0,101,50,0.9,8.4
Trevian Thomas,121544,S,ARK STATE,13,434,0,113,0,12.9,76.9,100.0,6.0,4.6,0,0,0.0,61.1,1,30,0.0,0,0,96.0,10,67,15.4,67,2,7,13,1,113,22,1.9,11.3,0,5,14.3,51.6,99.3,16.9,8.7,0,3,9.7,42.6,3,75,25.0,7,3,63.0,16,284,65.4,286,5,16,31,2,268,108,1.0,16.8
Hamilton Baker,121551,S,ARMY,4,24,0,114,0,11.0,0.0,33.3,,3.0,0,1,100.0,70.4,0,,,0,0,39.6,0,3,12.5,9,0,0,1,0,0,0,0.0,,0,0,,,75.0,,,0,0,,64.7,0,,,0,0,0.0,0,9,37.5,12,0,0,0,0,0,0,0.0,
Michael Batton,121664,LB,HOUSTON,12,302,0,182,2,-2.3,100.0,51.5,10.7,10.7,0,0,0.0,69.0,0,6,20.0,1,0,79.2,3,35,11.6,68,2,2,3,0,6,13,0.2,2.0,0,7,7.7,83.3,89.5,9.3,7.7,0,0,0.0,56.9,1,42,13.0,3,0,96.2,20,197,65.2,220,2,13,24,0,270,136,1.5,13.5
Channing Canada,121668,CB,TCU,13,293,0,305,0,9.8,54.5,100.0,9.0,4.9,0,0,0.0,53.1,0,14,0.0,0,0,96.0,6,59,20.1,59,1,6,11,1,48,9,0.9,8.0,0,2,13.1,60.7,99.0,11.6,7.1,0,4,14.3,67.2,0,15,5.0,1,0,89.0,17,204,69.6,206,5,17,28,1,164,29,0.8,9.6
Isaiah Cash,121669,S,SM HOUSTON,13,475,0,281,2,9.4,72.7,94.3,13.1,9.5,0,1,9.1,72.7,0,20,0.0,0,1,113.4,8,115,24.2,122,2,7,11,1,54,16,0.5,6.8,0,1,10.9,52.9,100.0,14.3,7.6,2,7,20.6,73.6,1,29,4.0,1,7,70.6,18,270,56.8,270,5,23,34,1,219,78,0.8,12.2
Immanuel Bush,121724,DI,JAMES MAD,13,3,0,197,0,,,1.2,,,0,0,,59.4,0,,100.0,1,0,0.0,0,1,33.3,85,0,0,0,0,0,0,0.0,,0,1,,,0.5,,,0,0,,69.4,1,,50.0,2,0,0.0,0,1,33.3,220,2,1,0,0,0,0,0.0,
JoJo Evans Jr.,121728,S,FIU,12,371,0,166,1,9.4,62.5,98.6,13.2,8.3,0,0,0.0,55.4,0,32,0.0,0,0,92.2,5,68,18.3,69,0,3,8,0,73,39,1.1,14.6,0,2,13.5,65.5,99.6,13.9,9.1,3,5,17.2,72.2,2,62,14.7,5,5,80.1,19,275,74.1,276,12,27,29,1,283,130,1.1,14.9
Daytione Smith,121749,CB,MARSHALL,11,98,0,214,0,16.0,0.0,100.0,,9.0,0,0,0.0,67.8,0,,0.0,0,0,39.6,0,19,19.4,19,0,1,2,0,0,0,0.0,,0,0,5.5,25.0,100.0,61.0,15.3,0,1,25.0,72.5,0,3,0.0,0,0,39.6,1,62,63.3,62,1,1,4,0,3,1,0.0,3.0
An'Darius Coffey,121757,S,MEMPHIS,11,135,0,218,0,8.3,75.0,100.0,6.0,4.5,0,0,0.0,51.7,0,27,0.0,0,0,129.2,6,39,28.9,39,1,3,8,2,48,8,1.3,8.0,0,1,35.0,100.0,95.6,31.5,31.5,0,0,0.0,55.6,0,39,0.0,0,0,158.3,2,65,48.1,68,0,4,2,1,72,5,1.1,36.0
Devonte Golden-Nelson,121780,CB,AKRON,12,302,0,102,0,20.6,42.9,100.0,14.0,6.0,0,2,28.6,59.6,0,27,33.3,1,1,72.9,3,45,14.9,45,0,2,7,0,59,13,1.4,19.7,0,3,9.7,70.0,100.0,8.8,6.1,0,3,10.0,64.2,0,44,0.0,0,2,106.1,21,193,63.9,193,2,21,30,1,249,29,1.4,11.9
Devyn Curtis,121800,LB,MIDDLE TN,3,65,0,224,0,6.0,100.0,74.1,19.0,19.0,0,0,0.0,63.2,0,6,33.3,1,0,91.7,1,20,30.8,27,1,2,1,0,6,0,0.3,6.0,0,1,14.0,100.0,100.0,9.0,9.0,0,0,0.0,53.0,0,25,0.0,0,0,118.8,4,36,55.4,36,2,3,4,0,71,15,2.0,17.8
Drew Francis,121804,LB,MIDDLE TN,3,6,0,224,0,,,66.7,,,0,0,,60.8,0,,,0,0,0.0,0,4,66.7,6,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,1,0,0,0,0,0,0,0.0,
James Shellman IV,121822,CB,MIDDLE TN,5,82,0,224,1,13.9,50.0,100.0,6.5,3.3,0,3,37.5,63.4,0,34,0.0,0,2,103.6,4,27,32.9,27,1,2,8,1,39,6,1.5,9.8,0,1,6.3,80.0,98.1,6.3,5.0,1,1,10.0,64.5,0,22,0.0,0,1,140.4,8,52,63.4,53,1,9,10,1,97,54,1.9,12.1
Jacob Busic,121837,ED,UCLA,10,11,0,324,1,,,9.8,,,0,0,,61.3,0,,0.0,0,0,0.0,0,4,36.4,41,0,0,0,0,0,0,0.0,,0,1,5.5,50.0,7.7,7.0,3.5,0,0,0.0,54.5,0,9,0.0,0,0,62.5,1,7,63.6,91,2,1,2,0,9,7,1.3,9.0
Johnny Hodges,121850,LB,TCU,13,230,0,305,0,0.0,100.0,44.1,25.0,25.0,0,0,0.0,70.0,0,4,0.0,0,0,83.3,1,26,11.3,59,1,1,1,0,4,4,0.2,4.0,0,5,1.8,83.3,76.1,8.5,7.0,0,2,8.3,70.9,0,27,14.8,4,1,104.3,20,175,76.1,230,12,18,24,1,137,121,0.8,6.9
Jordan Brown,121882,LB,N TEXAS,13,239,0,251,0,4.5,50.0,56.7,31.0,15.5,0,0,0.0,57.2,0,11,0.0,0,0,66.7,1,34,14.2,60,0,1,2,0,11,10,0.4,11.0,0,7,2.5,88.2,79.5,11.4,10.1,0,0,0.0,50.4,0,27,14.3,2,0,110.3,15,178,74.5,224,2,5,17,0,178,138,1.0,11.9
Alphie Guillory,121891,S,N TEXAS,1,20,0,251,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.0,1,0,0,0,0,0,0,0.0,,0,0,24.0,100.0,100.0,14.0,14.0,0,0,0.0,46.2,0,24,100.0,1,0,118.8,1,14,70.0,14,0,0,1,0,24,0,1.7,24.0
Upton Stout,121906,S,W KENTUCKY,12,234,0,346,0,8.6,40.0,75.2,45.5,18.2,0,0,0.0,71.5,1,22,0.0,0,0,16.7,2,97,41.5,129,2,4,5,0,25,30,0.3,12.5,0,1,7.8,77.8,96.3,10.7,8.3,0,0,0.0,56.7,0,84,60.0,3,0,155.8,7,78,33.3,81,0,1,9,1,132,80,1.8,18.9
Bryan Massey,121936,S,HOUSTON,3,35,0,182,0,12.0,0.0,100.0,,4.0,0,0,0.0,57.1,0,,,0,0,39.6,0,8,22.9,8,0,0,2,0,0,0,0.0,,0,0,4.8,75.0,94.7,5.3,4.0,0,0,0.0,46.3,0,21,33.3,1,0,104.2,3,18,51.4,19,1,2,4,0,38,17,2.4,12.7
Zion Childress,121963,S,KENTUCKY,12,274,0,202,0,6.3,75.0,94.9,11.7,8.8,0,1,25.0,66.2,0,17,0.0,0,1,131.3,3,37,13.5,39,1,1,4,1,26,13,0.7,8.7,0,2,6.7,77.8,87.3,13.1,10.2,0,0,0.0,59.6,0,27,16.7,4,0,120.8,14,193,70.4,221,10,18,18,1,154,87,0.8,11.0
Issiah Nixon,121981,ED,SM HOUSTON,12,27,0,281,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,59,2,0,0,0,0,0,,,0,1,9.0,100.0,20.3,12.0,12.0,0,0,0.0,46.2,0,12,40.0,2,0,112.5,2,24,88.9,118,1,2,2,0,22,4,0.9,11.0
Sione Tonga'uiha,122044,DI,UTEP,12,2,0,330,0,,,2.7,,,0,0,,56.1,0,,0.0,0,0,0.0,0,2,100.0,75,1,1,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,133,2,0,0,0,0,0,,
