player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Jamir Conn,171492,CB,S ILLINOIS,3,4,4.0,4.0,295,0,100.0,1,1,0,8,4,2.0
Kyree Langley,196448,CB,MS VLY ST,5,16,4.0,3.2,228,0,144.6,4,5,2,46,8,2.88
Jack Parry,196362,LB,WHU,1,4,4.0,4.0,1525,0,118.8,1,1,0,18,20,4.5
Steve Lubischer,97708,LB,BRYANT,5,8,4.0,4.0,124,0,95.8,2,2,0,14,12,1.75
Brayon Crawford,171141,S,CORNELL,2,4,4.0,4.0,147,0,118.8,1,1,0,34,20,8.5
Jaden Ratliff,185311,S,WM & MARY,3,4,4.0,2.0,348,0,95.8,1,2,1,2,0,0.5
De'Shawn Rucker,146945,CB,USF,4,12,4.0,2.4,327,0,143.8,3,5,1,69,10,5.75
Miles Capers,146967,ED,VANDERBILT,4,8,4.0,2.7,333,0,96.5,2,3,0,28,9,3.5
Amir Renwick,171059,LB,UCONN,8,28,4.0,4.0,146,0,117.9,7,7,0,86,66,3.07
Isaac Walker,147125,ED,GA SOUTHRN,3,4,4.0,4.0,174,0,79.2,1,1,0,1,4,0.25
Eric McClain,189759,CB,BALL ST,2,4,4.0,4.0,117,0,100.0,1,1,0,8,0,2.0
Stephan French,195881,S,ED WATERS,1,4,4.0,4.0,372,0,79.2,1,1,0,1,5,0.25
KJ Smedley,170737,LB,N COLORADO,7,24,4.0,4.0,253,0,90.3,6,6,0,34,48,1.42
Willizhuan Yates,189769,CB,BALL ST,1,4,4.0,4.0,117,0,158.3,1,1,1,57,51,14.25
Carlos Timas Jr.,195853,S,WV WESLEY,1,4,4.0,4.0,409,0,118.8,1,1,0,24,1,6.0
Brendon Baugh,195773,S,WV WESLEY,1,4,4.0,4.0,409,0,118.8,1,1,0,17,14,4.25
Kason Kelley,138240,LB,N DAKOTA,7,8,4.0,4.0,249,0,97.9,2,2,0,15,5,1.88
OC Brothers,99008,LB,UAB,4,4,4.0,4.0,321,0,79.2,1,1,0,-1,1,-0.25
Kadeem McKnight,148012,S,MONMOUTH,7,16,4.0,3.2,231,0,110.0,4,5,0,52,30,3.25
Troy Bean,170636,LB,CAL POLY,4,8,4.0,2.7,129,0,109.7,2,3,0,40,48,5.0
Myles Davis,184800,S,TEXAS A&M,2,4,4.0,4.0,312,0,87.5,1,1,0,5,2,1.25
Jamie Pettway,99020,LB,USF,9,16,4.0,4.0,327,0,100.0,4,4,0,32,29,2.0
Dajwon DeLoach,170416,LB,JVILLE ST,2,4,4.0,2.0,196,0,60.4,1,2,0,8,1,2.0
Jack Dwyer,148046,S,ILL STATE,2,4,4.0,4.0,188,0,118.8,1,1,1,3,0,0.75
Arvell Reese,170264,LB,OHIO STATE,7,12,4.0,4.0,260,0,93.1,3,3,0,19,21,1.58
Garmon Randolph,99314,ED,BAYLOR,6,8,4.0,4.0,118,0,106.3,2,2,0,19,22,2.38
Devin Henderson,184688,S,LIBERTY,2,4,4.0,4.0,206,0,79.2,1,1,0,2,6,0.5
Jaion Jackson,184672,CB,C MICHIGAN,5,8,4.0,2.0,134,0,106.3,2,4,1,22,8,2.75
Umar Yaro,169186,LB,TEXAS STHN,4,8,4.0,4.0,313,0,97.9,2,2,0,15,4,1.88
Zy'Mere Reddick,148328,CB,ELON,1,4,4.0,4.0,162,0,118.8,1,1,0,15,0,3.75
Troy Berschwinger,176899,LB,ALBANY,3,4,4.0,2.0,106,0,56.3,1,2,0,6,11,1.5
Scott Rosati,148692,LB,COLUMBIA,2,4,4.0,4.0,145,0,118.8,1,1,0,19,14,4.75
Cam Cope,165240,CB,DAYTON,3,4,4.0,2.0,150,0,95.8,1,2,0,33,3,8.25
Darien Harden,188062,S,W GEORGIA,1,4,4.0,4.0,1177,0,79.2,1,1,0,-1,0,-0.25
Ken Willis,133807,S,CINCINNATI,2,4,4.0,4.0,138,0,91.7,1,1,0,6,-1,1.5
Jordan Washington,148854,CB,DARTMOUTH,4,12,4.0,4.0,148,0,158.3,3,3,1,40,29,3.33
Patrick Murphy,164570,S,MONMOUTH,2,4,4.0,4.0,231,0,158.3,1,1,1,35,0,8.75
Gabriel Reliford,184463,ED,LSU,3,4,4.0,4.0,211,0,87.5,1,1,0,5,5,1.25
Patrick Bauer,177112,ED,ILL STATE,7,12,4.0,4.0,188,0,118.8,3,3,0,39,29,3.25
Di'Andre Davis,102094,LB,E TENN ST,2,4,4.0,4.0,157,0,118.8,1,1,0,18,0,4.5
DJ Warnell,131817,S,INDIANA,1,4,4.0,2.0,190,0,56.3,1,2,0,0,6,0.0
Coby Cornelius,149613,LB,PRESBYTERN,3,4,4.0,4.0,271,0,91.7,1,1,0,6,1,1.5
Jaylon Shelton,163873,CB,UTEP,2,4,4.0,4.0,330,0,118.8,1,1,1,3,3,0.75
Hunter Kane,194439,LB,UPIOWA,1,4,4.0,4.0,1156,0,104.2,1,1,0,9,14,2.25
Jeffrey Ugochukwu,163729,S,VANDERBILT,3,24,4.0,3.4,333,0,125.9,6,7,1,33,12,1.38
Cody Pham,177367,LB,GEORGETOWN,3,4,4.0,4.0,172,0,91.7,1,1,0,6,7,1.5
Jake Pope,163608,S,GEORGIA,1,4,4.0,4.0,173,0,87.5,1,1,0,5,6,1.25
Garret Hoffman,194246,S,SIOUXF,1,4,4.0,4.0,1099,0,158.3,1,1,1,25,0,6.25
Johnathan Hall,174160,S,UTAH,7,8,4.0,4.0,328,0,158.3,2,2,2,32,10,4.0
Joseph Sipp Jr.,163114,LB,BOWL GREEN,11,24,4.0,4.0,122,0,113.2,6,6,0,67,34,2.79
Langston Rogers,177465,CB,HARVARD,3,4,4.0,2.0,179,0,70.8,1,2,0,13,5,3.25
Jaheim Patterson,184249,S,OREGON ST,3,8,4.0,4.0,265,0,158.3,2,2,1,36,15,4.5
Kerry Williams II,190630,CB,N TEXAS,1,4,4.0,2.0,251,0,56.3,1,2,0,6,0,1.5
Ryan Kilburg,130652,S,E ILLINOIS,2,4,4.0,4.0,158,0,118.8,1,1,0,27,22,6.75
Kenny Soares Jr.,162852,LB,NWESTERN,9,28,4.0,4.0,256,0,101.2,7,7,0,58,37,2.07
Jamorri Colson,174155,CB,WASH STATE,4,4,4.0,4.0,341,0,158.3,1,1,1,18,0,4.5
Dylan Spelios,162584,ED,NAVY,2,4,4.0,4.0,237,0,118.8,1,1,0,28,11,7.0
Xavier Shell,150528,LB,MORGAN ST,5,12,4.0,4.0,235,0,116.7,3,3,0,36,27,3.0
Kam Baah-Slay,177817,S,CHATTNOOGA,5,8,4.0,2.7,137,0,149.3,2,3,1,43,33,5.38
West Weeks,151101,LB,LSU,2,8,4.0,2.7,211,0,96.5,2,3,0,28,4,3.5
Bo Simpson-Nealy,177961,S,W CAROLINA,8,20,4.0,3.3,344,0,113.9,5,6,0,68,5,3.4
Ja'Markus Gary,161932,S,MCKENDREE,1,8,4.0,4.0,384,0,158.3,2,2,1,29,14,3.63
John Perdue,161844,LB,BROWN,3,4,4.0,4.0,123,0,100.0,1,1,0,8,0,2.0
Rahim Wright II,183649,CB,WASHINGTON,1,4,4.0,4.0,340,0,95.8,1,1,0,7,1,1.75
Kaiden Beck,151729,S,KYCRST,1,8,4.0,4.0,1474,0,154.2,2,2,2,23,13,2.88
Ashton Williams,161435,CB,HOUCHR,1,16,4.0,4.0,183,0,85.4,4,4,0,18,19,1.13
Sabastian Harsh,128416,ED,WYOMING,3,4,4.0,4.0,351,0,87.5,1,1,0,5,0,1.25
Milton Adams,105973,S,MILES,1,4,4.0,4.0,386,0,95.8,1,1,0,7,9,1.75
Zavion Reese,128335,S,S JOSE ST,1,4,4.0,2.0,285,0,68.8,1,2,0,12,6,3.0
Conor Fitzgibbon,178381,S,MARIST,3,4,4.0,4.0,213,0,95.8,1,1,0,7,11,1.75
Jeremiah Bernard,191380,S,CAL POLY,4,8,4.0,2.7,129,0,88.2,2,3,0,22,20,2.75
Steven Davis II,160415,S,NC A&T,8,16,4.0,3.2,246,0,87.5,4,5,0,25,18,1.56
Gage Burnett,191386,LB,CAL POLY,3,12,4.0,3.0,129,0,86.5,3,4,0,21,31,1.75
A.J. Stewart,154477,S,UVAWIS,1,4,4.0,4.0,1320,0,118.8,1,1,0,31,10,7.75
Robert Jones III,154746,CB,HOWARD,8,12,4.0,2.4,184,0,77.1,3,5,0,30,16,2.5
Ethan Minter,183289,S,VIRGINIA,5,8,4.0,2.7,335,0,133.3,2,3,1,26,9,3.25
Carson Keach,191522,S,N COLORADO,1,4,4.0,4.0,253,0,158.3,1,1,1,15,11,3.75
Tre' McLeod,159813,S,FURMAN,8,28,4.0,2.8,170,0,90.0,7,10,0,71,36,2.54
Devyn Curtis,121800,LB,MIDDLE TN,2,4,4.0,4.0,224,0,91.7,1,1,0,6,0,1.5
Bryce Phillips,159665,CB,S DIEGO ST,4,4,4.0,4.0,284,0,118.8,1,1,0,16,2,4.0
Ezra Carter,192735,S,BRYANT,1,16,4.0,4.0,124,0,156.3,4,4,1,48,21,3.0
Fred Davis II,122146,CB,JVILLE ST,2,4,4.0,4.0,196,0,79.2,1,1,0,0,0,0.0
Shaun Myers,62235,LB,N ALABAMA,2,4,4.0,4.0,389,0,104.2,1,1,0,9,9,2.25
Myles Turner,128105,LB,UMASS,3,8,4.0,4.0,216,0,100.0,2,2,0,16,12,2.0
Jaden Davis,178560,S,BETH COOK,3,4,4.0,2.0,119,0,95.8,1,2,1,4,0,1.0
Mello Dotson,122556,CB,KANSAS,3,4,4.0,4.0,198,0,118.8,1,1,0,20,7,5.0
Parker Robertson,155978,S,OKLA STATE,6,44,4.0,3.7,262,0,142.0,11,12,1,137,32,3.11
Isaiah Robinson,182763,S,LINCOK,2,12,4.0,3.0,1452,0,109.4,3,4,0,43,12,3.58
KJ McNeil,182331,LB,VIRSTA,1,4,4.0,4.0,1164,0,118.8,1,1,0,16,19,4.0
Lamumba Howard,125330,LB,VIRUNI,1,4,4.0,2.0,1165,0,62.5,1,2,0,9,2,2.25
Isaiah Smith,158282,ED,SMU,4,4,4.0,4.0,287,0,100.0,1,1,0,8,4,2.0
James Kreutz,158211,LB,ILLINOIS,6,8,4.0,4.0,187,0,85.4,2,2,0,9,11,1.13
Jaren Kanak,158070,LB,OKLAHOMA,2,4,4.0,4.0,261,0,87.5,1,1,0,5,9,1.25
Ethon Cole,174952,S,DUQUESNE,8,27,3.9,3.4,155,0,158.3,7,8,1,125,89,4.63
Gabe Salomons,142979,ED,RHODE ISLD,14,55,3.9,3.1,274,0,101.6,14,18,1,71,54,1.29
Caleb Woodson,174805,LB,VA TECH,10,31,3.9,3.4,337,1,50.2,8,9,0,50,32,1.61
Mani Powell,157027,LB,UNLV,4,15,3.8,3.8,325,0,112.5,4,4,0,44,32,2.93
Francisco Mauigoa,146521,LB,MIAMI FL,12,34,3.8,3.4,220,0,150.8,9,10,1,122,60,3.59
Luis Nunez,193487,CB,AVEMAR,2,23,3.8,3.8,1450,0,158.3,6,6,2,114,76,4.96
Kayin Lee,172455,CB,AUBURN,9,15,3.8,3.0,115,0,95.0,4,5,0,34,15,2.27
Isaiah Watson,76777,CB,MAINE,6,15,3.8,2.5,212,0,131.3,4,6,1,49,15,3.27
Devin Lemear,144522,S,BAYLOR,8,30,3.8,3.3,118,1,69.2,8,9,0,91,61,3.03
Logan Mackey,173666,CB,WEBER ST,3,23,3.8,3.8,342,0,118.8,6,6,0,89,92,3.87
Jordan Perry,157785,S,TROY,3,23,3.8,3.3,318,0,118.8,6,7,0,90,38,3.91
Terique Miles,150415,LB,NORFOLK,10,15,3.8,3.8,244,0,118.8,4,4,0,51,12,3.4
John Miller,131744,LB,UTAH ST,8,19,3.8,3.2,329,0,82.6,5,6,0,23,16,1.21
Logan Miller,149531,S,DAYTON,9,23,3.8,2.1,150,0,60.0,6,11,0,14,2,0.61
Brendan Harrington,102848,LB,APP STATE,7,19,3.8,2.7,108,0,91.4,5,7,0,50,16,2.63
Frank Lee IV,170592,ED,E KENTUCKY,8,15,3.8,3.8,159,0,99.0,4,4,0,31,21,2.07
Max Hurleman,143017,S,NOTRE DAME,4,23,3.8,3.8,258,0,135.4,6,6,1,42,16,1.83
EJ Wilborne,172727,S,VA MILT IN,5,11,3.7,3.7,336,0,158.3,3,3,1,112,62,10.18
Cole Martin,174122,S,ARIZONA ST,2,11,3.7,1.8,110,0,95.8,3,6,1,13,12,1.18
Dre Delinois,174839,LB,E TENN ST,6,11,3.7,2.8,157,0,77.1,3,4,0,6,2,0.55
Miles Brophy,173578,S,DAVIDSON,2,11,3.7,2.8,149,0,134.4,3,4,1,29,18,2.64
Taylor Davis,173072,S,KANSAS,8,26,3.7,3.7,198,0,147.3,7,7,1,69,7,2.65
Dylan Hazen,144192,LB,WAKE,10,56,3.7,2.9,339,0,91.9,15,19,0,115,75,2.05
Marje Mulumba,165095,LB,DELAWARE,7,11,3.7,3.7,151,0,101.4,3,3,0,25,27,2.27
Ryan O'Connell,164676,LB,PENN,5,11,3.7,3.7,267,0,118.8,3,3,0,39,30,3.55
Nyrel Sevilla,177242,LB,LIUSHAR,6,11,3.7,3.7,1298,0,100.0,3,3,0,24,8,2.18
Matt Goehring,194241,ED,SIOUXF,1,11,3.7,3.7,1099,0,118.8,3,3,0,39,6,3.55
Randy Russ,193497,S,AVEMAR,2,22,3.7,3.1,1450,0,95.8,6,7,0,49,69,2.23
Perry Fisher,162792,CB,MARYLAND,8,11,3.7,3.7,215,0,118.8,3,3,0,65,32,5.91
Darrius Bell,104446,ED,CHARLES SO,8,11,3.7,3.7,135,0,105.6,3,3,0,28,10,2.55
Laletia Hale,108118,LB,JVILLE ST,5,11,3.7,3.7,196,0,118.8,3,3,0,56,32,5.09
Nick Turner,123969,CB,GRAMBLING,6,11,3.7,3.7,177,0,158.3,3,3,1,76,67,6.91
Barry Manning,157476,S,E MICHIGAN,3,11,3.7,2.8,160,0,82.3,3,4,0,17,8,1.55
Tyrin Bradley,151205,ED,W VIRGINIA,12,56,3.7,2.9,343,0,96.9,15,19,0,138,78,2.46
Sione Fotu,131853,LB,UTAH,4,11,3.7,3.7,328,0,113.9,3,3,0,34,16,3.09
Sione Tuha,131880,LB,N COLORADO,6,11,3.7,3.7,253,0,90.3,3,3,0,17,22,1.55
Mo Olowo,148195,S,N IOWA,6,11,3.7,3.7,255,0,118.8,3,3,0,48,38,4.36
Josiah Johnson,146355,CB,OREGON ST,3,11,3.7,2.8,265,0,107.3,3,4,0,41,10,3.73
Kyle Moretti,145740,LB,S DIEGO ST,5,11,3.7,3.7,284,0,118.8,3,3,0,42,9,3.82
KC Eziomume,142746,CB,ALBANY,7,11,3.7,2.2,106,0,78.8,3,5,0,32,13,2.91
Jaden Harrell,144871,LB,IOWA,4,11,3.7,2.8,192,0,95.8,3,4,0,30,3,2.73
Jalen Geiger,98901,S,TULANE,12,36,3.6,2.8,319,0,85.1,10,13,0,59,32,1.64
Dariel Djabome,162903,LB,RUTGERS,13,47,3.6,3.4,278,0,103.9,13,14,0,125,86,2.66
Devean Deal,144411,ED,TCU,9,25,3.6,3.6,305,0,88.1,7,7,0,36,44,1.44
Christian Charles,146944,S,TENNESSEE,9,18,3.6,3.6,307,0,83.3,5,5,0,20,30,1.11
Jalen Davis,97720,LB,MIDDLE TN,8,29,3.6,3.6,224,0,115.6,8,8,0,94,87,3.24
Namdi Obiazor,157288,LB,TCU,11,18,3.6,3.0,305,0,118.8,5,6,0,77,47,4.28
Charles Correa,188483,LB,UNLV,7,25,3.6,3.6,325,0,118.8,7,7,0,101,50,4.04
Charles Willekes,101510,LB,ARK STATE,5,7,3.5,2.3,113,0,99.3,2,3,0,30,1,4.29
Declan Kazan,166691,LB,MARIST,5,7,3.5,3.5,213,0,81.3,2,2,0,7,9,1.0
Quinn Urwiler,138258,LB,N ILLINOIS,5,7,3.5,3.5,254,0,87.5,2,2,0,10,5,1.43
Chris Yates,148545,S,BRYANT,11,42,3.5,2.8,124,0,115.0,12,15,1,94,38,2.24
Carver Cheeks,176809,WR,N COLORADO,2,7,3.5,3.5,253,0,118.8,2,2,0,38,12,5.43
Davaughn Celestine,101308,S,SMU,2,7,3.5,3.5,287,0,104.2,2,2,0,18,13,2.57
CJ Davis,143245,LB,TUSKEGEE,2,7,3.5,2.3,405,0,109.7,2,3,0,43,40,6.14
Mekhi Johnson,179269,S,CENT WASH,1,7,3.5,3.5,367,0,118.8,2,2,0,26,8,3.71
Mike Wright III,183425,S,FAU,3,7,3.5,3.5,165,0,97.9,2,2,0,15,18,2.14
Bryce Jackson,177036,CB,HOWARD,1,7,3.5,3.5,184,0,158.3,2,2,1,40,0,5.71
Stone Combs,158235,LB,NEVADA,3,7,3.5,3.5,239,0,83.3,2,2,0,8,13,1.14
RJ Edwards,131570,LB,UMASS,3,7,3.5,2.3,216,0,140.3,2,3,1,31,21,4.43
Jayden Patrick,154239,CB,LNDNWD,8,14,3.5,2.8,949,1,105.8,4,5,1,47,44,3.36
Biankan Garner-De Kouadio,181185,S,ALAB A&M,1,7,3.5,2.3,104,0,88.2,2,3,0,22,14,3.14
Christopher Daigre,150831,CB,SE MO ST,2,7,3.5,2.3,293,0,91.0,2,3,0,24,13,3.43
Emon Allen,150299,CB,SM HOUSTON,4,7,3.5,2.3,281,0,100.7,2,3,0,31,18,4.43
Chandler Matthews,160799,LB,W KENTUCKY,8,14,3.5,2.8,346,0,144.6,4,5,1,46,25,3.29
Nyland Green,146720,CB,PURDUE,6,14,3.5,3.5,273,0,118.8,4,4,0,53,25,3.79
Aaron Sears,164111,S,STF AUSTIN,3,14,3.5,3.5,301,0,124.0,4,4,2,17,11,1.21
Trent Whalen,73609,LB,SO UTAH,4,7,3.5,3.5,298,0,141.7,2,2,1,17,2,2.43
Mason Curtis,190827,S,MICHIGAN,2,7,3.5,3.5,222,0,89.6,2,2,0,11,15,1.57
Trent Simms,130384,LB,BOWL GREEN,6,7,3.5,3.5,122,0,79.2,2,2,0,4,4,0.57
James Edwards,157548,S,TENN TECH,2,7,3.5,3.5,309,0,79.2,2,2,0,4,9,0.57
Jalen Freeman,139380,ED,LAMAR,10,28,3.5,3.5,204,0,100.5,8,8,0,65,44,2.32
Tyler Venables,122163,S,CLEMSON,7,14,3.5,2.8,140,0,158.3,4,5,1,75,35,5.36
Marquette Harris,173369,CB,VALPO,1,7,3.5,2.3,332,0,109.7,2,3,0,40,8,5.71
Thomas Neville,105356,ED,SAMFORD,3,7,3.5,3.5,282,0,89.6,2,2,0,11,14,1.57
Liona Lefau,173161,LB,TEXAS,12,34,3.4,3.4,311,0,107.1,10,10,0,97,72,2.85
Anthony Smith,148018,CB,FROSTB,1,17,3.4,2.8,880,0,91.7,5,6,0,36,20,2.12
Chris Cole,184554,LB,GEORGIA,5,17,3.4,2.8,173,0,91.7,5,6,0,36,8,2.12
Andrew Martin,178435,LB,STETSON,8,17,3.4,2.8,302,0,117.4,5,6,0,73,55,4.29
Julian Talley,148951,S,PENN,9,27,3.4,2.5,267,0,122.3,8,11,2,53,15,1.96
Parker Hughes,145312,LB,MIDDLE TN,6,10,3.3,3.3,224,0,143.8,3,3,1,27,6,2.7
Lee Molette III,158623,S,UCONN,6,20,3.3,3.3,146,0,92.4,6,6,0,37,47,1.85
Cade Uluave,176566,LB,CAL,5,10,3.3,3.3,130,0,115.3,3,3,0,35,20,3.5
Anthony Brackenridge,163039,LB,W KENTUCKY,9,10,3.3,3.3,346,0,93.1,3,3,0,19,19,1.9
Devin Hembry,162168,CB,N DAKOTA,6,10,3.3,1.7,249,0,56.9,3,6,0,19,19,1.9
T.J. Capers,176469,S,LOUISVILLE,3,10,3.3,2.5,210,1,38.5,3,4,0,13,7,1.3
Luke Gunderson,194133,S,NORSTA,1,10,3.3,2.5,1223,0,87.5,3,4,0,22,24,2.2
Rossie Grimes Jr.,182401,S,TUSKEGEE,2,10,3.3,2.5,405,0,116.7,3,4,0,86,95,8.6
Austin Keys,124137,LB,AUBURN,5,10,3.3,2.5,115,0,93.8,3,4,0,28,39,2.8
Austin Altepeter,162190,LB,N DAK ST,3,10,3.3,2.5,250,0,84.4,3,4,0,19,12,1.9
Antwan Peek Jr.,164150,S,CINCINNATI,5,10,3.3,2.5,138,0,116.7,3,4,0,62,51,6.2
Kyle Kelly,97740,LB,E KENTUCKY,3,10,3.3,3.3,159,0,118.8,3,3,0,40,6,4.0
Zahmir Dawud,170920,CB,VILLANOVA,6,10,3.3,3.3,334,0,113.9,3,3,0,34,22,3.4
Kenny Haynes,102763,LB,TEXAS ST,10,20,3.3,3.3,314,0,112.5,6,6,0,66,48,3.3
Elijah Sabbatini,146828,S,SO MISS,5,10,3.3,3.3,296,0,115.3,3,3,0,35,37,3.5
Dane Motley,97497,LB,ARK STATE,11,20,3.3,2.5,113,0,137.5,6,8,2,64,36,3.2
Ethan MacNair,164636,S,WAGNER,1,10,3.3,3.3,338,0,81.9,3,3,0,11,11,1.1
Brody Stevens,196616,S,BSU,1,10,3.3,2.5,1531,0,92.7,3,4,0,27,35,2.7
Zakari Tillman,172559,LB,MISS STATE,5,26,3.3,3.3,227,0,98.4,8,8,0,61,67,2.35
Brian Holmes,193462,S,AVEMAR,2,13,3.3,2.6,1450,0,140.4,4,5,1,41,29,3.15
Zyrus Fiaseu,146160,LB,ARIZONA ST,8,13,3.3,2.2,110,0,104.9,4,6,0,68,39,5.23
Bam Smith,192461,LB,TARLETON,8,23,3.3,2.9,401,0,88.0,7,8,0,41,15,1.78
Sam Schmiesing,177647,LB,DAYTON,5,10,3.3,3.3,150,0,102.8,3,3,0,26,30,2.6
Rafael Fasolino,155766,LB,LIUSHAR,8,19,3.2,3.2,1298,0,97.2,6,6,0,44,13,2.32
Anthony Beavers Jr.,146420,S,USC,9,29,3.2,2.9,326,0,95.4,9,10,0,69,48,2.38
Max Samuel,177807,LB,VALPO,3,16,3.2,3.2,332,0,118.8,5,5,0,64,41,4.0
Ty Williams Jr.,154784,S,NC A&T,3,16,3.2,3.2,246,0,138.8,5,5,1,39,18,2.44
Jaylen Gardner,173474,S,COLO STATE,5,16,3.2,3.2,144,0,158.3,5,5,1,106,64,6.63
Jordan Favors,147032,S,APP STATE,9,29,3.2,2.9,108,1,79.2,9,10,0,156,130,5.38
Mo Westmoreland,157883,ED,UTEP,10,22,3.1,3.1,330,0,97.6,7,7,0,52,41,2.36
Malique Singleton,157666,CB,WYOMING,3,56,3.1,2.5,351,0,122.7,18,22,1,216,94,3.86
Braylon Beckwith,188092,S,MERCYHURST,7,22,3.1,2.4,977,0,138.9,7,9,1,76,30,3.45
DJ Coleman,174628,S,BAYLOR,9,31,3.1,2.4,118,0,134.1,10,13,1,132,96,4.26
Dylan Boecker,138231,ED,N DAKOTA,7,34,3.1,2.8,249,0,98.6,11,12,0,92,66,2.71
Jymere Melendez,194609,S,VIRUNI,1,3,3.0,3.0,1165,0,83.3,1,1,0,4,0,1.33
Will Beesley,167658,LB,PRINCETON,3,3,3.0,3.0,272,0,95.8,1,1,0,7,4,2.33
Dray Duncan,194760,CB,FRTVLY,1,3,3.0,1.5,874,0,56.3,1,2,0,0,3,0.0
DJ Denson,194846,S,FROSTB,1,3,3.0,3.0,880,0,118.8,1,1,0,20,7,6.67
Daniel Heimuli,100485,LB,GA STATE,5,3,3.0,3.0,175,0,118.8,1,1,0,53,19,17.67
Cejai Parson,148270,S,S ILLINOIS,5,6,3.0,3.0,295,0,118.8,2,2,0,52,42,8.67
Cole Taylor,176779,LB,MONTANA ST,2,3,3.0,3.0,233,0,83.3,1,1,0,4,6,1.33
Brock Horne,100301,LB,BOWL GREEN,8,9,3.0,2.3,122,0,82.3,3,4,0,17,9,1.89
Trace Ford,99307,ED,OKLAHOMA,5,3,3.0,1.5,261,0,56.3,1,2,0,2,2,0.67
K.J. Kirkland,170345,S,FLORIDA ST,6,9,3.0,3.0,167,0,106.9,3,3,0,29,5,3.22
Katin Surprenant,184794,LB,TEMPLE,2,3,3.0,3.0,306,0,116.7,1,1,0,12,8,4.0
Seth Hampton,170619,LB,N ALABAMA,5,6,3.0,3.0,389,0,79.2,2,2,0,0,1,0.0
Nick Hunter,147938,ED,E TENN ST,3,3,3.0,3.0,157,0,79.2,1,1,0,2,4,0.67
Justin Piper,195644,LB,LINCOLN,1,6,3.0,3.0,380,0,106.3,2,2,0,19,16,3.17
Edrees Farooq,184882,S,TENNESSEE,1,3,3.0,3.0,307,0,118.8,1,1,0,18,19,6.0
Jeffery Broughton,138366,S,DELWARE ST,5,9,3.0,3.0,152,0,102.8,3,3,0,26,11,2.89
Blake Stillwell,170704,S,MONTANA ST,2,3,3.0,3.0,233,0,79.2,1,1,0,-3,1,-1.0
Ryan Barnes,147487,CB,UMASS,3,3,3.0,3.0,216,0,87.5,1,1,0,5,0,1.67
Melvin Spriggs,176271,LB,AKRON,3,3,3.0,3.0,102,0,87.5,1,1,0,5,9,1.67
Gage Summers,176244,LB,AKRON,3,3,3.0,3.0,102,0,91.7,1,1,0,6,1,2.0
Justin Agu,147169,CB,LA LAFAYET,5,6,3.0,3.0,207,0,79.2,2,2,0,2,10,0.33
Damien Jackson,196080,LB,KY STATE,1,6,3.0,3.0,378,0,118.8,2,2,0,33,36,5.5
AJ Taylor,176137,S,BALL ST,2,9,3.0,2.3,117,0,156.3,3,4,1,68,38,7.56
Owen Belman,176084,S,N ILLINOIS,1,3,3.0,3.0,254,0,118.8,1,1,0,27,6,9.0
Jojo Holmes,196318,LB,WHU,1,3,3.0,3.0,1525,0,118.8,1,1,0,14,0,4.67
Alex Oliver,139116,CB,LIBERTY,5,6,3.0,3.0,206,0,118.8,2,2,0,64,23,10.67
Ty Cooper,146856,ED,MISS STATE,2,3,3.0,3.0,227,0,87.5,1,1,0,5,8,1.67
Christian McKinney,171284,LB,MIAMI OH,1,3,3.0,3.0,221,0,79.2,1,1,0,-2,2,-0.67
Breylan Thompson,185444,CB,YALE,2,3,3.0,3.0,352,0,127.1,1,1,1,5,0,1.67
John Butsch,185539,ED,N DAKOTA,2,6,3.0,3.0,249,0,100.0,2,2,0,16,9,2.67
Nick DeLoach Jr.,175900,CB,MISSOURI,7,12,3.0,2.4,229,0,118.8,4,5,0,86,43,7.17
Keevan Bailey,97347,CB,CAMPBELL,4,6,3.0,3.0,131,0,116.7,2,2,0,24,9,4.0
Caleb Sandstrom,172174,ED,STTHOM,2,3,3.0,3.0,1129,0,95.8,1,1,0,7,10,2.33
Caleb Otlewski,175761,LB,MONTANA,3,6,3.0,3.0,232,0,95.8,2,2,0,14,16,2.33
Tommy Ellis,141627,LB,N ARIZONA,5,9,3.0,3.0,252,0,90.3,3,3,0,17,14,1.89
Jaheim Wilson-Jones,175716,CB,HAWAII,3,3,3.0,3.0,180,0,158.3,1,1,1,44,31,14.67
Kendric Council,185728,ED,ST FRANCIS,2,3,3.0,3.0,299,0,118.8,1,1,0,19,14,6.33
Martel Hight,172615,CB,VANDERBILT,2,6,3.0,2.0,333,0,91.0,2,3,0,24,11,4.0
Avery Ina,196832,LB,NAUSTA,1,3,3.0,3.0,1453,0,118.8,1,1,0,14,10,4.67
Hunter Barth,146299,LB,CAL,6,6,3.0,3.0,130,0,83.3,2,2,0,8,4,1.33
Samuel Edison,196843,LB,ALCORN ST,1,3,3.0,3.0,107,0,83.3,1,1,0,4,5,1.33
Drake Hudson,185985,LB,HOUCHR,2,3,3.0,3.0,183,0,95.8,1,1,0,7,4,2.33
Noah Bustard,175479,CB,NEBRASKA,1,3,3.0,3.0,238,0,79.2,1,1,0,3,3,1.0
Tylon Cooper,172799,CB,SE LA,2,3,3.0,3.0,294,0,116.7,1,1,0,12,4,4.0
