player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Isaac White,128440,S,WYOMING,9,6,9.8,0,0,351,62.7,63.2,84.9,60.2,62.6,76.3,17.6,6,0,221,231,3.2,7,22
Michael Boudoin III,128789,ED,TEXAS ST,3,1,,0,0,314,,68.8,75.8,56.4,71.7,73.6,0.0,0,0,12,12,0.0,0,0
Jayden Marable,129183,ED,MEMPHIS,1,0,,0,0,218,,60.0,67.6,60.0,60.0,,,0,0,1,1,0.0,0,0
Arion Carter,129186,LB,TENNESSEE,13,20,3.5,0,0,307,61.8,61.0,54.3,70.1,56.4,71.0,15.3,9,1,245,253,9.0,22,30
Mose Phillips III,129334,S,VA TECH,12,11,8.5,0,1,337,51.4,58.5,86.7,68.5,68.1,76.0,16.3,7,1,320,323,3.4,11,25
Jamoi Mayes,129394,WR,CINCINNATI,1,0,,1,0,138,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Tahveon Nicholson,129421,CB,LOUISVILLE,13,2,5.8,0,0,210,64.1,66.0,83.3,58.6,72.9,60.5,0.0,0,0,129,131,2.3,3,6
Bryson Bonds,129435,S,INDIANA,10,3,3.0,0,0,190,73.1,75.9,76.1,59.1,75.2,85.2,0.0,0,0,38,39,2.6,1,2
Chris Keys Jr.,129445,S,MISS STATE,8,4,4.8,0,0,227,45.3,47.2,81.2,50.4,53.5,48.8,33.3,4,0,98,98,2.0,2,4
Damarjhe Lewis,129447,DI,PURDUE,5,7,2.4,0,0,273,60.0,64.3,78.8,49.3,74.0,46.3,12.5,2,0,73,73,6.8,5,7
Ty Wise,129458,LB,MIAMI OH,14,14,5.0,0,0,221,73.9,74.3,68.1,62.6,73.1,79.6,7.6,5,1,330,341,7.0,23,47
Yahya Black,129460,DI,IOWA,13,10,1.6,0,0,192,58.0,75.2,69.8,63.2,81.0,66.1,5.3,2,1,259,261,9.3,24,26
Isaiah Bruce,129463,DI,UTAH ST,12,4,8.4,0,0,329,72.4,72.6,83.5,71.0,63.0,55.4,12.5,2,0,168,171,4.8,8,10
Deontae Craig,129464,ED,IOWA,13,16,2.3,0,0,192,61.9,70.7,86.7,71.9,64.5,54.5,14.6,6,0,281,285,4.3,12,19
Brenden Deasfernandes,129465,S,C MICHIGAN,12,2,11.7,0,0,134,66.4,60.2,84.3,52.1,47.5,37.9,38.5,5,0,121,123,0.8,1,6
Jay Higgins,129469,LB,IOWA,13,31,3.7,0,0,192,91.5,87.0,29.9,71.1,76.0,79.4,10.5,9,3,306,309,8.5,26,46
Ethan Hurkett,129471,ED,IOWA,13,7,3.9,0,0,192,74.9,82.5,88.4,78.0,76.5,80.5,4.5,2,0,276,280,9.8,27,35
Rex Fleming,129509,S,MARYLAND,7,1,2.3,0,0,215,72.1,76.9,73.1,,75.8,83.2,0.0,0,0,22,22,13.6,3,4
Ruben Hyppolite II,129516,LB,MARYLAND,12,14,4.9,0,0,215,65.0,69.2,46.0,69.3,69.5,62.0,12.5,6,1,213,215,5.2,11,28
Devyn King,129521,CB,HAWAII,8,2,22.0,1,0,180,63.4,65.5,80.7,,72.3,87.2,0.0,0,2,82,87,0.0,0,1
Glendon Miller,129525,S,MARYLAND,11,9,5.3,0,0,215,75.3,76.1,10.8,47.7,84.5,56.6,8.3,3,2,222,227,5.9,13,24
Nikhai Hill-Green,129582,LB,COLORADO,12,11,1.9,0,0,143,51.2,60.3,86.2,55.3,67.4,49.5,18.8,16,0,316,322,13.9,44,58
Jordan Morant,129588,S,MISS STATE,8,0,7.0,0,0,227,58.2,58.5,78.4,,58.8,68.6,50.0,1,0,41,42,2.4,1,1
R.J. Moten,129589,LB,FLORIDA,12,4,6.8,0,0,163,75.2,64.5,76.3,66.1,52.5,71.7,11.8,2,0,102,102,2.0,2,11
Makari Paige,129592,S,MICHIGAN,12,10,6.6,0,0,222,60.4,63.4,51.3,61.3,71.8,59.0,17.2,5,2,236,239,2.5,6,14
Cornell Wheeler,129603,LB,KANSAS,10,15,2.5,1,0,198,59.8,53.3,84.0,53.3,48.9,61.6,14.0,8,1,237,237,8.9,21,34
Simeon Barrow Jr.,129606,DI,MIAMI FL,13,5,1.3,0,1,220,69.2,80.8,40.9,72.1,84.0,68.5,4.5,1,2,153,155,7.8,12,16
Cole DeMarzo,129609,LB,WYOMING,10,5,1.5,0,0,351,56.5,61.5,75.8,58.2,63.4,40.9,25.0,3,0,73,77,4.1,3,4
Avery Dunn,129611,ED,MICH STATE,2,0,,0,0,223,60.0,46.8,72.8,57.8,48.1,18.4,100.0,1,0,6,6,0.0,0,0
Sam Edwards,129613,LB,MICH STATE,2,0,2.5,0,0,223,62.2,69.4,73.5,,69.0,76.1,0.0,0,0,10,11,10.0,1,2
Angelo Grose,129618,S,MICH STATE,12,10,4.0,1,1,223,42.4,48.8,40.5,55.6,71.1,63.8,16.0,4,3,184,185,2.7,5,11
Cal Haladay,129620,LB,MICH STATE,12,11,3.0,0,1,223,49.5,59.3,52.0,58.1,69.0,57.4,14.0,6,1,281,286,6.4,18,26
Chris Mayfield,129627,DI,OHIO,13,5,1.0,0,0,259,61.7,59.7,43.1,56.3,62.1,77.9,0.0,0,1,92,96,2.2,2,3
Jasiyah Robinson,129632,ED,E CAROLINA,8,0,0.0,0,0,156,61.4,73.1,80.7,71.3,69.1,32.4,40.0,4,0,48,48,10.4,5,6
Darius Snow,129635,LB,MICH STATE,12,11,4.2,0,0,223,68.4,75.2,86.0,65.5,79.1,89.3,0.0,0,0,118,122,2.5,3,6
Ricky White,129639,WR,UNLV,1,0,,0,0,325,74.0,80.6,60.0,,60.0,73.9,,0,5,1,1,0.0,0,0
Flip Dixon,129646,S,RUTGERS,12,9,8.7,0,0,278,68.0,66.0,44.3,70.2,61.7,55.6,20.5,8,2,236,238,1.3,3,22
Lucas Finnessy,129651,ED,MINNESOTA,13,4,2.6,0,0,225,60.0,61.1,84.3,57.8,61.9,48.0,20.0,3,0,80,80,8.8,7,8
Miles Fleming,129652,S,OHIO,4,2,0.0,0,0,259,41.9,47.1,0.0,60.0,73.4,54.9,0.0,0,1,15,16,6.7,1,1
Jah Joyner,129655,ED,MINNESOTA,12,8,3.0,0,1,225,62.2,76.7,33.4,75.4,75.4,70.1,4.5,1,3,194,196,5.2,10,13
Gage Keys,129657,DI,AUBURN,2,0,,0,0,115,,57.1,72.7,63.1,53.3,,,0,0,6,7,0.0,0,0
Cody Lindenberg,129660,LB,MINNESOTA,12,22,4.0,0,0,225,61.0,72.2,58.2,65.6,79.3,66.2,13.0,9,1,299,300,8.0,24,38
Jalen Logan-Redding,129661,DI,MINNESOTA,13,4,1.9,0,0,225,60.8,64.5,70.7,62.5,64.0,52.4,8.3,2,1,274,275,5.5,15,18
Ali Saad,129666,ED,BOWL GREEN,13,9,1.5,0,1,122,56.1,74.7,87.1,67.1,77.6,66.4,8.8,3,0,190,193,10.0,19,22
Danny Striggow,129668,ED,MINNESOTA,13,11,4.3,0,1,225,52.2,68.9,90.3,62.5,75.7,71.2,11.6,5,0,242,244,7.4,18,27
Jimari Butler,129679,ED,NEBRASKA,11,5,1.5,0,0,238,64.2,61.7,63.1,63.9,56.8,52.1,23.8,5,1,154,156,5.2,8,11
RJ Delancy III,129686,CB,WISCONSIN,8,0,6.5,0,0,349,58.5,60.5,79.9,,69.8,83.6,0.0,0,0,49,50,0.0,0,2
Isaac Gifford,129689,S,NEBRASKA,13,12,7.0,0,1,238,57.8,59.8,51.8,66.5,63.1,65.7,17.4,8,1,290,294,4.1,12,26
Nash Hutmacher,129694,DI,NEBRASKA,13,5,1.9,0,0,238,68.9,71.2,86.1,69.2,66.2,65.4,6.7,1,0,199,202,4.0,8,9
Tamon Lynum,129699,CB,PITTSBURGH,13,1,4.9,1,0,268,64.5,62.8,31.1,61.9,56.1,53.6,27.3,3,3,170,175,1.8,3,7
Cullen Coleman,129720,ED,NWESTERN,1,0,,0,0,256,,61.6,67.0,,60.3,,,0,0,3,3,0.0,0,0
Joe DeHaan,129722,S,NWESTERN,3,1,3.0,0,0,256,53.2,62.0,74.0,,73.1,82.3,0.0,0,0,10,10,20.0,2,2
TeRah Edwards,129723,DI,ILLINOIS,13,12,1.6,0,0,187,64.3,68.9,88.4,66.2,66.3,59.9,9.4,3,0,291,294,4.5,13,17
Garnett Hollis Jr.,129725,CB,W VIRGINIA,13,4,9.4,0,0,343,49.0,53.1,84.7,,69.0,59.0,20.0,4,4,283,286,1.4,4,12
Jaheem Joseph,129726,S,W VIRGINIA,13,3,7.4,1,0,343,58.4,64.3,51.8,59.0,77.4,73.5,11.5,3,2,322,326,2.8,9,20
Gunner Maldonado,129727,S,ARIZONA,4,2,5.0,0,0,109,61.6,64.1,80.4,59.8,68.7,59.1,9.1,1,0,76,76,3.9,3,8
Sean McLaughlin,129728,ED,NWESTERN,12,6,2.4,0,0,256,64.0,58.1,60.1,54.0,60.2,26.0,31.6,6,1,153,153,2.6,4,7
Greyson Metz,129729,LB,NWESTERN,6,5,5.6,0,0,256,55.9,65.6,81.3,91.2,65.5,83.3,5.9,1,0,119,119,5.0,6,11
Xander Mueller,129731,LB,NWESTERN,9,10,2.3,0,1,256,60.5,67.1,82.4,54.2,75.0,47.4,16.3,8,0,225,227,9.3,21,31
Nigel Williams,129739,S,NEW MEXICO,12,9,8.3,1,0,241,50.8,54.3,87.2,59.0,62.2,60.1,16.7,5,4,286,293,0.7,2,16
Lejond Cavazos,129741,CB,MICH STATE,2,1,,0,0,223,62.9,60.2,72.7,,56.3,28.1,50.0,1,0,25,25,0.0,0,0
Jacolbe Cowan,129743,ED,N CAROLINA,13,2,1.7,0,1,245,38.5,43.9,20.1,48.3,52.4,69.2,0.0,0,3,159,166,6.3,10,13
Cameron Martinez,129752,CB,BOSTON COL,10,2,6.3,1,0,121,46.8,53.8,85.8,66.2,76.2,68.0,11.1,1,2,107,108,1.9,2,6
Mitchell Melton,129753,ED,OHIO STATE,15,1,1.8,0,0,260,62.1,77.3,35.7,76.1,74.6,55.5,10.0,1,1,73,73,11.0,8,8
Lathan Ransom,129755,S,OHIO STATE,15,11,4.1,0,3,260,66.5,82.5,88.0,87.3,93.7,66.9,11.9,7,1,357,360,5.3,19,41
Cody Simon,129757,LB,OHIO STATE,15,23,3.2,0,0,260,72.7,87.7,85.2,80.6,90.6,73.4,12.7,9,0,340,344,7.4,25,39
Cole Brevard,129766,DI,PURDUE,11,6,-1.2,0,0,273,77.8,75.0,88.4,68.6,72.4,50.9,15.0,3,0,215,217,5.1,11,11
Jaden Dottin,129774,WR,TOLEDO,4,4,15.4,0,0,316,42.8,50.3,81.4,77.0,60.1,30.9,23.5,4,0,124,125,1.6,2,9
Tyler Elsdon,129775,LB,PENN STATE,12,1,3.4,0,0,266,65.2,61.3,0.0,60.7,60.5,57.0,23.5,4,1,69,72,13.0,9,12
Caziah Holmes,129782,HB,FLORIDA ST,1,0,,0,0,167,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Coziah Izzard,129784,DI,PENN STATE,15,10,1.0,0,0,266,63.7,64.6,34.9,56.9,69.0,63.6,9.7,3,2,175,181,7.4,13,18
Fatorma Mulbah,129793,DI,W VIRGINIA,13,16,2.2,0,0,343,61.7,73.7,70.5,61.5,77.6,74.3,4.1,2,1,247,250,10.5,26,31
Amin Vanover,129797,ED,PENN STATE,16,2,1.7,1,1,266,52.3,58.3,4.7,63.7,60.9,29.0,18.8,3,5,172,178,5.2,9,11
Ben Furtney,129812,TE,PURDUE,1,0,18.0,0,0,273,,62.3,60.0,,62.4,68.1,0.0,0,0,1,1,0.0,0,1
Kydran Jenkins,129818,LB,PURDUE,12,12,3.9,1,0,273,50.9,66.2,92.2,74.2,65.3,70.8,10.1,7,1,363,366,7.7,28,50
Andrew Sowinski,129832,WR,PURDUE,1,0,,0,0,273,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Antonio Stevens,129833,LB,PURDUE,10,11,3.5,0,0,273,46.2,50.9,83.1,65.2,53.5,40.6,24.4,11,0,273,276,6.6,18,23
Clyde Washington,129837,LB,UTAH ST,6,5,3.5,0,0,329,47.5,49.8,84.8,54.5,55.3,56.4,16.1,5,0,168,170,7.1,12,21
Andrew Awe,129839,LB,RICE,12,12,2.4,0,0,275,62.8,68.5,39.5,64.9,70.0,66.7,13.6,8,1,248,252,12.1,30,39
Jordan Dunbar,129844,CB,KANSAS ST,6,0,,0,0,199,66.5,64.9,76.8,,54.6,47.7,100.0,1,0,24,24,0.0,0,0
Terreance Ellis,129845,LB,W KENTUCKY,14,14,4.7,0,1,346,56.1,58.8,81.9,67.6,58.4,74.9,8.5,4,0,206,206,7.8,16,29
Sean Fresch,129846,CB,RICE,12,3,11.5,0,0,275,67.4,68.3,86.4,72.7,67.1,71.7,15.4,4,2,370,375,1.4,5,19
Lamont Narcisse,129858,S,RICE,3,0,3.0,0,0,275,44.9,53.7,75.1,,69.8,78.6,0.0,0,0,25,25,4.0,1,1
Gabe Taylor,129865,S,RICE,12,12,7.7,0,0,275,87.0,82.5,50.8,91.2,65.7,78.8,13.3,4,2,316,321,2.2,7,14
Plae Wyatt,129868,S,RICE,1,0,11.0,0,0,275,60.3,56.6,75.3,60.0,50.7,26.4,50.0,1,0,18,18,0.0,0,1
Wesley Bailey,129871,ED,RUTGERS,4,4,5.0,0,0,278,62.8,70.1,84.3,65.7,69.2,81.9,0.0,0,0,65,65,3.1,2,4
Shawn Collins,129874,ED,APP STATE,11,3,2.9,0,0,108,61.0,73.3,29.5,68.6,74.1,81.9,0.0,0,2,165,167,4.8,8,9
Rene Konga,129880,DI,LOUISVILLE,11,2,0.8,0,0,210,60.5,76.0,27.1,73.4,75.9,59.1,7.1,1,2,117,121,7.7,9,11
Aaron Lewis,129884,ED,RUTGERS,11,8,2.0,0,0,278,62.7,69.0,50.3,74.4,59.5,73.1,0.0,0,2,187,187,5.9,11,13
Robert Longerbeam,129886,CB,RUTGERS,12,6,8.8,0,0,278,73.6,71.2,85.3,48.4,58.6,46.9,21.1,4,3,189,191,2.6,5,9
Joe Lusardi,129887,S,RUTGERS,3,1,,0,0,278,56.0,52.9,73.8,60.0,51.4,39.5,50.0,1,0,16,16,0.0,0,0
Nasir Montgomery,129892,WR,RUTGERS,1,0,,0,0,278,,60.0,60.0,60.0,60.0,,,0,0,1,1,0.0,0,0
Tyreem Powell,129900,LB,RUTGERS,10,6,5.0,0,0,278,57.8,59.2,84.2,65.4,57.2,69.8,15.9,7,0,235,237,7.7,18,31
Troy Rainey,129901,DI,RUTGERS,11,3,2.1,0,0,278,,60.7,81.4,55.7,63.5,55.5,9.1,1,0,95,96,7.4,7,7
Jamier Wright-Collins,129910,LB,RUTGERS,1,0,,0,0,278,48.8,39.7,75.2,58.8,60.0,,,0,0,1,1,0.0,0,0
Ben Barten,129913,DI,WISCONSIN,12,7,3.6,0,0,349,58.5,59.5,84.5,60.7,57.9,53.6,13.8,4,0,276,281,4.0,11,18
Kaden Johnson,129921,ED,NEVADA,8,2,3.6,0,1,239,65.9,60.0,88.8,64.3,51.0,28.9,37.5,6,0,162,170,2.5,4,8
Max Lofy,129924,S,WISCONSIN,9,1,6.8,0,0,349,65.2,62.3,81.5,46.8,56.9,38.5,28.6,2,1,79,80,2.5,2,4
Cade McDonald,129925,DI,WISCONSIN,11,1,2.0,0,0,349,,49.6,78.2,56.2,47.4,36.9,33.3,1,0,46,47,2.2,1,1
James Thompson Jr.,129930,ED,WISCONSIN,1,0,,0,0,349,,51.8,71.5,57.4,55.9,,,0,0,3,3,0.0,0,0
Jordan Turner,129932,LB,MICH STATE,12,15,2.4,0,0,223,54.3,78.8,4.4,68.3,92.2,71.0,8.0,4,2,245,250,9.8,24,31
Aaron Witt,129937,ED,WISCONSIN,11,7,2.5,0,0,349,82.7,60.5,58.8,53.6,57.9,62.2,13.8,4,1,183,185,7.1,13,18
Preston Zachman,129939,S,WISCONSIN,12,11,11.2,0,0,349,80.6,80.5,87.1,53.8,78.1,82.8,12.5,5,0,373,378,2.1,8,24
Tyson Durant,130287,S,WASH STATE,13,5,7.1,0,0,341,65.0,61.0,87.3,53.2,48.4,59.3,20.0,4,0,241,249,2.1,5,11
DiMarco Johnson,130299,S,AKRON,5,0,1.0,0,0,102,30.8,33.1,75.3,57.5,50.8,74.8,0.0,0,0,20,21,5.0,1,1
Brandon Berger,130326,ED,BALL ST,12,5,4.2,0,0,117,96.7,77.3,60.3,71.3,60.1,53.9,21.1,8,2,282,286,4.6,13,25
Keionte Newson,130343,LB,BALL ST,12,16,6.7,0,0,117,46.4,55.6,59.6,50.1,65.8,72.3,10.6,7,2,343,347,7.0,24,43
Nathan Reichert,130347,DI,BALL ST,12,8,1.9,0,1,117,53.4,46.3,64.0,55.9,43.8,56.8,11.5,3,1,239,241,4.6,11,15
J.B. Brown,130354,LB,KANSAS,12,13,5.0,0,0,198,71.6,78.4,84.9,82.2,72.0,63.1,15.9,10,0,270,271,7.4,20,40
Dontrez Brown,130356,DI,BOWL GREEN,13,15,2.6,0,0,122,57.7,69.0,65.5,71.5,65.3,58.7,3.7,1,1,214,216,3.3,7,11
Anthony Hawkins,130366,DI,BOWL GREEN,13,10,2.0,0,0,122,58.9,69.0,85.8,69.1,65.3,63.2,8.8,3,0,228,231,7.9,18,21
Jordan Porter,130378,ED,BOWL GREEN,13,4,3.2,0,0,122,63.2,62.2,84.4,64.2,56.6,43.6,30.8,4,0,110,110,1.8,2,5
Charles Rosser,130380,ED,BOWL GREEN,13,13,3.9,1,0,122,62.3,72.6,72.7,70.3,73.6,70.6,9.4,5,1,241,242,10.8,26,35
Trent Simms,130384,LB,BOWL GREEN,13,4,1.8,0,0,122,79.9,67.2,30.1,62.1,49.0,63.3,20.0,2,1,118,120,3.4,4,4
Chris Williams,130393,LB,BOWL GREEN,1,1,4.0,0,0,122,62.6,71.9,71.7,57.7,73.7,77.8,0.0,0,0,4,4,0.0,0,2
Shaun Dolac,130406,LB,BUFFALO,13,21,3.5,0,0,126,92.6,91.9,84.1,84.2,90.3,91.5,3.5,4,0,385,393,13.2,51,89
Jalen McNair,130415,S,BUFFALO,13,10,6.2,1,0,126,64.6,71.3,16.9,87.9,84.7,67.8,8.3,3,3,265,272,4.5,12,23
George Wolo,130424,DI,BUFFALO,5,3,1.0,0,0,126,,61.2,79.5,54.5,63.9,42.2,9.1,1,0,71,74,7.0,5,7
Donte Kent,130439,CB,C MICHIGAN,12,9,13.6,1,0,134,67.6,69.9,88.9,58.9,74.4,75.9,6.9,2,3,347,348,1.7,6,18
David Carter Jr.,130450,S,E MICHIGAN,12,3,12.6,0,0,160,79.1,76.4,86.9,48.0,70.3,65.8,17.9,5,0,246,248,1.2,3,20
Justin Jefferson,130464,ED,E MICHIGAN,12,9,3.3,1,0,160,51.7,76.0,43.2,82.4,71.2,56.4,13.8,4,2,180,182,5.6,10,16
Steven Scheidt,130475,LB,FRESNO ST,6,2,3.8,0,0,169,73.1,47.1,75.3,,38.3,46.9,30.0,3,0,44,44,2.3,1,5
J.B. Awolowo,130484,WR,KENT STATE,1,0,,1,0,201,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Luke Floriea,130491,WR,KENT STATE,1,0,,0,0,201,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Adin Huntington,130493,ED,TULANE,13,4,1.6,0,0,319,65.5,79.5,41.0,90.5,63.8,49.6,15.0,3,2,175,178,6.9,12,13
Khalib Johns,130494,LB,KENT STATE,11,8,4.5,0,0,201,50.6,46.0,28.4,68.4,43.9,35.1,28.3,13,1,221,225,7.2,16,25
Luke Murphy,130498,LB,E MICHIGAN,12,25,6.1,0,0,160,49.1,66.8,46.8,59.4,79.4,85.5,2.9,2,2,279,280,7.2,20,41
CJ West,130507,DI,INDIANA,13,7,1.6,0,0,190,58.4,83.8,62.1,73.0,88.1,47.5,13.5,5,1,176,178,11.4,20,25
Ambe' Caldwell,130514,S,MIAMI OH,13,2,6.6,0,0,221,57.5,58.5,0.0,66.9,69.8,58.3,10.0,1,3,93,98,2.2,2,7
John Saunders Jr.,130527,S,OLE MISS,13,6,6.7,2,2,226,70.0,73.9,26.5,69.8,88.2,85.3,6.3,1,5,300,308,1.0,3,9
CJ Brown,130541,S,BOWL GREEN,13,15,9.5,0,0,122,56.0,63.2,86.3,67.2,72.8,80.3,9.8,5,2,264,265,3.8,10,31
Ivan Davis,130546,ED,N ILLINOIS,12,3,3.1,0,0,254,53.7,56.7,85.8,56.1,57.9,56.1,15.4,2,0,95,95,5.3,5,8
Jaden Dolphin,130547,LB,N ILLINOIS,13,18,4.2,0,0,254,81.5,73.8,87.2,52.8,67.4,67.1,10.4,5,1,280,289,5.4,15,25
Jordan Hansen,130555,S,N ILLINOIS,12,6,6.3,0,0,254,64.5,65.8,80.9,64.0,65.3,59.6,23.5,4,1,89,90,2.2,2,7
Devin Lafayette,130562,S,TROY,10,8,3.1,0,1,318,74.6,78.3,50.5,68.0,83.0,79.6,3.4,1,1,222,228,5.4,12,20
DeVonte O'Malley,130569,DI,N ILLINOIS,13,3,2.5,0,0,254,58.8,66.3,45.5,74.8,57.8,69.1,6.9,2,2,186,190,8.6,16,24
Pierce Oppong,130570,ED,N ILLINOIS,13,4,0.3,0,0,254,84.0,69.7,86.0,61.9,65.1,61.0,12.5,2,0,120,121,8.3,10,10
Jashon Prophete,130572,CB,N ILLINOIS,13,4,6.2,0,0,254,72.2,70.7,53.7,52.7,68.0,78.5,14.3,3,3,270,278,2.6,7,14
Daveren Rayner,130573,LB,KENTUCKY,4,4,3.3,0,0,202,69.4,78.6,76.8,86.8,74.1,76.5,8.3,1,0,37,37,16.2,6,7
Eric Rogers,130576,CB,RUTGERS,11,2,13.3,0,1,278,80.3,81.5,36.8,55.5,89.1,66.8,11.1,1,2,200,200,0.5,1,6
Ray Thomas,130580,ED,N ILLINOIS,4,3,3.4,0,0,254,60.3,71.4,81.1,64.3,72.6,51.2,14.3,2,0,51,51,13.7,7,9
Jacob Waskow,130583,DI,N ILLINOIS,4,1,3.0,0,0,254,,66.1,73.2,60.0,67.3,72.4,0.0,0,0,10,11,10.0,1,1
Pierre Kemeni Jr.,130595,CB,NEW MEXICO,1,0,,0,0,241,31.9,28.1,67.4,,60.0,,,0,0,1,1,0.0,0,0
Roman Parodie,130601,CB,OHIO,13,3,8.5,1,0,259,75.6,74.7,86.0,68.5,66.5,74.4,17.6,3,3,271,275,1.5,4,11
Maxen Hook,130625,S,TOLEDO,12,22,8.4,0,1,316,76.9,80.8,87.1,55.5,83.8,90.1,6.1,4,0,378,382,4.5,17,40
Martez Poynter,130629,DI,TOLEDO,13,4,2.2,0,0,316,60.0,67.3,82.7,63.5,68.0,55.2,8.0,2,0,157,160,8.3,13,19
Jaxson Campbell,131100,S,NAVY,12,11,6.1,1,0,237,76.2,75.3,61.3,75.9,68.6,70.3,15.8,6,2,231,234,5.2,12,21
Kamdon McFarland,131188,S,N TEXAS,6,3,10.0,0,0,251,49.8,55.1,80.0,57.3,66.1,50.2,22.2,2,0,69,70,0.0,0,4
Antoine Baylis,131242,ED,LA LAFAYET,14,9,3.6,0,0,207,41.7,62.3,4.5,71.8,59.9,52.0,10.0,3,5,181,184,6.6,12,18
Shemar Turner,131273,DI,TEXAS A&M,12,12,2.0,0,0,312,60.0,59.4,1.2,60.8,64.3,30.4,17.5,7,6,214,217,7.9,17,21
Treylin Payne,131350,LB,TEXAS ST,12,6,4.3,0,0,314,40.0,50.6,82.7,67.3,62.3,52.7,28.6,4,0,81,81,1.2,1,4
Preston Hodge,131462,CB,COLORADO,9,3,7.3,1,0,143,58.6,56.4,89.4,56.6,47.1,28.2,23.1,3,4,253,258,1.6,4,7
RJ Edwards,131570,LB,UMASS,4,0,7.0,0,0,216,33.6,33.6,76.5,57.5,41.2,58.8,20.0,1,0,30,30,6.7,2,4
Derick Mourning Jr.,131589,LB,TEXAS ST,3,1,-0.5,0,0,314,81.4,67.0,74.5,59.2,55.5,55.3,25.0,1,0,28,28,7.1,2,2
Paris Shand,131594,DI,LSU,13,6,3.5,0,0,211,66.2,66.7,65.9,64.8,64.1,58.9,14.3,3,1,186,189,5.4,10,12
Treydan Stukes,131596,CB,ARIZONA,4,3,7.3,0,0,109,67.1,68.7,84.9,48.5,73.5,55.4,16.7,2,0,77,77,5.2,4,7
Regen Terry,131597,DI,BOSTON COL,1,0,,0,0,121,,60.2,65.2,60.0,60.0,,,0,0,1,1,0.0,0,0
Dion Wilson Jr.,131600,DI,SYRACUSE,5,4,3.4,0,0,304,64.0,65.6,82.5,63.9,61.6,67.7,10.0,1,0,75,77,2.7,2,5
Jaydin Young,131602,CB,OREGON ST,1,0,,0,0,265,,60.0,63.1,,60.0,,,0,0,1,1,0.0,0,0
Jean Boyd III,131604,CB,S JOSE ST,1,0,,0,0,285,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Caleb McCullough,131619,LB,ARIZONA ST,14,14,3.5,0,0,110,77.0,75.6,44.0,57.4,75.5,78.3,9.3,5,1,197,201,10.7,21,35
Joe Moore,131621,ED,MISSOURI,5,0,1.0,0,0,229,50.1,66.7,81.9,72.1,59.3,26.9,0.0,0,0,23,25,4.3,1,1
Omarr Norman-Lott,131624,DI,TENNESSEE,13,3,3.1,0,0,307,59.1,69.4,0.0,81.6,68.1,41.1,16.7,2,6,84,86,6.0,5,7
DJ Taylor Jr.,131630,CB,CINCINNATI,1,0,,0,0,138,61.4,62.3,67.3,,60.0,,,0,0,1,1,0.0,0,0
Ed Woods,131636,CB,MICH STATE,12,3,6.8,2,0,223,62.4,64.2,45.8,70.8,68.8,81.4,4.3,1,6,275,279,2.5,7,19
Andy Alfieri,131639,ED,OREGON ST,7,1,0.8,0,0,265,63.5,51.2,45.1,49.3,54.9,66.6,0.0,0,2,117,117,9.4,11,12
Ricky Correia,131644,DI,CAL,11,2,0.9,0,0,130,55.5,76.0,83.3,67.2,79.3,71.8,5.6,1,0,114,117,12.3,14,15
Collin Gamble,131648,CB,CAL,1,0,,0,0,130,52.8,51.7,68.6,,60.0,74.2,,0,0,1,1,0.0,0,0
Stanley Saole-McKenzie,131656,DI,CAL,13,3,2.8,0,0,130,57.1,60.5,82.5,60.1,61.3,61.0,14.3,2,0,96,97,6.3,6,9
Jayson Jones,131715,DI,AUBURN,12,4,1.5,0,0,115,,77.5,83.1,61.7,81.1,45.7,16.7,3,0,122,124,9.0,11,11
Dontae Manning,131719,CB,OREGON,14,0,1.6,1,0,264,70.7,71.7,82.8,54.7,73.4,52.9,16.7,1,1,124,126,4.0,5,5
Logan Sagapolu,131721,DI,WASHINGTON,9,6,5.3,0,0,340,58.6,54.8,30.7,59.7,55.7,52.1,0.0,0,1,95,95,0.0,0,3
Jake Shipley,131723,ED,N TEXAS,12,9,2.7,0,0,251,63.1,64.2,88.4,58.8,65.0,56.6,15.4,4,1,309,318,3.2,10,13
Bradyn Swinson,131726,ED,LSU,13,13,2.6,0,0,211,65.4,83.8,77.3,90.3,70.5,67.6,9.5,4,1,275,281,6.2,17,25
Alton Julian,131739,LB,OREGON ST,4,1,1.8,0,0,265,65.5,64.5,75.6,,61.9,56.2,16.7,1,0,46,47,8.7,4,4
Sione Lolohea,131743,ED,FLORIDA ST,12,6,2.3,0,0,167,53.8,67.2,65.8,59.3,72.7,32.5,16.7,4,1,211,219,5.2,11,14
John Miller,131744,LB,UTAH ST,12,8,1.9,1,1,329,64.9,67.2,0.0,58.9,71.1,63.0,14.6,6,3,202,205,9.9,20,27
