player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Caimon Mathis,174159,CB,GA SOUTHRN,3,1,,0,0,174,60.9,62.5,74.2,,64.5,80.5,0.0,0,0,10,11,0.0,0,0
Johnathan Hall,174160,S,UTAH,11,7,1.6,0,0,328,57.9,57.6,81.9,64.3,54.6,44.8,21.9,7,0,163,168,9.2,15,18
Stephen Hall,174161,CB,WASH STATE,13,4,6.7,1,0,341,72.4,69.4,88.2,52.9,52.3,64.8,15.0,3,5,326,335,1.5,5,13
Wyatt Gedeon,174169,LB,COAST CAR,10,7,3.7,0,0,141,49.9,61.8,85.0,61.2,69.5,54.6,7.7,2,0,246,250,4.1,10,17
Sam Greene,174171,ED,USC,10,4,2.1,0,0,326,66.7,68.7,86.3,66.5,64.7,77.0,7.1,1,0,75,77,10.7,8,9
Ashton Paine,174172,S,WASH STATE,2,0,16.0,0,0,341,63.1,65.6,75.5,60.0,65.7,76.4,0.0,0,0,15,16,0.0,0,1
Christian Pierce,174174,S,USC,4,0,,0,0,326,71.1,68.1,81.4,56.4,56.6,65.6,,0,0,23,24,0.0,0,0
Warren Smith Jr.,174175,CB,WASH STATE,5,0,1.7,0,0,341,62.4,66.0,76.0,54.1,77.8,80.7,0.0,0,0,28,30,7.1,2,3
Lonnie Leverette,174179,DI,GA SOUTHRN,1,0,,0,0,174,,59.9,66.6,60.0,60.0,,,0,0,1,1,0.0,0,0
JaMari Whitehead,174182,LB,GA SOUTHRN,2,1,,0,0,174,,46.3,74.6,59.7,47.7,73.0,0.0,0,0,9,9,0.0,0,0
Tackett Curtis,174184,LB,WISCONSIN,10,4,4.2,0,0,349,55.1,47.4,0.0,71.0,47.0,39.5,23.8,5,2,105,106,7.6,8,12
Troy Pikes,174194,DI,GA SOUTHRN,13,1,3.4,0,0,174,,67.9,54.6,78.8,58.1,25.9,28.6,4,1,132,135,4.5,6,9
Ansel Din-Mbuh,174195,DI,WASH STATE,12,3,3.1,0,0,341,60.3,62.2,64.2,62.7,60.8,31.7,24.0,6,1,179,184,5.6,10,16
Kebba Secka,174196,ED,GA SOUTHRN,4,0,2.0,0,0,174,49.7,52.0,78.3,55.6,56.5,44.7,33.3,1,0,24,24,4.2,1,2
Davon Gilmore,174197,LB,GA SOUTHRN,13,18,2.1,0,1,174,65.0,80.8,87.9,73.5,81.8,63.6,14.1,9,0,252,259,11.5,29,37
Owen Chambliss,174198,LB,S DIEGO ST,7,4,4.7,0,0,284,58.7,67.3,83.2,61.9,74.6,84.7,5.3,1,0,117,122,6.8,8,14
Abraham Temoney III,174209,S,COAST CAR,11,0,18.0,1,0,141,51.1,51.8,82.4,49.5,58.0,26.9,25.0,2,1,92,95,2.2,2,6
Jordan Castell,174237,S,FLORIDA,13,8,6.9,0,0,163,58.9,64.5,88.3,64.7,72.2,75.7,9.7,3,1,337,346,2.4,8,20
Kelby Collins,174238,DI,FLORIDA,5,3,18.0,0,0,163,60.3,73.7,76.8,68.7,70.9,75.7,0.0,0,0,35,35,0.0,0,1
Sharif Denson,174240,S,FLORIDA,11,4,6.6,0,0,163,56.5,67.4,87.5,87.4,79.0,44.3,18.2,4,2,209,215,2.9,6,14
Aaron Gates,174242,S,FLORIDA,10,1,0.2,0,0,163,61.1,62.7,85.3,64.6,63.3,56.7,33.3,3,0,125,128,3.2,4,5
Ja'Keem Jackson,174247,CB,FLORIDA,2,0,6.0,0,0,163,58.8,57.9,77.8,,53.8,57.8,50.0,1,0,34,34,0.0,0,1
Kamran James,174249,ED,FLORIDA,13,6,4.5,0,0,163,65.6,65.4,85.6,55.2,71.5,62.1,10.0,2,0,141,143,5.0,7,12
Dijon Johnson,174251,CB,FLORIDA,13,2,9.0,0,0,163,66.3,67.4,84.6,54.8,70.9,60.0,37.5,3,0,228,235,0.4,1,3
Jaden Robinson,174260,LB,FLORIDA,13,5,3.6,0,0,163,50.6,61.6,86.9,68.4,66.8,80.9,9.1,3,0,192,195,7.3,14,25
Sebastian Scott,174263,ED,FLORIDA,1,0,,0,0,163,,48.3,70.5,58.3,60.0,,,0,0,1,1,0.0,0,0
T.J. Searcy,174264,ED,FLORIDA,12,5,5.0,0,0,163,77.7,68.3,89.1,58.6,66.3,77.4,5.3,1,0,137,141,4.4,6,13
Layne Swafford,174265,ED,FLORIDA,2,0,,0,0,163,,55.6,69.8,65.0,60.0,,,0,0,2,2,0.0,0,0
Bryce Thornton,174266,S,FLORIDA,10,10,9.8,0,0,163,67.5,70.3,86.7,74.6,70.1,49.3,14.3,4,0,197,201,1.5,3,14
Ike Esonwune,174287,LB,OKLA STATE,2,1,,0,0,262,61.9,59.4,71.0,,56.8,73.1,0.0,0,0,11,11,0.0,0,0
Cooper Lai,174296,CB,OKLA STATE,1,0,,0,0,262,52.1,48.0,70.4,,60.0,,,0,0,2,2,0.0,0,0
RJ Lester Jr.,174297,CB,OKLA STATE,5,0,,0,0,262,52.6,55.3,73.8,,63.4,77.0,,0,0,22,23,0.0,0,0
Siolaa Lolohea,174298,DI,UTAH ST,8,1,1.9,0,0,329,,54.4,81.6,57.7,52.6,63.7,9.1,1,0,79,79,7.6,6,9
Iman Oates,174301,DI,OKLA STATE,12,7,1.6,0,0,262,56.2,54.2,52.4,59.5,53.4,40.1,17.2,5,2,255,259,6.3,16,17
Dylan Smith,174309,S,OKLA STATE,11,1,8.3,0,0,262,59.0,54.8,85.4,58.8,45.2,45.1,31.6,12,0,249,254,3.2,8,25
Poasa Utu,174312,ED,OKLA STATE,2,0,5.5,0,0,262,60.3,55.5,76.9,57.9,54.1,74.7,0.0,0,0,9,9,11.1,1,2
Lardarius Webb Jr.,174314,CB,S ALABAMA,13,4,17.6,1,1,288,69.1,69.5,0.0,70.9,79.9,44.8,26.3,5,8,360,368,1.4,5,10
Judge Collier,174319,CB,S CAROLINA,13,1,16.3,0,0,289,65.3,66.0,85.7,56.4,66.2,56.1,16.7,1,4,268,272,0.7,2,4
Elijah Davis,174321,ED,S CAROLINA,1,0,,0,0,289,,60.0,66.0,,60.0,,,0,0,1,1,0.0,0,0
Grayson Howard,174322,LB,FLORIDA,9,8,4.5,0,0,163,46.1,65.3,84.6,66.9,78.6,90.3,0.0,0,0,123,128,7.3,9,15
Jalon Kilgore,174323,CB,S CAROLINA,13,9,3.2,2,0,289,66.7,69.7,88.0,68.0,74.6,64.5,10.3,3,3,341,350,2.9,10,17
Xzavier McLeod,174324,DI,GEORGIA,11,6,0.7,0,0,173,63.3,74.0,80.3,58.2,78.4,71.1,7.7,1,0,69,71,7.2,5,6
Desmond Umeozulu,174327,ED,S CAROLINA,8,1,3.5,0,0,289,60.0,61.4,81.1,56.6,64.0,76.6,0.0,0,0,44,46,4.5,2,2
Kaven Call,174340,ED,UCF,3,0,4.0,0,0,323,,62.0,0.0,68.8,63.5,73.0,0.0,0,1,15,15,6.7,1,1
Hudson Gibbs,174348,S,UCF,1,0,,0,0,323,,62.2,64.7,,61.2,,,0,0,3,3,0.0,0,0
Andrew Harris,174349,LB,UCF,5,4,2.0,0,0,323,64.5,72.0,75.1,,71.8,55.1,22.2,2,0,25,25,12.0,3,3
Braeden Marshall,174351,S,UCF,9,2,2.7,0,0,323,59.3,60.1,84.2,54.0,64.1,58.3,20.0,2,0,91,92,3.3,3,6
Ja'Maric Morris,174353,CB,GA STATE,9,2,8.0,0,0,175,57.7,62.4,80.3,80.0,67.4,59.7,25.0,1,1,124,125,0.0,0,1
Isaiah Nixon,174354,ED,UCF,11,2,1.7,0,0,323,55.2,65.9,46.6,68.8,64.0,57.7,18.2,2,1,94,94,5.3,5,7
Andrew Rumph,174361,DI,UCF,3,3,2.0,0,0,323,,61.6,72.3,57.4,62.3,74.8,0.0,0,0,11,11,9.1,1,1
Tyrell Martin,174463,DI,E MICHIGAN,12,4,4.7,0,0,160,,60.8,32.2,63.5,60.6,56.9,13.3,2,2,171,174,2.3,4,9
Brendan Bett,174627,DI,BAYLOR,1,0,,0,0,118,,60.9,67.2,60.0,60.2,,,0,0,2,2,0.0,0,0
DJ Coleman,174628,S,BAYLOR,12,2,9.7,1,0,118,65.4,66.4,85.0,67.1,65.0,57.1,23.5,4,1,144,146,4.2,6,11
Micah Gifford,174629,WR,BAYLOR,1,0,,0,0,118,,60.1,60.0,,60.0,,,0,1,1,1,0.0,0,0
Caden Jenkins,174630,CB,BAYLOR,11,3,7.2,2,0,118,65.1,67.5,84.8,,74.7,70.4,0.0,0,7,249,254,1.2,3,5
DK Kalu,174631,DI,BAYLOR,3,0,1.0,0,0,118,,45.8,78.6,56.8,44.6,70.1,0.0,0,0,37,38,2.7,1,1
Corey Kelly,174632,ED,BAYLOR,4,0,6.0,1,0,118,57.7,59.6,0.0,66.9,60.7,78.1,0.0,0,1,17,18,5.9,1,2
Dawson Pendergrass,174637,HB,BAYLOR,2,0,,0,0,118,,51.2,63.3,,60.0,,,0,0,2,2,0.0,0,0
Jacob Redding,174639,S,BAYLOR,5,2,9.0,0,0,118,60.4,62.4,84.7,60.0,66.6,68.8,0.0,0,0,28,28,0.0,0,2
LeVar Thornton Jr.,174646,CB,BAYLOR,12,0,4.0,0,0,118,61.5,60.4,80.5,57.3,55.4,43.9,25.0,1,2,81,82,1.2,1,3
Carl Williams IV,174651,CB,BAYLOR,8,7,3.1,1,0,118,57.5,61.8,88.0,59.9,75.2,72.3,6.7,1,2,158,159,2.5,4,7
Tayshawn Wilson,174652,CB,BAYLOR,3,0,,0,0,118,62.8,63.6,75.8,,60.0,,,0,0,3,3,0.0,0,0
Trey Wilson,174653,ED,BAYLOR,11,3,2.6,0,0,118,59.5,51.9,81.2,58.2,48.5,72.6,6.3,1,0,111,115,9.0,10,12
Jefferson Adam,174654,ED,E MICHIGAN,12,2,2.9,0,0,160,71.1,69.7,84.9,61.8,69.2,78.4,0.0,0,0,125,127,8.0,10,14
Rylan Barnes,174655,LB,IOWA STATE,9,2,2.8,0,0,193,61.1,65.1,84.5,45.6,73.1,60.1,13.0,3,0,143,144,9.1,13,18
Vince Benetti,174656,ED,IOWA STATE,2,0,,0,0,193,,52.6,65.5,,58.7,,,0,0,3,3,0.0,0,0
Kooper Ebel,174665,LB,IOWA STATE,14,15,4.9,0,0,193,53.7,51.9,57.7,57.7,51.3,34.6,25.8,17,1,353,354,4.5,16,34
Zaimir Hawk,174670,DI,IOWA STATE,14,2,2.7,0,0,193,,63.8,84.7,56.5,66.2,50.4,10.0,1,0,132,133,3.8,5,7
Ta'Shawn James,174672,S,IOWA STATE,10,4,7.0,0,0,193,62.5,62.5,83.3,67.0,59.6,65.1,17.9,5,1,159,159,3.8,6,19
JJ Jean-Louis,174673,LB,N TEXAS,4,0,0.0,0,0,251,62.0,47.4,75.6,59.1,33.3,40.7,66.7,2,0,26,26,3.8,1,1
Caden Matson,174677,CB,IOWA STATE,1,0,,0,0,193,60.0,60.6,61.5,,60.0,,,0,0,1,1,0.0,0,0
Beni Ngoyi,174680,WR,IOWA STATE,1,0,,0,0,193,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Jamison Patton,174683,S,IOWA STATE,13,4,11.7,0,0,193,64.5,63.4,81.8,59.1,59.8,52.4,15.4,2,0,73,74,1.4,1,7
Jack Sadowsky V,174685,LB,IOWA STATE,11,9,1.5,0,0,193,56.6,54.9,83.7,59.9,53.6,69.8,8.3,2,0,160,160,7.5,12,13
Cam Smith,174690,S,IOWA STATE,6,1,4.0,0,0,193,65.6,67.1,76.8,,67.0,46.4,20.0,1,0,22,22,4.5,1,3
Drew Surges,174691,S,IOWA STATE,1,0,,0,0,193,65.2,66.0,71.2,,60.0,76.4,,0,0,1,1,0.0,0,0
Micah Carter,174697,ED,LOUISVILLE,2,0,7.0,0,0,210,,36.4,70.3,,42.6,24.5,50.0,1,0,5,5,0.0,0,1
Stanquan Clark,174698,LB,LOUISVILLE,13,23,2.3,0,2,210,67.1,80.4,87.1,64.3,88.8,60.8,10.8,7,0,285,291,8.8,25,35
Saadiq Clements,174700,DI,LOUISVILLE,3,0,0.0,0,0,210,,73.8,71.4,57.2,74.2,70.2,0.0,0,0,8,8,12.5,1,1
AJ Green,174704,ED,LOUISVILLE,12,3,0.3,0,0,210,67.7,68.3,13.6,76.6,53.0,76.0,0.0,0,2,52,52,1.9,1,3
Jaden Minkins,174710,CB,LOUISVILLE,3,0,,0,0,210,63.6,64.6,71.3,,60.0,74.2,,0,0,7,7,0.0,0,0
Woo Spencer,174714,DI,LOUISVILLE,8,2,1.0,0,0,210,,64.0,77.3,59.0,65.5,31.6,20.0,1,0,23,24,8.7,2,2
Cristian Conyer,174720,CB,COAST CAR,12,1,16.8,0,0,141,60.9,60.1,83.2,,54.5,84.3,0.0,0,2,171,176,0.6,1,4
Rickey Gibson III,174724,CB,TENNESSEE,12,2,4.9,1,0,307,76.3,74.4,45.4,59.4,63.5,62.3,25.0,4,4,264,272,3.0,8,10
Caleb Herring,174726,ED,TENNESSEE,11,2,2.3,0,0,307,71.9,64.8,0.0,61.5,68.3,80.1,0.0,0,2,56,56,3.6,2,4
Daevin Hobbs,174727,DI,TENNESSEE,13,8,3.0,0,0,307,60.0,57.8,15.2,53.0,65.5,65.0,0.0,0,2,99,101,7.1,7,10
Jack Luttrell,174734,S,ARIZONA,8,8,9.7,0,0,109,54.7,53.6,23.6,68.2,53.0,38.7,24.2,8,2,188,194,2.1,4,17
Jordan Matthews,174735,CB,TENNESSEE,6,1,,0,0,307,66.3,67.5,77.9,,68.0,79.8,0.0,0,0,48,48,0.0,0,0
Nathan Robinson,174738,DI,TENNESSEE,5,1,0.5,0,0,307,,67.2,74.9,55.5,69.2,73.2,0.0,0,0,25,25,8.0,2,2
John Slaughter,174741,S,TENNESSEE,4,1,,0,0,307,84.4,66.5,0.0,,48.9,79.8,0.0,0,1,37,37,0.0,0,0
Jalen Smith,174742,LB,TENNESSEE,12,8,3.1,0,0,307,66.6,71.5,79.8,54.5,76.7,86.2,4.3,1,0,121,122,8.3,10,14
Jeremiah Telander,174745,LB,TENNESSEE,13,7,3.8,2,0,307,42.2,63.8,44.1,65.8,80.3,71.2,5.7,2,2,207,215,7.2,15,26
Tyree Weathersby,174748,ED,TENNESSEE,5,1,1.8,0,0,307,60.0,77.0,77.3,62.1,77.7,58.7,16.7,1,0,30,30,13.3,4,4
Zion Andreasen,174752,ED,UTAH ST,5,1,,0,0,329,,52.2,80.8,57.4,49.7,75.2,0.0,0,0,29,29,0.0,0,0
Devin Dye,174758,S,KANSAS,6,6,9.4,0,0,198,46.8,50.2,81.6,59.2,58.1,46.1,26.3,5,1,74,74,4.1,3,8
Teeg Slone,174767,S,UTAH ST,2,1,,0,0,329,,52.1,67.5,,53.6,28.3,50.0,1,0,4,4,0.0,0,0
Cian Slone,174768,ED,UTAH ST,12,12,3.3,0,0,329,72.5,69.5,71.9,71.2,61.6,60.0,15.4,6,1,236,240,6.4,15,21
Jason Abbey,174772,ED,VA TECH,6,1,1.5,0,0,337,52.1,60.2,79.6,58.2,65.8,77.5,0.0,0,0,26,26,11.5,3,4
George Ballance,174775,LB,VA TECH,3,0,,0,0,337,47.9,37.4,72.0,58.7,39.8,76.0,,0,0,11,11,0.0,0,0
Antonio Cotman Jr.,174779,CB,CHARLOTTE,3,0,8.0,0,0,136,,64.8,72.8,,65.7,74.2,0.0,0,0,15,15,0.0,0,1
Cam Fleming,174782,LB,VA TECH,1,1,,0,0,337,72.2,64.9,71.6,56.2,52.5,48.5,0.0,0,0,4,4,0.0,0,0
Josh Hand,174786,LB,VA TECH,2,0,6.0,0,0,337,65.1,63.4,68.6,63.7,54.4,34.4,50.0,1,0,8,8,0.0,0,1
Braylon Johnson,174790,S,VA TECH,2,0,8.0,0,0,337,65.3,58.5,76.6,59.5,46.8,55.6,25.0,1,0,22,22,0.0,0,3
Dante Lovett,174793,CB,VA TECH,13,0,5.3,0,0,337,65.1,61.2,2.8,57.9,44.3,54.8,40.0,2,1,82,84,2.4,2,3
Jonathan Pennix,174797,CB,VA TECH,1,0,,0,0,337,64.1,64.6,70.6,,60.0,,,0,0,2,2,0.0,0,0
Aycen Stevens,174799,ED,VA TECH,9,2,2.0,0,0,337,60.0,59.2,81.8,59.3,57.2,63.7,16.7,1,0,50,50,4.0,2,3
Thomas Williams,174800,CB,VA TECH,5,1,9.8,1,0,337,68.8,60.8,0.0,,36.6,35.0,37.5,3,1,38,38,0.0,0,4
Krystian Williams,174801,CB,VA TECH,1,0,,0,0,337,,60.6,67.1,,60.0,,,0,0,5,5,0.0,0,0
Caleb Woodson,174805,LB,VA TECH,13,19,3.4,0,1,337,50.6,62.1,84.7,55.5,72.3,78.4,10.7,6,1,272,275,7.4,20,31
Ian Bell,174807,CB,WYOMING,10,1,9.5,0,0,351,63.1,64.0,81.0,,65.3,72.8,25.0,1,0,110,112,0.0,0,2
Tyrecus Davis,174814,CB,WYOMING,12,4,12.4,1,1,351,69.9,70.8,53.1,,73.0,69.1,14.3,3,7,360,371,1.4,5,14
Ethan Day,174815,ED,WYOMING,12,5,3.1,0,0,351,67.4,71.5,84.8,65.8,68.4,57.8,20.0,4,0,114,119,7.9,9,11
Dante Drake,174816,DI,WYOMING,11,0,-0.7,0,0,351,62.3,61.9,81.5,57.6,61.5,76.9,0.0,0,0,82,84,7.3,6,6
Brady Hultman,174822,LB,MISSOURI,1,0,,0,0,229,,60.0,60.0,60.0,60.0,,,0,0,1,1,0.0,0,0
Keany Parks,174825,CB,WYOMING,11,3,11.8,0,0,351,70.9,72.2,85.0,,74.2,83.0,7.1,1,1,258,268,0.4,1,10
Jones Thomas,174829,S,WYOMING,1,0,,0,0,351,47.3,48.5,71.0,,60.0,74.3,,0,0,2,2,0.0,0,0
Tell Wade,174833,ED,WYOMING,1,0,,0,0,351,,59.0,67.3,59.1,60.0,,,0,0,1,1,0.0,0,0
Jayden Williams,174835,DI,WYOMING,11,6,1.6,0,0,351,60.6,60.0,82.1,53.6,62.2,81.9,0.0,0,0,121,127,10.7,13,15
Gafa Faga,174862,DI,S JOSE ST,13,16,2.4,0,0,285,52.8,62.0,87.6,65.1,58.5,48.3,12.8,6,0,347,355,5.8,20,25
Dylan Hampsten,174866,ED,S JOSE ST,10,4,2.3,0,0,285,62.0,57.3,52.5,59.7,54.2,56.8,20.0,3,1,105,107,5.7,6,8
Cooper Hoch,174870,WR,S JOSE ST,1,0,,0,0,285,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Taniela Latu,174872,LB,S JOSE ST,12,18,3.8,0,0,285,67.8,67.1,88.7,57.3,68.6,63.2,19.0,12,0,417,425,4.6,19,33
Dylan Lee,174873,LB,S JOSE ST,3,1,11.0,0,0,285,64.8,63.9,73.7,57.3,60.7,32.0,33.3,1,0,8,8,0.0,0,1
Quincy Likio,174875,ED,S JOSE ST,4,5,2.1,0,0,285,47.2,58.7,45.0,57.6,64.1,54.9,6.3,1,1,109,110,5.5,6,10
Akio Martinson,174876,DI,S JOSE ST,1,0,,0,0,285,,52.0,69.8,56.4,55.4,,,0,0,4,4,0.0,0,0
Noah McNeal-Franklin,174877,LB,S JOSE ST,10,7,3.9,0,0,285,67.7,55.0,39.6,61.4,43.8,57.7,14.3,5,1,191,195,5.2,10,23
John Norwood,174878,ED,S JOSE ST,2,0,5.0,0,0,285,60.0,64.1,77.2,54.7,71.8,47.6,0.0,0,0,7,7,14.3,1,1
Isiah Revis,174881,S,S JOSE ST,13,14,7.4,0,0,285,68.2,71.9,88.4,57.1,75.1,67.1,13.0,7,0,432,440,3.2,14,33
Marquis Bell,174920,S,LIBERTY,1,0,,0,0,206,60.7,61.7,68.5,,60.1,,,0,0,5,5,0.0,0,0
Christian Bodnar,174922,CB,LIBERTY,5,3,7.3,0,0,206,84.4,88.5,83.1,90.8,77.3,71.2,0.0,0,1,65,66,1.5,1,3
TJ Bush Jr.,174925,ED,LIBERTY,12,11,2.4,0,0,206,75.4,78.4,44.1,75.1,75.0,73.3,9.5,4,3,318,323,7.5,24,27
Donovan Dozier,174927,ED,LIBERTY,9,1,3.0,0,0,206,64.0,59.6,79.2,51.9,61.5,42.5,33.3,1,0,39,39,2.6,1,1
Jabin Ford,174930,S,LIBERTY,3,0,,0,0,206,49.8,51.0,75.1,,60.6,24.1,,0,0,5,5,0.0,0,0
Larry Jones III,174933,ED,LIBERTY,6,1,1.7,0,0,206,,58.5,78.1,57.2,60.2,40.1,0.0,0,0,19,19,15.8,3,3
Jamal Miles,174934,CB,LIBERTY,2,0,5.0,0,0,206,62.9,58.9,74.5,,53.9,26.2,66.7,2,0,26,26,0.0,0,1
Eliyt Nairne,174936,DI,LIBERTY,11,4,2.2,0,0,206,67.6,55.5,56.9,55.3,55.1,66.4,5.6,1,1,143,144,7.0,10,13
Barrett Newman,174937,LB,LIBERTY,1,0,,0,0,206,,60.1,63.9,,60.0,,,0,0,1,1,0.0,0,0
Nathan Pirolli,174938,DI,LIBERTY,1,0,,0,0,206,,60.0,64.4,,60.0,,,0,0,1,1,0.0,0,0
Bryan Whitehead,174941,ED,ARK STATE,13,3,2.0,1,0,113,61.0,76.6,35.7,82.0,67.1,73.8,0.0,0,3,180,184,5.6,10,14
Andrew Adkison,174943,WR,PURDUE,1,0,,0,0,273,,52.8,60.0,,60.0,,100.0,1,0,1,1,0.0,0,0
Botros Alisandro,174944,CB,PURDUE,11,1,6.0,1,0,273,64.9,64.8,84.7,71.4,57.8,82.8,0.0,0,1,197,200,0.0,0,3
Winston Berglund,174945,LB,PURDUE,3,3,2.3,0,0,273,43.4,56.6,77.1,70.2,63.7,35.6,22.2,2,0,43,43,7.0,3,4
Arhmad Branch,174948,WR,PURDUE,1,0,,0,0,273,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Drake Carlson,174951,DI,PURDUE,9,0,1.7,0,0,273,,51.3,79.3,53.0,51.5,23.2,40.0,2,0,61,62,3.3,2,3
Owen Davis,174954,ED,PURDUE,3,0,,0,0,273,60.8,55.4,74.2,57.4,55.3,,,0,0,7,7,0.0,0,0
Jamarrion Harkless,174958,DI,PURDUE,10,3,2.7,0,0,273,,60.5,83.9,53.5,63.1,72.9,0.0,0,0,69,69,2.9,2,3
Will Heldt,174960,ED,PURDUE,12,8,2.8,0,0,273,55.7,72.3,79.4,70.1,74.8,65.0,15.4,8,2,365,369,7.1,26,36
Elijah Jackson,174961,HB,PURDUE,1,0,,0,0,273,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Jaxon Mull,174965,CB,WAKE,11,1,11.3,0,0,339,59.3,58.8,84.6,,53.7,72.0,20.0,1,1,189,192,0.5,1,3
Braxton Myers,174966,CB,SO MISS,12,2,8.3,0,0,296,62.4,61.9,84.0,78.3,52.8,58.9,27.8,5,0,290,291,2.1,6,11
Joey Sumlin,174970,LB,PURDUE,1,0,0.0,0,0,273,,75.3,64.1,,64.8,73.6,0.0,0,0,1,1,100.0,1,1
Dillon Thieneman,174971,S,PURDUE,12,15,7.8,0,0,273,73.7,72.4,86.9,73.4,65.6,75.2,13.5,10,0,390,394,2.8,11,49
Dimitri Johnson,174976,LB,NEW MEXICO,12,24,3.6,0,0,241,62.4,64.6,86.7,59.9,64.6,58.4,16.2,12,0,393,401,6.1,24,38
Trenton Alan Yowe,174979,CB,APP STATE,6,0,4.0,0,0,108,50.0,55.1,78.6,,73.2,66.4,0.0,0,0,64,65,1.6,1,1
Zyeir Gamble,174990,S,APP STATE,8,3,11.7,0,0,108,60.4,64.8,80.9,60.0,71.2,77.1,7.7,1,1,83,84,3.6,3,9
Cahari Haynes,174991,LB,APP STATE,5,1,3.0,0,0,108,47.2,50.7,77.2,61.5,54.8,39.5,22.2,2,0,49,49,10.2,5,6
Jason Hertz,174992,DI,APP STATE,9,4,2.0,0,0,108,,56.9,43.5,58.8,57.5,75.3,0.0,0,1,94,95,2.1,2,2
Nate Johnson,174993,ED,APP STATE,11,5,4.5,0,0,108,73.1,75.9,56.0,78.6,68.5,79.2,7.1,2,1,170,173,5.9,10,21
Ryan McKinnis,174999,LB,APP STATE,1,0,,0,0,108,60.5,62.6,64.6,,60.0,,,0,0,1,1,0.0,0,0
AJ Mebane,175000,ED,APP STATE,8,1,3.0,0,0,108,63.1,43.4,79.9,60.4,35.4,78.1,0.0,0,0,28,28,3.6,1,1
Colton Phares,175001,S,APP STATE,8,1,9.0,0,0,108,37.6,32.6,76.4,56.7,40.0,32.1,25.0,1,0,28,28,3.6,1,2
Naseri Danielson,175014,LB,S JOSE ST,5,4,10.3,0,0,285,55.9,57.8,76.3,55.8,62.0,84.1,0.0,0,0,34,34,5.9,2,4
Siale Esera,175020,LB,BYU,5,0,3.0,0,0,128,60.2,63.1,75.6,63.1,64.3,54.4,0.0,0,0,8,8,12.5,1,1
Miles Hall,175024,LB,BYU,5,6,2.5,0,1,128,58.7,73.8,76.7,70.2,79.2,63.2,20.0,3,0,44,44,11.4,5,6
John Henry Daley,175027,ED,UTAH,4,0,2.0,0,0,328,55.7,62.0,79.0,67.0,57.3,40.5,50.0,1,0,15,15,6.7,1,1
Ace Kaufusi,175031,LB,BYU,3,0,,0,0,128,51.4,43.1,0.0,59.1,62.3,,,0,1,9,9,0.0,0,0
David Latu,175034,DI,BYU,3,0,,0,0,128,,65.2,71.6,57.2,65.1,,,0,0,2,3,0.0,0,0
Marcus McKenzie,175036,CB,BYU,1,0,,0,0,128,54.6,55.5,70.7,,60.9,,,0,0,5,5,0.0,0,0
Petey Tuipulotu,175040,S,BYU,1,0,,0,0,128,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Solomon Bell,175041,CB,E MICHIGAN,2,0,,0,0,160,60.0,61.3,63.9,59.6,60.1,,,0,0,2,3,0.0,0,0
Messiah Blair,175042,ED,E MICHIGAN,2,0,,0,0,160,60.0,50.9,74.5,61.6,47.7,,,0,0,6,6,0.0,0,0
Luke Fletcher,175051,ED,E MICHIGAN,2,0,1.0,0,0,160,60.0,81.9,74.2,68.9,68.3,71.5,0.0,0,0,6,6,16.7,1,1
Jaheim Jenkins,175053,CB,E MICHIGAN,7,0,3.5,0,0,160,45.8,51.2,78.7,,73.2,47.0,0.0,0,1,57,58,1.8,1,2
Jaivian Norman,175058,CB,E MICHIGAN,12,1,22.9,0,0,160,60.4,66.8,26.9,94.9,72.4,55.8,27.3,3,2,170,170,1.8,3,7
Malik Tullis,175060,DI,E MICHIGAN,9,3,3.0,0,0,160,60.5,59.6,79.3,57.2,59.8,62.4,12.5,1,0,55,55,3.6,2,4
Jesse Vasquez,175063,CB,E MICHIGAN,3,0,,0,0,160,68.8,69.1,77.7,,63.6,73.5,,0,0,26,27,0.0,0,0
Bennett Walker,175064,CB,S DIEGO ST,3,0,,0,0,284,60.9,61.6,77.3,58.7,65.2,38.3,,0,1,32,34,0.0,0,0
Daiquan White,175068,CB,E MICHIGAN,11,1,7.9,0,0,160,62.3,65.6,87.1,52.4,79.8,62.1,11.1,1,6,312,314,0.6,2,7
Xe'ree Alexander,175071,LB,UCF,12,11,3.1,0,0,323,54.4,61.6,85.0,54.9,68.2,62.4,9.3,5,0,237,238,12.2,29,38
Herman Smith,175129,S,COLORADO,7,2,2.0,0,0,143,67.8,60.6,77.3,59.1,51.0,31.5,40.0,2,0,38,38,2.6,1,1
Nasir Addison,175132,CB,KENTUCKY,8,0,9.0,0,0,202,51.7,53.7,79.6,60.0,60.8,58.7,0.0,0,0,56,58,0.0,0,3
